id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,fuel_type,fuel_efficiency,engine_type
EN0253,PowerCore 2,22.0,3825.61,Reliable diesel engine.,engine,BrandC,17.33,127.19,"(1.46, 1.47, 1.17)","{'Aluminum': 80, 'Titanium': 20}",medium,377.1,134.8,Diesel,43.1,diesel
EN0254,HorsePower 2,10.0,3933.99,Reliable electric engine.,engine,BrandB,17.49,195.49,"(1.07, 0.83, 0.86)","{'Steel': 70, 'Aluminum': 30}",high,313.4,399.3,Electric,41.4,electric
EN0255,TorqueX 3,16.0,3788.13,Advanced diesel engine.,engine,BrandA,17.47,166.88,"(1.48, 0.83, 0.87)","{'Steel': 75, 'Iron': 25}",high,246.5,373.7,Diesel,29.1,electric
EN0256,TorqueX 5,17.0,3345.92,High-performance diesel engine.,engine,BrandE,17.41,99.7,"(1.41, 1.26, 1.4)","{'Steel': 75, 'Iron': 25}",low,370.9,445.3,Diesel,49.5,petrol
EN0257,HorsePower 2,46.0,4490.51,Efficient petrol engine.,engine,BrandA,17.35,185.95,"(1.45, 0.61, 1.26)","{'Aluminum': 80, 'Titanium': 20}",medium,271.4,147.3,Petrol,47.8,petrol
EN0258,VoltDrive 7,4.0,1882.39,Efficient hybrid engine.,engine,BrandB,17.43,113.25,"(1.29, 0.71, 1.27)","{'Steel': 60, 'Aluminum': 40}",medium,292.5,414.6,Hybrid,12.0,electric
EN0259,PowerCore 2,9.0,2785.25,High-performance petrol engine.,engine,BrandB,17.58,133.74,"(0.89, 1.06, 0.69)","{'Steel': 75, 'Iron': 25}",high,538.5,425.6,Petrol,34.2,electric
EN0260,TorqueX 8,18.0,2007.21,Advanced electric engine.,engine,BrandE,17.36,164.68,"(1.43, 0.62, 0.95)","{'Steel': 75, 'Iron': 25}",high,522.9,445.4,Electric,46.3,electric
EN0261,TorqueX 2,27.0,4453.62,Reliable petrol engine.,engine,BrandC,17.51,153.36,"(0.54, 1.29, 1.24)","{'Copper': 50, 'Steel': 50}",medium,222.6,238.2,Petrol,40.1,hybrid
EN0262,PowerCore 6,13.0,2501.23,Reliable electric engine.,engine,BrandA,17.34,129.67,"(0.73, 0.61, 0.84)","{'Steel': 70, 'Aluminum': 30}",medium,433.9,290.5,Electric,45.1,electric
EN0263,TorqueX 9,2.0,3598.56,Efficient petrol engine.,engine,BrandA,17.34,179.85,"(0.91, 0.86, 0.57)","{'Steel': 75, 'Iron': 25}",low,521.3,135.1,Petrol,21.5,hybrid
EN0264,HorsePower 9,14.0,4178.79,Reliable electric engine.,engine,BrandB,17.43,139.4,"(1.49, 1.09, 1.05)","{'Copper': 50, 'Steel': 50}",high,332.7,220.3,Electric,27.4,hybrid
EN0265,VoltDrive 7,39.0,1848.36,High-performance electric engine.,engine,BrandC,17.36,187.95,"(1.05, 1.3, 0.87)","{'Steel': 75, 'Iron': 25}",high,583.2,338.0,Electric,42.8,petrol
EN0266,TorqueX 2,22.0,3140.41,High-performance hybrid engine.,engine,BrandC,17.43,140.88,"(0.65, 0.59, 0.85)","{'Steel': 60, 'Aluminum': 40}",medium,578.1,186.4,Hybrid,29.5,petrol
EN0267,TorqueX 2,16.0,4589.69,Efficient diesel engine.,engine,BrandA,17.59,104.36,"(1.25, 1.24, 1.37)","{'Steel': 70, 'Aluminum': 30}",low,297.2,338.7,Diesel,17.4,diesel
EN0268,DieselMax 2,9.0,4614.18,Efficient hybrid engine.,engine,BrandD,17.44,194.51,"(1.14, 1.06, 0.81)","{'Steel': 70, 'Aluminum': 30}",low,446.5,255.6,Hybrid,15.1,diesel
EN0269,VoltDrive 1,40.0,3428.28,High-performance hybrid engine.,engine,BrandA,17.53,113.42,"(1.24, 1.38, 1.15)","{'Steel': 75, 'Iron': 25}",high,347.1,211.7,Hybrid,36.6,diesel
EN0270,DieselMax 3,43.0,2152.59,Efficient petrol engine.,engine,BrandB,17.48,144.07,"(0.98, 0.87, 0.74)","{'Steel': 70, 'Aluminum': 30}",low,298.7,370.6,Petrol,24.8,electric
EN0271,PowerCore 2,3.0,1917.24,Efficient electric engine.,engine,BrandD,17.36,178.09,"(1.01, 1.45, 0.78)","{'Steel': 75, 'Iron': 25}",low,541.1,188.3,Electric,34.9,hybrid
EN0272,DieselMax 1,40.0,2133.25,High-performance electric engine.,engine,BrandC,17.56,86.17,"(1.18, 1.04, 0.54)","{'Copper': 50, 'Steel': 50}",high,367.6,262.3,Electric,44.9,diesel
EN0273,VoltDrive 2,1.0,3445.87,Advanced hybrid engine.,engine,BrandB,17.43,170.34,"(0.89, 0.65, 1.2)","{'Steel': 75, 'Iron': 25}",medium,529.1,217.7,Hybrid,14.3,diesel
EN0274,HorsePower 3,21.0,2532.44,High-performance electric engine.,engine,BrandC,17.4,130.81,"(1.43, 1.1, 1.32)","{'Steel': 75, 'Iron': 25}",low,275.9,480.3,Electric,45.8,electric
EN0275,HorsePower 9,25.0,1744.0,Advanced electric engine.,engine,BrandD,17.52,120.6,"(0.83, 0.61, 1.24)","{'Steel': 75, 'Iron': 25}",low,453.3,412.6,Electric,36.3,diesel
EN0276,HorsePower 6,25.0,3299.33,Advanced electric engine.,engine,BrandB,17.5,136.04,"(0.89, 0.8, 1.43)","{'Steel': 75, 'Iron': 25}",low,597.9,100.2,Electric,39.7,diesel
EN0277,TorqueX 1,34.0,4914.19,Reliable diesel engine.,engine,BrandA,17.38,96.84,"(1.12, 1.25, 1.44)","{'Steel': 70, 'Aluminum': 30}",medium,318.9,283.9,Diesel,25.1,hybrid
EN0278,PowerCore 1,44.0,1863.45,Advanced electric engine.,engine,BrandE,17.42,125.75,"(0.53, 0.56, 1.36)","{'Aluminum': 80, 'Titanium': 20}",medium,554.9,315.0,Electric,30.2,petrol
EN0279,DieselMax 9,12.0,3913.74,Efficient hybrid engine.,engine,BrandE,17.43,103.05,"(1.45, 0.77, 1.0)","{'Copper': 50, 'Steel': 50}",high,398.4,125.7,Hybrid,45.0,hybrid
EN0280,HorsePower 4,40.0,4631.08,Advanced petrol engine.,engine,BrandD,17.56,165.65,"(1.17, 1.26, 1.01)","{'Copper': 50, 'Steel': 50}",high,360.3,423.6,Petrol,33.5,electric
EN0281,HorsePower 3,7.0,2315.14,Efficient hybrid engine.,engine,BrandA,17.54,159.53,"(1.08, 1.19, 0.7)","{'Steel': 70, 'Aluminum': 30}",high,340.1,346.4,Hybrid,40.5,diesel
EN0282,DieselMax 2,8.0,3462.96,Advanced electric engine.,engine,BrandC,17.59,156.72,"(0.99, 1.41, 0.72)","{'Aluminum': 80, 'Titanium': 20}",low,458.3,354.9,Electric,37.8,electric
EN0283,HorsePower 9,25.0,4718.28,Efficient electric engine.,engine,BrandC,17.57,101.85,"(0.72, 1.39, 1.07)","{'Aluminum': 80, 'Titanium': 20}",low,500.8,122.0,Electric,30.0,hybrid
EN0284,VoltDrive 1,19.0,2983.38,High-performance hybrid engine.,engine,BrandE,17.42,150.63,"(0.87, 0.73, 1.17)","{'Aluminum': 80, 'Titanium': 20}",medium,487.3,238.6,Hybrid,38.5,electric
EN0285,HorsePower 5,6.0,2159.71,High-performance electric engine.,engine,BrandA,17.32,152.8,"(0.79, 0.93, 1.45)","{'Steel': 70, 'Aluminum': 30}",low,245.6,452.9,Electric,43.1,electric
EN0286,TorqueX 5,7.0,1536.25,High-performance hybrid engine.,engine,BrandB,17.53,179.32,"(0.87, 1.25, 1.41)","{'Aluminum': 80, 'Titanium': 20}",low,415.7,283.8,Hybrid,43.1,electric
EN0287,HorsePower 9,16.0,3672.71,Advanced electric engine.,engine,BrandB,17.36,111.64,"(0.52, 0.51, 0.7)","{'Steel': 60, 'Aluminum': 40}",low,595.2,110.7,Electric,44.4,hybrid
EN0288,PowerCore 3,45.0,2474.69,High-performance diesel engine.,engine,BrandD,17.33,168.28,"(1.02, 1.12, 0.73)","{'Copper': 50, 'Steel': 50}",low,230.9,249.0,Diesel,36.1,petrol
EN0289,DieselMax 9,13.0,1945.2,High-performance diesel engine.,engine,BrandB,17.47,187.94,"(0.52, 1.2, 1.09)","{'Steel': 60, 'Aluminum': 40}",low,367.9,198.9,Diesel,34.7,hybrid
EN0290,VoltDrive 1,37.0,4106.62,High-performance petrol engine.,engine,BrandE,17.33,199.03,"(1.45, 1.45, 1.39)","{'Copper': 50, 'Steel': 50}",low,428.5,217.8,Petrol,32.0,petrol
EN0291,DieselMax 7,8.0,2774.43,Efficient petrol engine.,engine,BrandA,17.39,181.5,"(0.64, 1.14, 0.74)","{'Steel': 70, 'Aluminum': 30}",medium,442.9,305.6,Petrol,41.1,hybrid
EN0292,VoltDrive 6,6.0,2807.9,High-performance electric engine.,engine,BrandC,17.35,85.55,"(0.71, 1.15, 1.36)","{'Steel': 75, 'Iron': 25}",low,243.1,448.0,Electric,37.0,hybrid
EN0293,TorqueX 7,18.0,4493.55,Reliable hybrid engine.,engine,BrandE,17.45,130.38,"(0.51, 1.32, 1.16)","{'Steel': 60, 'Aluminum': 40}",medium,334.5,335.5,Hybrid,43.9,diesel
EN0294,VoltDrive 2,3.0,4456.37,Reliable electric engine.,engine,BrandA,17.39,192.2,"(1.18, 1.38, 0.6)","{'Copper': 50, 'Steel': 50}",high,597.1,270.5,Electric,28.4,hybrid
EN0295,TorqueX 3,7.0,2078.66,Advanced petrol engine.,engine,BrandE,17.37,165.61,"(0.55, 1.17, 0.79)","{'Copper': 50, 'Steel': 50}",low,523.7,179.9,Petrol,21.8,petrol
EN0296,DieselMax 5,29.0,4272.47,Advanced petrol engine.,engine,BrandB,17.56,80.17,"(0.99, 1.04, 1.21)","{'Steel': 60, 'Aluminum': 40}",high,592.3,323.9,Petrol,28.4,electric
EN0297,TorqueX 4,15.0,2057.04,Efficient electric engine.,engine,BrandA,17.46,126.3,"(0.97, 0.95, 0.68)","{'Steel': 60, 'Aluminum': 40}",high,504.9,203.1,Electric,15.9,diesel
EN0298,TorqueX 9,7.0,4639.81,Advanced petrol engine.,engine,BrandB,17.45,166.54,"(0.97, 0.73, 1.16)","{'Aluminum': 80, 'Titanium': 20}",medium,337.5,262.9,Petrol,27.6,hybrid
EN0299,DieselMax 8,35.0,2320.02,Efficient hybrid engine.,engine,BrandE,17.38,122.95,"(0.63, 1.11, 1.38)","{'Steel': 70, 'Aluminum': 30}",medium,220.3,130.0,Hybrid,23.8,petrol
EN0300,DieselMax 4,21.0,3189.3,Reliable hybrid engine.,engine,BrandA,17.54,154.84,"(0.51, 1.31, 1.39)","{'Steel': 75, 'Iron': 25}",low,240.5,114.1,Hybrid,42.6,petrol
EN0301,HorsePower 6,17.0,2491.92,High-performance hybrid engine.,engine,BrandB,17.31,167.69,"(1.28, 0.61, 0.64)","{'Steel': 60, 'Aluminum': 40}",medium,313.4,491.7,Hybrid,29.1,hybrid
EN0302,HorsePower 5,24.0,2874.46,Advanced electric engine.,engine,BrandB,17.38,131.07,"(1.11, 1.38, 0.99)","{'Steel': 75, 'Iron': 25}",medium,448.2,215.4,Electric,31.4,hybrid
EN0303,HorsePower 2,45.0,2853.21,Reliable petrol engine.,engine,BrandB,17.39,111.96,"(0.58, 0.87, 1.2)","{'Aluminum': 80, 'Titanium': 20}",high,324.7,472.5,Petrol,32.8,diesel
EN0304,HorsePower 8,15.0,4995.19,Reliable hybrid engine.,engine,BrandA,17.45,192.11,"(0.66, 1.12, 0.6)","{'Steel': 60, 'Aluminum': 40}",medium,596.5,193.4,Hybrid,45.8,electric
EN0305,PowerCore 4,15.0,2995.04,Advanced diesel engine.,engine,BrandE,17.3,168.46,"(1.28, 1.5, 0.76)","{'Steel': 75, 'Iron': 25}",low,323.6,491.0,Diesel,19.4,diesel
EN0306,PowerCore 9,7.0,2941.68,Advanced electric engine.,engine,BrandD,17.51,140.76,"(0.71, 0.54, 0.95)","{'Copper': 50, 'Steel': 50}",high,222.2,403.2,Electric,43.2,petrol
EN0307,PowerCore 9,17.0,2386.47,High-performance petrol engine.,engine,BrandB,17.36,169.56,"(1.45, 1.08, 1.1)","{'Steel': 70, 'Aluminum': 30}",medium,344.6,421.7,Petrol,40.7,electric
EN0308,DieselMax 9,10.0,3973.31,Efficient hybrid engine.,engine,BrandD,17.56,113.3,"(0.88, 0.89, 1.1)","{'Steel': 70, 'Aluminum': 30}",low,371.6,131.4,Hybrid,46.2,petrol
EN0309,VoltDrive 9,37.0,4097.58,Advanced hybrid engine.,engine,BrandA,17.35,128.78,"(0.86, 0.81, 1.25)","{'Steel': 60, 'Aluminum': 40}",high,429.2,234.8,Hybrid,13.8,hybrid
EN0310,PowerCore 8,16.0,2058.58,Advanced diesel engine.,engine,BrandD,17.36,113.97,"(0.94, 1.45, 0.65)","{'Copper': 50, 'Steel': 50}",low,492.7,256.0,Diesel,23.8,diesel
EN0311,TorqueX 5,34.0,3835.77,High-performance diesel engine.,engine,BrandC,17.32,167.54,"(0.66, 1.29, 0.9)","{'Aluminum': 80, 'Titanium': 20}",low,275.5,210.3,Diesel,37.2,diesel
EN0312,TorqueX 3,1.0,2640.85,Reliable petrol engine.,engine,BrandE,17.38,167.39,"(0.93, 1.04, 0.92)","{'Aluminum': 80, 'Titanium': 20}",high,573.0,132.3,Petrol,14.1,petrol
EN0313,VoltDrive 5,34.0,4743.29,Advanced hybrid engine.,engine,BrandA,17.56,163.97,"(0.56, 0.66, 1.2)","{'Aluminum': 80, 'Titanium': 20}",low,568.5,346.1,Hybrid,27.0,petrol
EN0314,VoltDrive 8,47.0,3644.1,Reliable electric engine.,engine,BrandA,17.44,167.24,"(0.86, 0.87, 1.01)","{'Steel': 75, 'Iron': 25}",medium,328.2,381.5,Electric,46.6,hybrid
EN0315,TorqueX 1,40.0,2739.4,Efficient petrol engine.,engine,BrandD,17.47,124.21,"(1.15, 0.69, 0.91)","{'Steel': 75, 'Iron': 25}",high,512.8,291.9,Petrol,17.6,diesel
EN0316,DieselMax 5,7.0,1915.31,High-performance electric engine.,engine,BrandC,17.46,141.41,"(0.63, 0.72, 1.24)","{'Steel': 60, 'Aluminum': 40}",high,257.3,214.7,Electric,35.3,electric
EN0317,PowerCore 5,29.0,1869.46,High-performance electric engine.,engine,BrandE,17.54,150.14,"(0.56, 0.69, 1.16)","{'Steel': 60, 'Aluminum': 40}",medium,437.4,307.7,Electric,13.3,diesel
EN0318,VoltDrive 1,24.0,3261.65,High-performance petrol engine.,engine,BrandB,17.44,113.93,"(1.25, 0.87, 1.36)","{'Steel': 70, 'Aluminum': 30}",medium,370.8,434.9,Petrol,45.6,electric
EN0319,HorsePower 6,24.0,3172.46,Efficient electric engine.,engine,BrandC,17.47,164.17,"(1.26, 0.6, 0.72)","{'Aluminum': 80, 'Titanium': 20}",medium,414.8,317.9,Electric,39.9,electric
EN0320,TorqueX 3,26.0,4569.14,Advanced petrol engine.,engine,BrandC,17.55,177.34,"(0.61, 0.75, 1.02)","{'Aluminum': 80, 'Titanium': 20}",low,329.3,323.0,Petrol,43.2,electric
EN0321,HorsePower 3,23.0,4046.27,Efficient electric engine.,engine,BrandA,17.42,100.86,"(1.26, 0.93, 1.31)","{'Aluminum': 80, 'Titanium': 20}",high,237.0,269.9,Electric,41.7,petrol
EN0322,PowerCore 5,39.0,4793.85,High-performance diesel engine.,engine,BrandC,17.43,87.79,"(0.64, 1.01, 1.01)","{'Steel': 75, 'Iron': 25}",high,568.9,340.1,Diesel,48.9,diesel
EN0323,VoltDrive 2,27.0,2876.87,Reliable petrol engine.,engine,BrandB,17.52,120.82,"(0.83, 1.31, 0.9)","{'Steel': 70, 'Aluminum': 30}",medium,383.7,473.8,Petrol,28.2,hybrid
EN0324,VoltDrive 2,19.0,3901.56,Advanced electric engine.,engine,BrandD,17.56,131.25,"(0.63, 1.36, 1.07)","{'Steel': 75, 'Iron': 25}",low,213.8,143.2,Electric,18.7,hybrid
EN0325,DieselMax 5,29.0,3144.54,Reliable hybrid engine.,engine,BrandC,17.54,106.66,"(0.8, 0.8, 1.12)","{'Steel': 75, 'Iron': 25}",high,410.3,377.6,Hybrid,49.9,electric
EN0326,PowerCore 3,4.0,3119.35,Advanced hybrid engine.,engine,BrandC,17.44,101.14,"(0.86, 1.22, 0.53)","{'Aluminum': 80, 'Titanium': 20}",medium,279.4,196.3,Hybrid,12.3,petrol
EN0327,TorqueX 3,12.0,4855.92,High-performance diesel engine.,engine,BrandB,17.44,188.8,"(0.74, 1.28, 0.91)","{'Steel': 70, 'Aluminum': 30}",high,364.4,448.5,Diesel,24.7,petrol
EN0328,PowerCore 4,30.0,4324.89,Advanced hybrid engine.,engine,BrandC,17.53,153.18,"(0.54, 1.13, 1.43)","{'Steel': 75, 'Iron': 25}",medium,453.3,116.9,Hybrid,23.3,petrol
EN0329,VoltDrive 3,21.0,4585.73,Reliable hybrid engine.,engine,BrandB,17.55,147.13,"(0.72, 1.17, 1.1)","{'Steel': 75, 'Iron': 25}",high,509.4,214.5,Hybrid,32.2,petrol
EN0330,TorqueX 8,1.0,1603.04,Advanced electric engine.,engine,BrandB,17.44,136.43,"(1.11, 1.44, 1.22)","{'Steel': 70, 'Aluminum': 30}",medium,579.7,486.4,Electric,45.1,diesel
EN0331,VoltDrive 9,17.0,2509.68,Advanced petrol engine.,engine,BrandA,17.35,126.61,"(0.51, 1.47, 1.0)","{'Copper': 50, 'Steel': 50}",high,292.0,428.6,Petrol,41.5,diesel
EN0332,PowerCore 4,13.0,4805.28,High-performance diesel engine.,engine,BrandC,17.32,168.2,"(1.38, 1.41, 0.76)","{'Steel': 75, 'Iron': 25}",medium,382.2,156.7,Diesel,17.8,diesel
EN0333,DieselMax 8,35.0,3365.33,Reliable diesel engine.,engine,BrandB,17.55,130.9,"(1.01, 1.29, 0.52)","{'Steel': 70, 'Aluminum': 30}",medium,331.6,198.2,Diesel,33.0,hybrid
EN0334,HorsePower 5,13.0,4169.36,Efficient petrol engine.,engine,BrandD,17.53,194.43,"(1.07, 0.82, 0.79)","{'Steel': 75, 'Iron': 25}",high,483.3,452.9,Petrol,35.2,petrol
EN0335,PowerCore 9,21.0,2177.65,Advanced diesel engine.,engine,BrandD,17.49,88.77,"(1.07, 0.75, 1.2)","{'Copper': 50, 'Steel': 50}",medium,423.4,261.8,Diesel,11.7,petrol
EN0336,DieselMax 8,49.0,4693.55,Reliable electric engine.,engine,BrandD,17.37,100.23,"(0.67, 0.87, 0.81)","{'Aluminum': 80, 'Titanium': 20}",low,316.2,283.5,Electric,20.1,electric
EN0337,HorsePower 7,27.0,3856.16,Efficient petrol engine.,engine,BrandC,17.57,161.6,"(0.75, 0.55, 0.97)","{'Copper': 50, 'Steel': 50}",medium,429.9,263.9,Petrol,32.3,diesel
EN0338,DieselMax 2,15.0,4187.3,Efficient diesel engine.,engine,BrandC,17.48,190.39,"(1.23, 0.52, 1.45)","{'Steel': 60, 'Aluminum': 40}",low,348.1,116.1,Diesel,48.4,diesel
EN0339,HorsePower 7,17.0,4963.71,Reliable electric engine.,engine,BrandA,17.37,118.55,"(1.06, 1.41, 0.66)","{'Aluminum': 80, 'Titanium': 20}",high,217.5,464.2,Electric,43.9,electric
EN0340,PowerCore 2,2.0,4943.4,High-performance diesel engine.,engine,BrandE,17.46,128.98,"(0.62, 1.33, 0.5)","{'Steel': 70, 'Aluminum': 30}",low,411.9,230.6,Diesel,45.5,hybrid
EN0341,HorsePower 1,9.0,1706.59,High-performance petrol engine.,engine,BrandB,17.52,172.07,"(1.4, 0.65, 1.29)","{'Steel': 70, 'Aluminum': 30}",low,481.0,138.6,Petrol,27.4,petrol
EN0342,HorsePower 9,12.0,2100.99,High-performance hybrid engine.,engine,BrandD,17.34,180.59,"(1.23, 0.99, 1.18)","{'Steel': 75, 'Iron': 25}",low,541.1,361.9,Hybrid,11.3,electric
EN0343,DieselMax 6,36.0,1737.24,Reliable electric engine.,engine,BrandC,17.36,191.61,"(1.45, 0.8, 0.59)","{'Steel': 60, 'Aluminum': 40}",medium,422.1,118.2,Electric,26.8,electric
EN0344,TorqueX 6,22.0,2075.84,Efficient electric engine.,engine,BrandC,17.31,108.73,"(1.07, 1.32, 1.33)","{'Steel': 70, 'Aluminum': 30}",medium,451.2,474.2,Electric,31.6,electric
EN0345,PowerCore 8,9.0,4037.87,Reliable petrol engine.,engine,BrandA,17.37,81.35,"(0.76, 0.63, 0.56)","{'Copper': 50, 'Steel': 50}",low,405.2,477.8,Petrol,35.2,hybrid
EN0346,PowerCore 7,43.0,1789.86,Reliable electric engine.,engine,BrandE,17.52,179.75,"(0.66, 0.62, 1.35)","{'Copper': 50, 'Steel': 50}",medium,325.4,330.9,Electric,32.4,hybrid
EN0347,PowerCore 8,23.0,1827.97,Reliable petrol engine.,engine,BrandD,17.58,105.59,"(1.29, 0.84, 1.0)","{'Aluminum': 80, 'Titanium': 20}",low,379.7,307.4,Petrol,40.9,diesel
EN0348,PowerCore 8,35.0,2394.41,Advanced petrol engine.,engine,BrandE,17.52,93.14,"(1.04, 1.01, 0.82)","{'Aluminum': 80, 'Titanium': 20}",medium,446.1,336.1,Petrol,31.8,hybrid
EN0349,DieselMax 8,17.0,3192.25,Advanced electric engine.,engine,BrandB,17.55,97.11,"(1.48, 0.77, 1.3)","{'Steel': 75, 'Iron': 25}",high,214.7,434.6,Electric,12.8,hybrid
EN0350,TorqueX 2,16.0,2573.96,Reliable electric engine.,engine,BrandA,17.59,137.31,"(1.36, 1.39, 0.72)","{'Steel': 75, 'Iron': 25}",medium,446.1,471.3,Electric,43.0,petrol
EN0351,DieselMax 5,27.0,1506.88,Reliable diesel engine.,engine,BrandC,17.46,198.56,"(1.27, 1.49, 1.43)","{'Steel': 70, 'Aluminum': 30}",low,417.8,446.1,Diesel,39.3,diesel
EN0352,VoltDrive 3,31.0,3499.09,Efficient diesel engine.,engine,BrandC,17.37,142.85,"(1.34, 1.49, 1.08)","{'Steel': 70, 'Aluminum': 30}",high,303.3,441.0,Diesel,46.9,petrol
EN0353,TorqueX 2,47.0,3196.22,High-performance electric engine.,engine,BrandB,17.56,197.37,"(1.06, 1.01, 1.23)","{'Steel': 75, 'Iron': 25}",high,486.9,119.5,Electric,14.0,hybrid
EN0354,HorsePower 6,31.0,3799.69,High-performance petrol engine.,engine,BrandA,17.41,85.67,"(1.37, 0.63, 1.3)","{'Steel': 70, 'Aluminum': 30}",high,559.7,380.9,Petrol,31.6,electric
EN0355,VoltDrive 7,32.0,4956.41,Reliable petrol engine.,engine,BrandE,17.57,174.08,"(0.89, 0.77, 0.56)","{'Copper': 50, 'Steel': 50}",high,561.9,312.9,Petrol,20.3,petrol
EN0356,PowerCore 2,30.0,2608.04,Advanced electric engine.,engine,BrandE,17.55,138.68,"(1.45, 1.25, 1.21)","{'Aluminum': 80, 'Titanium': 20}",high,227.4,496.1,Electric,20.1,hybrid
EN0357,DieselMax 4,14.0,4063.98,High-performance electric engine.,engine,BrandD,17.54,188.87,"(1.1, 0.77, 1.2)","{'Steel': 70, 'Aluminum': 30}",low,224.6,168.2,Electric,38.7,diesel
EN0358,VoltDrive 3,23.0,2733.58,Reliable diesel engine.,engine,BrandA,17.3,164.39,"(0.74, 0.86, 1.29)","{'Steel': 60, 'Aluminum': 40}",medium,588.6,225.4,Diesel,25.5,petrol
EN0359,PowerCore 9,47.0,3697.13,High-performance petrol engine.,engine,BrandD,17.39,147.52,"(1.24, 0.59, 0.98)","{'Steel': 70, 'Aluminum': 30}",medium,352.6,106.9,Petrol,41.7,electric
EN0360,PowerCore 9,38.0,1555.93,Efficient electric engine.,engine,BrandC,17.3,157.19,"(0.59, 1.44, 0.56)","{'Steel': 75, 'Iron': 25}",high,489.0,406.5,Electric,10.3,petrol
EN0361,TorqueX 4,18.0,2646.15,Reliable diesel engine.,engine,BrandD,17.4,93.61,"(0.51, 0.86, 1.4)","{'Steel': 70, 'Aluminum': 30}",high,313.6,419.3,Diesel,44.8,diesel
EN0362,PowerCore 5,38.0,4547.74,Reliable electric engine.,engine,BrandC,17.54,165.04,"(1.11, 1.11, 1.13)","{'Steel': 75, 'Iron': 25}",high,406.2,116.9,Electric,38.5,diesel
EN0363,TorqueX 1,14.0,4035.53,Reliable diesel engine.,engine,BrandD,17.59,170.41,"(0.93, 0.65, 1.01)","{'Aluminum': 80, 'Titanium': 20}",low,452.0,431.7,Diesel,35.2,hybrid
EN0364,DieselMax 1,29.0,2898.95,Efficient hybrid engine.,engine,BrandA,17.5,110.07,"(0.59, 0.78, 0.68)","{'Aluminum': 80, 'Titanium': 20}",low,207.4,144.7,Hybrid,43.9,petrol
EN0365,DieselMax 7,2.0,4127.68,Reliable diesel engine.,engine,BrandB,17.37,161.64,"(0.56, 0.55, 1.38)","{'Steel': 70, 'Aluminum': 30}",high,250.6,475.9,Diesel,39.6,diesel
EN0366,PowerCore 7,18.0,2830.17,Advanced electric engine.,engine,BrandD,17.44,148.11,"(1.36, 1.41, 0.73)","{'Steel': 60, 'Aluminum': 40}",medium,435.0,319.0,Electric,49.0,petrol
EN0367,VoltDrive 2,13.0,4366.25,Reliable hybrid engine.,engine,BrandA,17.5,119.66,"(1.1, 0.68, 0.6)","{'Steel': 75, 'Iron': 25}",low,394.8,342.1,Hybrid,38.4,diesel
EN0368,HorsePower 3,15.0,1766.24,Efficient electric engine.,engine,BrandC,17.57,195.77,"(1.19, 1.34, 1.21)","{'Aluminum': 80, 'Titanium': 20}",high,587.9,391.1,Electric,10.6,diesel
EN0369,PowerCore 8,11.0,3156.29,High-performance diesel engine.,engine,BrandC,17.35,190.68,"(0.69, 0.9, 1.05)","{'Steel': 60, 'Aluminum': 40}",high,519.8,339.5,Diesel,34.5,electric
EN0370,VoltDrive 9,29.0,3147.78,Efficient electric engine.,engine,BrandB,17.6,182.55,"(0.89, 0.61, 1.33)","{'Steel': 70, 'Aluminum': 30}",high,290.5,392.3,Electric,29.5,diesel
EN0371,VoltDrive 4,29.0,1770.64,Reliable petrol engine.,engine,BrandB,17.6,128.22,"(1.26, 1.39, 1.01)","{'Steel': 75, 'Iron': 25}",medium,260.2,164.2,Petrol,34.3,electric
EN0372,TorqueX 5,36.0,3434.46,Efficient diesel engine.,engine,BrandD,17.51,142.94,"(1.34, 1.35, 1.16)","{'Steel': 60, 'Aluminum': 40}",high,320.8,277.6,Diesel,26.3,electric
EN0373,DieselMax 6,14.0,4009.79,Reliable electric engine.,engine,BrandB,17.47,111.15,"(0.71, 0.89, 0.69)","{'Copper': 50, 'Steel': 50}",high,340.3,385.7,Electric,36.3,electric
EN0374,HorsePower 1,22.0,3625.84,Reliable hybrid engine.,engine,BrandD,17.56,130.84,"(0.89, 0.97, 1.49)","{'Steel': 70, 'Aluminum': 30}",medium,401.2,206.9,Hybrid,19.6,petrol
EN0375,DieselMax 5,37.0,2986.37,High-performance diesel engine.,engine,BrandE,17.33,131.39,"(1.33, 1.33, 1.27)","{'Steel': 60, 'Aluminum': 40}",high,432.3,391.2,Diesel,37.3,hybrid
EN0376,HorsePower 1,19.0,4737.04,Reliable diesel engine.,engine,BrandB,17.49,188.89,"(1.45, 1.33, 1.17)","{'Steel': 75, 'Iron': 25}",low,491.3,274.6,Diesel,22.1,petrol
EN0377,PowerCore 4,29.0,2791.64,Efficient petrol engine.,engine,BrandA,17.59,89.57,"(1.09, 1.02, 0.93)","{'Aluminum': 80, 'Titanium': 20}",low,428.5,407.9,Petrol,19.8,hybrid
EN0378,TorqueX 2,45.0,1678.8,High-performance electric engine.,engine,BrandB,17.32,160.1,"(1.12, 1.08, 1.46)","{'Aluminum': 80, 'Titanium': 20}",high,423.1,244.3,Electric,34.0,diesel
EN0379,DieselMax 2,48.0,4912.04,Reliable hybrid engine.,engine,BrandE,17.56,158.35,"(0.94, 1.18, 0.86)","{'Steel': 70, 'Aluminum': 30}",high,505.5,442.1,Hybrid,42.8,petrol
