id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC9702,Comfy 9,34,125.19,Comfortable seat cover.,seatandcover,BrandA,17.42,3.13,"(1.44, 1.08, 1.24)","{'Leather': 73, 'Foam': 33}",medium,F5F5F5,708090,matte,dust
SC7392,Comfy 9,28,191.02,Luxurious seat cover.,seatandcover,BrandA,17.54,3.38,"(1.15, 1.02, 1.07)","{'Leather': 63, 'Foam': 32}",high,708090,708090,glossy,uv
SC3550,UltraSoft 6,32,190.06,Scratch-resistant seat cover.,seatandcover,BrandA,17.42,3.85,"(1.39, 1.12, 1.19)","{'Leather': 70, 'Foam': 39}",medium,FF5733,8B4513,unfinished,light
SC8592,Comfy 8,15,227.45,Durable seat cover.,seatandcover,BrandB,17.52,2.54,"(1.42, 1.12, 1.26)","{'Leather': 62, 'Foam': 22}",medium,DAA520,8B4513,unfinished,scratch
SC5075,UltraSoft 1,8,180.88,Luxurious seat cover.,seatandcover,BrandB,17.58,3.15,"(1.31, 1.17, 1.33)","{'Leather': 60, 'Foam': 33}",medium,F5DEB3,2980B9,glossy,light
SC8021,Premium 2,15,175.08,Comfortable seat cover.,seatandcover,BrandB,17.54,3.01,"(1.23, 1.07, 1.36)","{'Leather': 75, 'Foam': 22}",medium,708090,FF0000,glossy,dust
SC6656,Comfy 5,41,199.9,Luxurious seat cover.,seatandcover,BrandB,17.52,3.31,"(1.27, 1.22, 1.35)","{'Leather': 69, 'Foam': 33}",low,D4AF37,2F4F4F,matte,dust
SC1402,Luxury 9,9,146.73,Comfortable seat cover.,seatandcover,BrandB,17.52,2.69,"(1.28, 1.3, 1.48)","{'Leather': 62, 'Foam': 24}",undefined,D4AF37,F5F5F5,matte,light
SC8240,Comfy 5,30,246.82,Comfortable seat cover.,seatandcover,BrandB,17.44,3.52,"(1.38, 1.23, 1.15)","{'Leather': 73, 'Foam': 31}",high,DAA520,D4AF37,matte,uv
SC4583,UltraSoft 7,27,193.86,Comfortable seat cover.,seatandcover,BrandB,17.52,3.58,"(1.37, 1.3, 1.11)","{'Leather': 75, 'Foam': 20}",low,F5F5F5,FF0000,matte,uv
SC2408,Luxury 7,30,163.25,Luxurious seat cover.,seatandcover,BrandC,17.54,3.06,"(1.24, 1.1, 1.43)","{'Leather': 60, 'Foam': 22}",high,708090,2980B9,glossy,uv
SC9052,Luxury 3,17,179.08,Durable seat cover.,seatandcover,BrandA,17.56,3.84,"(1.19, 1.16, 1.26)","{'Leather': 66, 'Foam': 33}",low,F5F5F5,708090,matte,dust
SC7747,Luxury 4,32,106.18,Durable seat cover.,seatandcover,BrandC,17.47,3.39,"(1.17, 1.29, 1.3)","{'Leather': 78, 'Foam': 34}",medium,FF0000,2980B9,unfinished,uv
SC5161,Comfy 8,10,182.08,Durable seat cover.,seatandcover,BrandC,17.51,3.67,"(1.47, 1.29, 1.16)","{'Leather': 65, 'Foam': 23}",high,FF0000,708090,unfinished,uv
SC9132,Comfy 1,22,110.84,Durable seat cover.,seatandcover,BrandC,17.5,2.66,"(1.45, 1.12, 1.26)","{'Leather': 61, 'Foam': 36}",medium,D4AF37,2980B9,glossy,uv
SC8027,Comfy 9,49,126.67,Scratch-resistant seat cover.,seatandcover,BrandA,17.5,2.89,"(1.23, 1.38, 1.18)","{'Leather': 66, 'Foam': 24}",high,2F4F4F,2980B9,unfinished,light
SC4965,Luxury 7,39,203.26,Durable seat cover.,seatandcover,BrandA,17.44,3.74,"(1.08, 1.42, 1.09)","{'Leather': 70, 'Foam': 23}",medium,708090,F5DEB3,matte,light
SC6328,UltraSoft 5,23,152.85,Scratch-resistant seat cover.,seatandcover,BrandA,17.48,3.5,"(1.36, 1.33, 1.29)","{'Leather': 72, 'Foam': 37}",high,DAA520,DAA520,glossy,uv
SC9921,Premium 1,6,106.5,Luxurious seat cover.,seatandcover,BrandC,17.58,2.93,"(1.03, 1.27, 1.14)","{'Leather': 67, 'Foam': 28}",medium,8B4513,2F4F4F,matte,scratch
SC5776,Premium 9,35,179.61,Scratch-resistant seat cover.,seatandcover,BrandC,17.42,3.21,"(1.03, 1.0, 1.08)","{'Leather': 74, 'Foam': 40}",medium,2F4F4F,F5F5F5,matte,uv
SC9412,Luxury 3,10,174.15,Luxurious seat cover.,seatandcover,BrandC,17.59,3.48,"(1.44, 1.48, 1.31)","{'Leather': 75, 'Foam': 25}",medium,DAA520,FF0000,glossy,light
SC6216,UltraSoft 4,45,153.49,Durable seat cover.,seatandcover,BrandC,17.4,3.63,"(1.41, 1.18, 1.08)","{'Leather': 62, 'Foam': 23}",low,8B4513,8B4513,glossy,dust
SC1294,Comfy 7,12,229.08,Scratch-resistant seat cover.,seatandcover,BrandA,17.51,3.06,"(1.33, 1.33, 1.22)","{'Leather': 72, 'Foam': 24}",medium,F5F5F5,F5F5F5,glossy,dust
SC9621,UltraSoft 7,46,200.75,Scratch-resistant seat cover.,seatandcover,BrandB,17.55,3.09,"(1.01, 1.37, 1.3)","{'Leather': 73, 'Foam': 26}",undefined,FF5733,F5DEB3,matte,scratch
SC9525,Comfy 2,46,183.68,Durable seat cover.,seatandcover,BrandC,17.55,3.36,"(1.43, 1.47, 1.4)","{'Leather': 66, 'Foam': 24}",undefined,708090,2980B9,glossy,uv
SC6007,Premium 3,34,193.15,Luxurious seat cover.,seatandcover,BrandA,17.51,3.24,"(1.49, 1.21, 1.29)","{'Leather': 80, 'Foam': 39}",low,FF5733,F5F5F5,matte,light
SC1752,UltraSoft 3,1,168.74,Luxurious seat cover.,seatandcover,BrandA,17.47,3.02,"(1.26, 1.09, 1.3)","{'Leather': 77, 'Foam': 23}",undefined,F5F5F5,F5F5F5,unfinished,scratch
SC1599,UltraSoft 2,16,144.14,Scratch-resistant seat cover.,seatandcover,BrandB,17.58,2.79,"(1.27, 1.05, 1.12)","{'Leather': 68, 'Foam': 25}",medium,FF0000,2F4F4F,unfinished,uv
SC3915,UltraSoft 8,2,170.54,Scratch-resistant seat cover.,seatandcover,BrandC,17.4,3.12,"(1.39, 1.38, 1.37)","{'Leather': 60, 'Foam': 28}",low,8B4513,2980B9,unfinished,dust
SC2666,Luxury 5,36,247.41,Durable seat cover.,seatandcover,BrandC,17.54,2.7,"(1.07, 1.15, 1.29)","{'Leather': 72, 'Foam': 32}",high,708090,8B4513,unfinished,dust
SC8695,Comfy 9,28,132.01,Comfortable seat cover.,seatandcover,BrandC,17.47,2.59,"(1.33, 1.26, 1.08)","{'Leather': 80, 'Foam': 30}",high,2F4F4F,DAA520,matte,dust
SC5691,Luxury 2,31,151.7,Luxurious seat cover.,seatandcover,BrandC,17.55,3.02,"(1.49, 1.16, 1.44)","{'Leather': 61, 'Foam': 37}",low,FF0000,DAA520,glossy,dust
SC7530,UltraSoft 6,11,204.43,Luxurious seat cover.,seatandcover,BrandB,17.59,3.29,"(1.39, 1.21, 1.36)","{'Leather': 66, 'Foam': 39}",undefined,8B4513,F5F5F5,glossy,uv
SC5948,Comfy 8,49,120.4,Durable seat cover.,seatandcover,BrandA,17.48,3.65,"(1.49, 1.25, 1.36)","{'Leather': 69, 'Foam': 26}",low,FF5733,FF0000,glossy,light
SC7110,UltraSoft 5,3,235.28,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,3.22,"(1.14, 1.48, 1.21)","{'Leather': 64, 'Foam': 31}",undefined,D4AF37,FF0000,unfinished,dust
SC9929,Premium 7,44,215.26,Scratch-resistant seat cover.,seatandcover,BrandC,17.49,3.81,"(1.4, 1.25, 1.05)","{'Leather': 79, 'Foam': 34}",undefined,F5F5F5,8B4513,unfinished,light
SC9672,UltraSoft 7,16,239.47,Luxurious seat cover.,seatandcover,BrandC,17.58,3.45,"(1.01, 1.28, 1.36)","{'Leather': 70, 'Foam': 21}",low,FF0000,DAA520,glossy,dust
SC3325,Comfy 9,11,136.0,Scratch-resistant seat cover.,seatandcover,BrandA,17.53,3.76,"(1.31, 1.12, 1.42)","{'Leather': 61, 'Foam': 24}",medium,FF0000,8B4513,matte,uv
SC8500,Comfy 9,19,165.67,Durable seat cover.,seatandcover,BrandC,17.4,2.8,"(1.39, 1.37, 1.22)","{'Leather': 69, 'Foam': 33}",undefined,D4AF37,2F4F4F,glossy,dust
SC2085,Comfy 4,31,222.46,Durable seat cover.,seatandcover,BrandB,17.4,2.51,"(1.33, 1.49, 1.14)","{'Leather': 72, 'Foam': 37}",undefined,FF5733,8B4513,unfinished,uv
SC9550,UltraSoft 6,3,119.27,Scratch-resistant seat cover.,seatandcover,BrandB,17.41,3.36,"(1.14, 1.18, 1.01)","{'Leather': 61, 'Foam': 26}",low,F5DEB3,8B4513,matte,scratch
SC7581,Comfy 3,43,220.26,Durable seat cover.,seatandcover,BrandC,17.46,3.76,"(1.49, 1.09, 1.13)","{'Leather': 68, 'Foam': 37}",low,FF0000,F5DEB3,unfinished,uv
SC8288,UltraSoft 3,11,116.34,Comfortable seat cover.,seatandcover,BrandA,17.48,3.18,"(1.05, 1.22, 1.18)","{'Leather': 64, 'Foam': 34}",medium,F5F5F5,2980B9,unfinished,dust
SC2666,UltraSoft 4,22,168.73,Scratch-resistant seat cover.,seatandcover,BrandA,17.53,2.65,"(1.42, 1.49, 1.28)","{'Leather': 62, 'Foam': 32}",undefined,D4AF37,DAA520,matte,scratch
SC5281,Premium 7,33,183.07,Durable seat cover.,seatandcover,BrandB,17.52,3.33,"(1.03, 1.29, 1.23)","{'Leather': 76, 'Foam': 23}",medium,2980B9,708090,unfinished,dust
SC3218,Comfy 1,31,145.51,Luxurious seat cover.,seatandcover,BrandB,17.53,3.36,"(1.03, 1.01, 1.2)","{'Leather': 78, 'Foam': 22}",high,F5F5F5,8B4513,unfinished,uv
SC8842,UltraSoft 7,48,236.23,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.82,"(1.06, 1.43, 1.18)","{'Leather': 69, 'Foam': 26}",medium,F5DEB3,2F4F4F,matte,uv
SC7551,Premium 3,10,127.19,Comfortable seat cover.,seatandcover,BrandC,17.5,3.82,"(1.29, 1.41, 1.3)","{'Leather': 65, 'Foam': 20}",undefined,FF5733,708090,matte,dust
SC1828,Comfy 3,20,165.42,Comfortable seat cover.,seatandcover,BrandA,17.53,3.45,"(1.02, 1.33, 1.17)","{'Leather': 72, 'Foam': 22}",high,F5F5F5,2F4F4F,unfinished,uv
SC9573,UltraSoft 8,45,229.56,Comfortable seat cover.,seatandcover,BrandC,17.58,3.47,"(1.03, 1.06, 1.17)","{'Leather': 64, 'Foam': 20}",undefined,708090,8B4513,unfinished,dust
SC7234,Luxury 5,21,248.51,Scratch-resistant seat cover.,seatandcover,BrandB,17.49,3.93,"(1.42, 1.08, 1.06)","{'Leather': 62, 'Foam': 40}",undefined,708090,F5F5F5,matte,scratch
SC7257,UltraSoft 8,7,125.64,Durable seat cover.,seatandcover,BrandA,17.49,3.63,"(1.29, 1.14, 1.29)","{'Leather': 63, 'Foam': 40}",undefined,F5F5F5,FF0000,matte,uv
SC8355,Premium 2,28,162.79,Comfortable seat cover.,seatandcover,BrandA,17.51,3.55,"(1.38, 1.4, 1.1)","{'Leather': 63, 'Foam': 21}",low,D4AF37,708090,glossy,light
SC7297,Premium 5,1,216.84,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.9,"(1.16, 1.24, 1.4)","{'Leather': 64, 'Foam': 34}",high,708090,DAA520,matte,uv
SC8435,Premium 7,13,228.2,Scratch-resistant seat cover.,seatandcover,BrandB,17.6,2.55,"(1.48, 1.49, 1.24)","{'Leather': 61, 'Foam': 22}",high,F5F5F5,DAA520,matte,uv
SC6714,Comfy 5,11,178.59,Scratch-resistant seat cover.,seatandcover,BrandA,17.51,3.08,"(1.34, 1.32, 1.01)","{'Leather': 71, 'Foam': 39}",low,DAA520,8B4513,matte,light
SC9949,Premium 1,27,139.37,Comfortable seat cover.,seatandcover,BrandC,17.51,3.55,"(1.06, 1.36, 1.41)","{'Leather': 67, 'Foam': 21}",medium,FF0000,708090,glossy,light
SC1380,UltraSoft 2,49,169.92,Luxurious seat cover.,seatandcover,BrandC,17.51,3.41,"(1.18, 1.34, 1.31)","{'Leather': 67, 'Foam': 20}",low,FF0000,DAA520,unfinished,dust
SC5267,UltraSoft 5,2,246.93,Luxurious seat cover.,seatandcover,BrandA,17.4,3.1,"(1.2, 1.32, 1.47)","{'Leather': 69, 'Foam': 20}",medium,FF5733,D4AF37,matte,dust
SC5817,Comfy 8,49,156.75,Durable seat cover.,seatandcover,BrandB,17.59,3.65,"(1.05, 1.37, 1.35)","{'Leather': 78, 'Foam': 29}",medium,FF0000,F5F5F5,glossy,uv
SC7300,Premium 3,7,102.84,Luxurious seat cover.,seatandcover,BrandB,17.56,3.58,"(1.07, 1.45, 1.45)","{'Leather': 65, 'Foam': 20}",medium,8B4513,F5DEB3,glossy,light
SC8913,UltraSoft 1,1,170.49,Comfortable seat cover.,seatandcover,BrandB,17.53,3.07,"(1.43, 1.17, 1.47)","{'Leather': 77, 'Foam': 24}",medium,2F4F4F,D4AF37,unfinished,light
SC9553,Premium 7,8,239.53,Durable seat cover.,seatandcover,BrandC,17.57,2.79,"(1.21, 1.37, 1.05)","{'Leather': 65, 'Foam': 33}",medium,2980B9,DAA520,matte,uv
SC7621,Premium 8,8,105.8,Luxurious seat cover.,seatandcover,BrandB,17.6,2.8,"(1.1, 1.26, 1.19)","{'Leather': 64, 'Foam': 20}",undefined,D4AF37,708090,unfinished,uv
SC6029,Comfy 2,11,192.19,Scratch-resistant seat cover.,seatandcover,BrandA,17.42,3.59,"(1.28, 1.11, 1.46)","{'Leather': 62, 'Foam': 23}",high,D4AF37,2980B9,glossy,light
SC6877,Premium 4,29,146.22,Durable seat cover.,seatandcover,BrandA,17.53,2.52,"(1.19, 1.06, 1.22)","{'Leather': 66, 'Foam': 25}",high,708090,2980B9,unfinished,scratch
SC2138,Premium 7,13,115.72,Durable seat cover.,seatandcover,BrandA,17.59,3.5,"(1.1, 1.01, 1.09)","{'Leather': 78, 'Foam': 24}",medium,8B4513,2F4F4F,matte,dust
SC1413,Premium 7,7,167.71,Comfortable seat cover.,seatandcover,BrandB,17.57,2.83,"(1.03, 1.34, 1.04)","{'Leather': 64, 'Foam': 28}",high,F5F5F5,2F4F4F,glossy,uv
SC7859,Premium 7,18,238.19,Luxurious seat cover.,seatandcover,BrandB,17.55,3.97,"(1.29, 1.06, 1.2)","{'Leather': 60, 'Foam': 33}",medium,FF0000,DAA520,matte,light
SC3493,Premium 5,14,127.45,Scratch-resistant seat cover.,seatandcover,BrandC,17.59,3.63,"(1.14, 1.08, 1.23)","{'Leather': 66, 'Foam': 30}",undefined,FF5733,708090,glossy,light
SC6866,Luxury 9,11,248.73,Durable seat cover.,seatandcover,BrandA,17.43,2.76,"(1.07, 1.09, 1.38)","{'Leather': 71, 'Foam': 39}",medium,F5F5F5,DAA520,glossy,scratch
SC5298,Premium 7,48,143.63,Scratch-resistant seat cover.,seatandcover,BrandC,17.45,2.71,"(1.1, 1.11, 1.44)","{'Leather': 61, 'Foam': 30}",low,2980B9,D4AF37,matte,light
SC9387,Premium 6,28,222.03,Comfortable seat cover.,seatandcover,BrandB,17.41,3.75,"(1.44, 1.22, 1.31)","{'Leather': 69, 'Foam': 39}",medium,F5DEB3,708090,unfinished,light
SC2116,UltraSoft 7,37,233.62,Durable seat cover.,seatandcover,BrandB,17.41,3.14,"(1.25, 1.18, 1.24)","{'Leather': 75, 'Foam': 39}",high,DAA520,D4AF37,matte,dust
SC8433,Premium 6,27,225.29,Scratch-resistant seat cover.,seatandcover,BrandB,17.48,2.9,"(1.26, 1.24, 1.27)","{'Leather': 74, 'Foam': 25}",medium,F5F5F5,F5DEB3,matte,uv
SC6147,Comfy 1,1,200.85,Luxurious seat cover.,seatandcover,BrandA,17.55,3.14,"(1.42, 1.22, 1.36)","{'Leather': 74, 'Foam': 28}",high,FF5733,FF0000,matte,uv
SC3578,Premium 5,43,177.86,Comfortable seat cover.,seatandcover,BrandC,17.54,3.9,"(1.02, 1.39, 1.25)","{'Leather': 67, 'Foam': 23}",medium,F5F5F5,2980B9,glossy,uv
SC8971,UltraSoft 8,50,158.26,Comfortable seat cover.,seatandcover,BrandA,17.52,3.16,"(1.4, 1.43, 1.3)","{'Leather': 64, 'Foam': 20}",medium,D4AF37,D4AF37,matte,dust
SC7182,Comfy 2,13,158.09,Durable seat cover.,seatandcover,BrandB,17.55,3.53,"(1.42, 1.16, 1.23)","{'Leather': 64, 'Foam': 37}",low,8B4513,2F4F4F,matte,light
SC1957,Premium 5,34,159.8,Scratch-resistant seat cover.,seatandcover,BrandC,17.6,3.47,"(1.48, 1.12, 1.28)","{'Leather': 77, 'Foam': 21}",high,8B4513,DAA520,matte,uv
SC5730,Comfy 8,5,110.01,Comfortable seat cover.,seatandcover,BrandC,17.55,3.72,"(1.46, 1.21, 1.37)","{'Leather': 69, 'Foam': 36}",medium,8B4513,D4AF37,matte,dust
SC8486,Comfy 5,26,237.73,Durable seat cover.,seatandcover,BrandC,17.47,3.42,"(1.28, 1.17, 1.08)","{'Leather': 60, 'Foam': 33}",medium,D4AF37,F5DEB3,unfinished,dust
SC5809,Luxury 6,3,215.98,Durable seat cover.,seatandcover,BrandA,17.51,2.98,"(1.35, 1.21, 1.08)","{'Leather': 63, 'Foam': 22}",high,2980B9,DAA520,matte,light
SC8736,Premium 2,11,106.65,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,3.33,"(1.41, 1.47, 1.17)","{'Leather': 65, 'Foam': 31}",medium,F5DEB3,D4AF37,matte,light
SC3170,Luxury 3,43,176.64,Luxurious seat cover.,seatandcover,BrandA,17.58,3.75,"(1.05, 1.25, 1.08)","{'Leather': 64, 'Foam': 34}",medium,2980B9,DAA520,matte,dust
SC9553,UltraSoft 4,22,202.69,Luxurious seat cover.,seatandcover,BrandA,17.52,3.01,"(1.4, 1.14, 1.12)","{'Leather': 74, 'Foam': 35}",medium,2F4F4F,708090,glossy,scratch
SC2043,Premium 5,10,166.02,Luxurious seat cover.,seatandcover,BrandC,17.5,3.97,"(1.12, 1.07, 1.44)","{'Leather': 64, 'Foam': 30}",high,F5F5F5,FF5733,glossy,scratch
SC9778,Premium 5,28,243.11,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,3.82,"(1.27, 1.07, 1.45)","{'Leather': 64, 'Foam': 33}",high,F5F5F5,708090,glossy,scratch
SC9634,Comfy 7,41,233.85,Luxurious seat cover.,seatandcover,BrandB,17.6,3.98,"(1.4, 1.19, 1.23)","{'Leather': 61, 'Foam': 37}",medium,708090,F5DEB3,unfinished,dust
SC1201,Premium 3,16,167.33,Comfortable seat cover.,seatandcover,BrandA,17.55,3.25,"(1.22, 1.21, 1.15)","{'Leather': 63, 'Foam': 26}",low,8B4513,FF0000,glossy,light
SC8011,Comfy 1,40,199.57,Comfortable seat cover.,seatandcover,BrandA,17.53,2.54,"(1.17, 1.42, 1.16)","{'Leather': 78, 'Foam': 22}",undefined,708090,F5DEB3,glossy,uv
SC3565,Premium 1,25,141.8,Luxurious seat cover.,seatandcover,BrandB,17.49,3.09,"(1.31, 1.03, 1.44)","{'Leather': 80, 'Foam': 31}",medium,F5DEB3,708090,glossy,light
SC2021,UltraSoft 4,23,207.66,Luxurious seat cover.,seatandcover,BrandA,17.52,3.21,"(1.14, 1.14, 1.07)","{'Leather': 60, 'Foam': 26}",undefined,2980B9,FF5733,matte,light
SC7818,Luxury 4,28,242.05,Luxurious seat cover.,seatandcover,BrandB,17.41,3.09,"(1.47, 1.01, 1.09)","{'Leather': 66, 'Foam': 29}",medium,F5DEB3,8B4513,glossy,uv
SC6216,Comfy 2,33,100.5,Luxurious seat cover.,seatandcover,BrandC,17.41,2.91,"(1.24, 1.16, 1.05)","{'Leather': 79, 'Foam': 29}",medium,DAA520,D4AF37,glossy,light
SC2173,UltraSoft 5,6,241.05,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,3.17,"(1.32, 1.06, 1.16)","{'Leather': 77, 'Foam': 33}",high,FF5733,DAA520,unfinished,dust
SC9826,Comfy 6,44,179.45,Durable seat cover.,seatandcover,BrandB,17.55,3.34,"(1.22, 1.48, 1.11)","{'Leather': 71, 'Foam': 21}",undefined,F5DEB3,DAA520,glossy,uv
SC2034,UltraSoft 3,6,160.11,Durable seat cover.,seatandcover,BrandB,17.48,3.5,"(1.46, 1.08, 1.39)","{'Leather': 62, 'Foam': 30}",high,D4AF37,DAA520,unfinished,scratch
SC5512,Premium 8,50,211.72,Comfortable seat cover.,seatandcover,BrandB,17.5,3.33,"(1.21, 1.07, 1.49)","{'Leather': 60, 'Foam': 35}",medium,8B4513,708090,glossy,light
SC4751,Premium 6,23,219.51,Durable seat cover.,seatandcover,BrandB,17.45,2.74,"(1.06, 1.29, 1.0)","{'Leather': 68, 'Foam': 40}",high,FF0000,D4AF37,matte,dust
SC1571,Luxury 5,2,150.34,Comfortable seat cover.,seatandcover,BrandC,17.52,3.29,"(1.11, 1.43, 1.22)","{'Leather': 78, 'Foam': 22}",low,2F4F4F,8B4513,matte,uv
SC6657,Premium 6,42,109.95,Luxurious seat cover.,seatandcover,BrandB,17.58,2.83,"(1.3, 1.4, 1.27)","{'Leather': 68, 'Foam': 24}",high,FF0000,8B4513,matte,uv
SC1159,Luxury 1,23,102.91,Durable seat cover.,seatandcover,BrandA,17.52,3.02,"(1.01, 1.41, 1.1)","{'Leather': 79, 'Foam': 35}",medium,F5DEB3,F5DEB3,unfinished,light
SC7899,Comfy 8,27,107.99,Luxurious seat cover.,seatandcover,BrandA,17.49,2.68,"(1.08, 1.37, 1.05)","{'Leather': 78, 'Foam': 40}",medium,2F4F4F,F5F5F5,matte,uv
SC7895,UltraSoft 3,1,140.55,Durable seat cover.,seatandcover,BrandA,17.53,2.84,"(1.31, 1.04, 1.46)","{'Leather': 60, 'Foam': 39}",medium,F5F5F5,2980B9,matte,dust
SC7355,Comfy 1,12,156.99,Durable seat cover.,seatandcover,BrandC,17.45,3.87,"(1.33, 1.18, 1.08)","{'Leather': 77, 'Foam': 27}",high,F5F5F5,8B4513,glossy,light
SC5117,Comfy 4,37,146.03,Durable seat cover.,seatandcover,BrandB,17.52,3.22,"(1.1, 1.46, 1.09)","{'Leather': 70, 'Foam': 22}",low,2F4F4F,FF5733,unfinished,scratch
SC4818,UltraSoft 1,36,127.11,Durable seat cover.,seatandcover,BrandA,17.52,2.51,"(1.15, 1.43, 1.22)","{'Leather': 69, 'Foam': 36}",undefined,FF0000,708090,unfinished,light
SC5336,UltraSoft 5,33,246.25,Scratch-resistant seat cover.,seatandcover,BrandA,17.55,2.84,"(1.24, 1.34, 1.21)","{'Leather': 63, 'Foam': 24}",undefined,F5F5F5,F5F5F5,glossy,light
SC7161,Comfy 3,1,186.27,Durable seat cover.,seatandcover,BrandB,17.58,3.61,"(1.43, 1.42, 1.07)","{'Leather': 73, 'Foam': 40}",medium,DAA520,F5F5F5,glossy,scratch
SC1374,UltraSoft 8,35,142.48,Comfortable seat cover.,seatandcover,BrandC,17.55,2.91,"(1.04, 1.05, 1.17)","{'Leather': 68, 'Foam': 40}",medium,F5F5F5,8B4513,matte,light
SC1653,Premium 2,5,247.21,Comfortable seat cover.,seatandcover,BrandA,17.58,3.48,"(1.32, 1.03, 1.24)","{'Leather': 71, 'Foam': 25}",medium,F5F5F5,8B4513,glossy,scratch
SC9828,Premium 6,49,193.23,Comfortable seat cover.,seatandcover,BrandC,17.56,3.19,"(1.5, 1.36, 1.13)","{'Leather': 74, 'Foam': 27}",high,8B4513,2980B9,glossy,light
SC4732,Comfy 1,17,159.35,Comfortable seat cover.,seatandcover,BrandC,17.46,3.34,"(1.08, 1.3, 1.04)","{'Leather': 66, 'Foam': 39}",high,F5F5F5,708090,unfinished,light
SC3530,UltraSoft 2,50,249.29,Comfortable seat cover.,seatandcover,BrandC,17.46,3.63,"(1.46, 1.03, 1.01)","{'Leather': 77, 'Foam': 29}",medium,DAA520,D4AF37,glossy,scratch
SC2574,Premium 3,42,166.26,Luxurious seat cover.,seatandcover,BrandA,17.42,3.87,"(1.48, 1.23, 1.35)","{'Leather': 73, 'Foam': 34}",medium,2F4F4F,DAA520,glossy,scratch
SC1371,Premium 3,2,228.64,Comfortable seat cover.,seatandcover,BrandA,17.53,3.58,"(1.31, 1.05, 1.05)","{'Leather': 65, 'Foam': 24}",high,2980B9,DAA520,glossy,dust
SC4817,Comfy 7,33,135.26,Luxurious seat cover.,seatandcover,BrandA,17.53,3.55,"(1.19, 1.25, 1.17)","{'Leather': 68, 'Foam': 21}",undefined,FF0000,2F4F4F,unfinished,light
SC9821,UltraSoft 2,35,246.88,Durable seat cover.,seatandcover,BrandB,17.49,3.56,"(1.07, 1.1, 1.1)","{'Leather': 71, 'Foam': 22}",medium,D4AF37,DAA520,matte,scratch
SC9161,Luxury 9,37,124.47,Durable seat cover.,seatandcover,BrandA,17.56,2.94,"(1.23, 1.17, 1.37)","{'Leather': 68, 'Foam': 26}",low,FF0000,FF0000,matte,dust
SC1609,UltraSoft 1,15,162.58,Luxurious seat cover.,seatandcover,BrandC,17.56,3.96,"(1.44, 1.19, 1.14)","{'Leather': 76, 'Foam': 38}",undefined,F5DEB3,DAA520,unfinished,uv
SC4883,UltraSoft 3,34,173.6,Durable seat cover.,seatandcover,BrandB,17.43,3.65,"(1.4, 1.04, 1.36)","{'Leather': 72, 'Foam': 21}",undefined,DAA520,FF0000,glossy,uv
SC4858,Premium 1,42,207.22,Luxurious seat cover.,seatandcover,BrandC,17.44,3.86,"(1.5, 1.28, 1.13)","{'Leather': 74, 'Foam': 21}",high,D4AF37,8B4513,glossy,uv
SC4224,Comfy 4,35,114.43,Scratch-resistant seat cover.,seatandcover,BrandC,17.55,3.61,"(1.28, 1.28, 1.1)","{'Leather': 75, 'Foam': 39}",low,2F4F4F,FF0000,unfinished,scratch
SC6472,Premium 4,45,231.96,Durable seat cover.,seatandcover,BrandB,17.48,3.91,"(1.42, 1.34, 1.31)","{'Leather': 60, 'Foam': 27}",high,F5F5F5,2980B9,glossy,scratch
SC5215,Luxury 6,28,209.62,Comfortable seat cover.,seatandcover,BrandC,17.48,3.72,"(1.2, 1.12, 1.4)","{'Leather': 69, 'Foam': 30}",undefined,8B4513,FF0000,matte,light
SC7013,Luxury 3,48,182.18,Durable seat cover.,seatandcover,BrandC,17.46,2.86,"(1.41, 1.33, 1.49)","{'Leather': 60, 'Foam': 35}",low,8B4513,F5F5F5,glossy,light
SC6493,UltraSoft 2,28,237.9,Scratch-resistant seat cover.,seatandcover,BrandA,17.59,3.61,"(1.29, 1.33, 1.15)","{'Leather': 68, 'Foam': 20}",low,D4AF37,708090,glossy,light
SC6209,Luxury 1,43,208.79,Durable seat cover.,seatandcover,BrandC,17.44,3.05,"(1.07, 1.09, 1.03)","{'Leather': 78, 'Foam': 37}",low,D4AF37,2980B9,matte,light
SC6727,Comfy 9,27,101.83,Scratch-resistant seat cover.,seatandcover,BrandB,17.51,3.22,"(1.38, 1.48, 1.22)","{'Leather': 61, 'Foam': 36}",medium,DAA520,8B4513,matte,scratch
SC8520,Comfy 6,3,155.58,Durable seat cover.,seatandcover,BrandC,17.57,3.48,"(1.37, 1.09, 1.49)","{'Leather': 63, 'Foam': 29}",low,2F4F4F,F5F5F5,unfinished,light
SC5018,Comfy 2,16,142.67,Scratch-resistant seat cover.,seatandcover,BrandB,17.5,3.29,"(1.22, 1.14, 1.49)","{'Leather': 63, 'Foam': 26}",low,FF5733,FF0000,matte,light
SC7356,Premium 7,37,202.14,Durable seat cover.,seatandcover,BrandC,17.5,3.14,"(1.31, 1.17, 1.33)","{'Leather': 60, 'Foam': 28}",undefined,708090,FF5733,matte,uv
