id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,battery_type
BA1550,AmpPro 6,33,202.15,High-capacity battery.,battery,BrandD,17.96,3.14,"(0.46, 0.45, 0.35)","{'Lead': 61, 'Acid': 32}",undefined,17.8,149.8,2666.44,4994,-7,lead acid
BA9998,VoltPlus 2,46,191.02,High-capacity battery.,battery,BrandC,17.79,3.44,"(0.39, 0.31, 0.45)","{'Lead': 62, 'Acid': 46}",medium,16.9,101.3,1711.97,3860,24,lithium-ion
BA1226,EnergyCore 7,3,188.59,Long-lasting battery.,battery,BrandC,17.58,5.04,"(0.5, 0.4, 0.48)","{'Lead': 70, 'Acid': 48}",undefined,22.5,196.4,4419.0,3282,8,alkaline
BA7990,AmpPro 5,37,230.6,Reliable battery.,battery,BrandD,17.53,5.48,"(0.4, 0.35, 0.45)","{'Lead': 51, 'Acid': 31}",high,18.4,175.1,3221.84,3168,27,nickel-cadmium
BA3805,AmpPro 7,34,133.06,Reliable battery.,battery,BrandD,17.23,4.07,"(0.48, 0.41, 0.4)","{'Lead': 69, 'Acid': 32}",medium,13.9,114.7,1594.33,3439,8,alkaline
BA8105,AmpPro 7,11,216.27,Long-lasting battery.,battery,BrandA,17.11,3.41,"(0.49, 0.44, 0.35)","{'Lead': 68, 'Acid': 44}",medium,15.2,147.6,2243.52,3620,41,lead acid
BA7234,VoltPlus 5,23,220.43,High-capacity battery.,battery,BrandC,17.91,5.54,"(0.49, 0.35, 0.31)","{'Lead': 52, 'Acid': 36}",low,13.5,126.5,1707.75,3251,36,lead acid
BA5420,AmpPro 5,6,181.58,Long-lasting battery.,battery,BrandA,17.23,3.11,"(0.49, 0.35, 0.48)","{'Lead': 59, 'Acid': 49}",undefined,17.4,136.3,2371.62,4618,16,nickel-cadmium
BA4528,PowerMax 2,41,211.22,Long-lasting battery.,battery,BrandB,17.91,4.62,"(0.45, 0.35, 0.42)","{'Lead': 58, 'Acid': 32}",high,12.3,144.7,1779.81,3750,-3,nickel-cadmium
BA4305,VoltPlus 6,30,165.9,High-capacity battery.,battery,BrandC,17.05,5.24,"(0.32, 0.42, 0.31)","{'Lead': 69, 'Acid': 39}",low,19.6,171.3,3357.48,3519,40,nickel-cadmium
BA9542,EnergyCore 9,13,233.23,Durable battery.,battery,BrandA,17.05,3.76,"(0.44, 0.36, 0.43)","{'Lead': 58, 'Acid': 31}",medium,23.7,197.0,4668.9,3914,12,lead acid
BA2286,PowerMax 1,4,203.44,High-capacity battery.,battery,BrandC,17.69,3.96,"(0.47, 0.45, 0.35)","{'Lead': 64, 'Acid': 47}",undefined,14.9,128.7,1917.63,3640,2,lithium-ion
BA7124,PowerMax 2,9,226.55,Durable battery.,battery,BrandC,17.93,4.74,"(0.37, 0.49, 0.44)","{'Lead': 61, 'Acid': 35}",undefined,20.8,151.5,3151.2,4699,5,alkaline
BA6515,VoltPlus 4,19,165.8,Reliable battery.,battery,BrandB,17.74,5.39,"(0.33, 0.38, 0.32)","{'Lead': 52, 'Acid': 34}",low,15.8,165.1,2608.58,3100,-8,lead acid
BA4911,EnergyCore 2,46,130.48,Long-lasting battery.,battery,BrandD,17.21,3.67,"(0.33, 0.37, 0.33)","{'Lead': 52, 'Acid': 50}",medium,13.5,185.3,2501.55,4522,-9,lead acid
BA3524,AmpPro 4,28,119.2,Long-lasting battery.,battery,BrandD,17.22,5.57,"(0.4, 0.49, 0.43)","{'Lead': 70, 'Acid': 41}",high,16.8,169.0,2839.2,4877,-6,lead acid
BA6258,AmpPro 1,10,174.64,Durable battery.,battery,BrandD,17.17,3.01,"(0.43, 0.34, 0.37)","{'Lead': 55, 'Acid': 48}",high,12.6,189.7,2390.22,4428,50,alkaline
BA9675,PowerMax 8,21,110.07,Durable battery.,battery,BrandD,17.02,5.06,"(0.36, 0.44, 0.49)","{'Lead': 67, 'Acid': 50}",medium,16.1,125.1,2014.11,3476,48,nickel-cadmium
BA9236,EnergyCore 4,11,133.79,Long-lasting battery.,battery,BrandD,17.03,4.49,"(0.35, 0.38, 0.34)","{'Lead': 55, 'Acid': 43}",high,20.6,131.9,2717.14,4016,28,nickel-cadmium
BA5008,PowerMax 2,42,185.27,High-capacity battery.,battery,BrandC,17.04,3.77,"(0.31, 0.43, 0.43)","{'Lead': 57, 'Acid': 35}",low,18.8,176.4,3316.32,4544,-3,lithium-ion
BA7637,VoltPlus 5,39,232.92,Durable battery.,battery,BrandA,17.08,3.28,"(0.37, 0.37, 0.38)","{'Lead': 63, 'Acid': 47}",high,17.3,147.9,2558.67,3806,48,lead acid
BA6190,PowerMax 7,44,142.1,High-capacity battery.,battery,BrandB,17.17,4.9,"(0.37, 0.34, 0.31)","{'Lead': 66, 'Acid': 36}",low,14.8,104.2,1542.16,4972,10,alkaline
BA5093,PowerMax 7,18,146.84,High-capacity battery.,battery,BrandD,17.5,3.13,"(0.43, 0.31, 0.33)","{'Lead': 56, 'Acid': 40}",low,13.7,137.9,1889.23,4986,29,alkaline
BA2129,VoltPlus 9,20,198.97,High-capacity battery.,battery,BrandB,17.62,5.09,"(0.33, 0.5, 0.38)","{'Lead': 68, 'Acid': 30}",medium,13.3,129.4,1721.02,3341,22,lead acid
BA5599,VoltPlus 7,10,173.05,High-capacity battery.,battery,BrandA,17.02,3.06,"(0.47, 0.5, 0.46)","{'Lead': 62, 'Acid': 37}",low,18.8,138.1,2596.28,3449,-7,nickel-cadmium
BA6069,PowerMax 2,32,122.49,Durable battery.,battery,BrandD,17.58,4.74,"(0.36, 0.44, 0.41)","{'Lead': 62, 'Acid': 38}",low,14.4,182.0,2620.8,4596,6,lead acid
BA7210,PowerMax 8,10,107.61,Reliable battery.,battery,BrandD,17.9,3.03,"(0.33, 0.42, 0.31)","{'Lead': 70, 'Acid': 42}",low,16.6,137.1,2275.86,3674,9,nickel-cadmium
BA1360,AmpPro 6,14,132.99,High-capacity battery.,battery,BrandA,17.62,3.73,"(0.34, 0.49, 0.43)","{'Lead': 57, 'Acid': 44}",low,14.5,132.3,1918.35,4675,35,lithium-ion
BA5004,VoltPlus 1,47,111.28,High-capacity battery.,battery,BrandD,17.35,3.64,"(0.49, 0.49, 0.49)","{'Lead': 60, 'Acid': 33}",medium,23.0,123.3,2835.9,4004,30,alkaline
BA4557,AmpPro 8,21,165.41,High-capacity battery.,battery,BrandB,17.09,5.23,"(0.38, 0.33, 0.31)","{'Lead': 51, 'Acid': 38}",high,20.0,126.0,2520.0,4773,42,lead acid
BA7641,VoltPlus 3,7,137.24,High-capacity battery.,battery,BrandC,17.91,4.95,"(0.37, 0.31, 0.44)","{'Lead': 69, 'Acid': 39}",low,15.6,158.7,2475.72,3542,33,lead acid
BA2939,EnergyCore 7,5,181.84,Long-lasting battery.,battery,BrandB,17.04,3.06,"(0.32, 0.4, 0.42)","{'Lead': 61, 'Acid': 33}",high,14.0,120.6,1688.4,4946,3,lead acid
BA9878,AmpPro 2,10,213.03,Long-lasting battery.,battery,BrandC,17.35,5.97,"(0.31, 0.3, 0.47)","{'Lead': 59, 'Acid': 50}",medium,21.5,112.2,2412.3,4701,27,lead acid
BA8250,VoltPlus 3,29,102.93,High-capacity battery.,battery,BrandC,17.57,5.58,"(0.32, 0.45, 0.44)","{'Lead': 63, 'Acid': 34}",low,24.0,102.3,2455.2,3162,30,lithium-ion
BA1436,PowerMax 3,31,231.74,Long-lasting battery.,battery,BrandA,17.3,5.99,"(0.36, 0.44, 0.38)","{'Lead': 51, 'Acid': 47}",low,17.3,139.3,2409.89,3077,13,lithium-ion
BA1489,EnergyCore 6,30,160.6,High-capacity battery.,battery,BrandA,17.06,5.1,"(0.48, 0.38, 0.47)","{'Lead': 69, 'Acid': 34}",low,19.9,162.4,3231.76,4756,33,alkaline
BA6586,EnergyCore 9,15,136.48,Reliable battery.,battery,BrandA,17.94,3.9,"(0.39, 0.36, 0.36)","{'Lead': 59, 'Acid': 49}",low,23.6,112.9,2664.44,3314,7,alkaline
BA2342,PowerMax 6,23,168.52,Long-lasting battery.,battery,BrandC,17.06,4.66,"(0.39, 0.39, 0.39)","{'Lead': 53, 'Acid': 36}",medium,18.2,178.4,3246.88,3782,29,nickel-cadmium
BA7395,EnergyCore 1,46,107.05,Long-lasting battery.,battery,BrandD,17.8,3.7,"(0.46, 0.4, 0.4)","{'Lead': 70, 'Acid': 42}",medium,12.1,137.3,1661.33,4890,23,alkaline
BA6850,AmpPro 5,30,188.42,Reliable battery.,battery,BrandB,17.62,5.33,"(0.36, 0.33, 0.42)","{'Lead': 64, 'Acid': 48}",medium,18.7,171.0,3197.7,3368,16,lead acid
BA9514,AmpPro 9,3,101.0,Reliable battery.,battery,BrandB,17.39,3.96,"(0.34, 0.44, 0.43)","{'Lead': 67, 'Acid': 30}",medium,20.8,177.7,3696.16,4669,28,alkaline
BA6770,PowerMax 3,9,169.79,Reliable battery.,battery,BrandC,17.66,4.32,"(0.33, 0.48, 0.42)","{'Lead': 61, 'Acid': 33}",medium,13.5,180.3,2434.05,4141,40,nickel-cadmium
BA5697,AmpPro 9,35,155.66,Durable battery.,battery,BrandC,17.47,5.15,"(0.34, 0.39, 0.44)","{'Lead': 70, 'Acid': 35}",medium,14.0,109.9,1538.6,4122,38,alkaline
BA9529,VoltPlus 7,20,167.26,Long-lasting battery.,battery,BrandD,17.26,3.17,"(0.46, 0.38, 0.39)","{'Lead': 65, 'Acid': 34}",low,12.0,100.7,1208.4,4168,7,nickel-cadmium
BA1016,EnergyCore 2,1,137.98,Long-lasting battery.,battery,BrandB,17.1,5.84,"(0.47, 0.36, 0.4)","{'Lead': 56, 'Acid': 40}",low,16.2,155.6,2520.72,4403,11,nickel-cadmium
BA2538,AmpPro 9,37,239.86,Durable battery.,battery,BrandD,17.13,3.61,"(0.46, 0.44, 0.46)","{'Lead': 69, 'Acid': 33}",medium,19.9,187.0,3721.3,4070,1,alkaline
BA1885,EnergyCore 7,34,119.0,High-capacity battery.,battery,BrandA,17.14,4.21,"(0.48, 0.35, 0.31)","{'Lead': 50, 'Acid': 31}",medium,20.5,163.3,3347.65,4699,28,nickel-cadmium
BA7918,AmpPro 1,47,230.09,High-capacity battery.,battery,BrandB,17.41,4.23,"(0.49, 0.35, 0.37)","{'Lead': 63, 'Acid': 46}",low,12.5,103.3,1291.25,4209,40,lithium-ion
BA4218,VoltPlus 5,34,123.15,High-capacity battery.,battery,BrandC,17.12,4.93,"(0.46, 0.36, 0.32)","{'Lead': 56, 'Acid': 39}",low,20.7,174.4,3610.08,3359,27,nickel-cadmium
BA8570,PowerMax 8,10,157.43,High-capacity battery.,battery,BrandA,17.99,4.27,"(0.49, 0.33, 0.46)","{'Lead': 59, 'Acid': 33}",high,16.5,106.3,1753.95,3653,8,lead acid
BA5680,VoltPlus 5,36,143.54,Durable battery.,battery,BrandA,17.38,5.58,"(0.32, 0.34, 0.44)","{'Lead': 58, 'Acid': 30}",medium,22.2,187.4,4160.28,4708,6,lead acid
BA8615,EnergyCore 6,31,193.95,Durable battery.,battery,BrandA,17.52,3.66,"(0.38, 0.34, 0.43)","{'Lead': 64, 'Acid': 36}",high,13.1,166.4,2179.84,3030,31,lead acid
BA6970,VoltPlus 1,34,190.12,High-capacity battery.,battery,BrandB,17.93,3.31,"(0.36, 0.31, 0.43)","{'Lead': 57, 'Acid': 41}",high,12.7,183.0,2324.1,3733,-5,lithium-ion
BA2635,PowerMax 9,27,216.21,High-capacity battery.,battery,BrandA,17.65,5.85,"(0.45, 0.47, 0.4)","{'Lead': 58, 'Acid': 32}",high,16.8,117.1,1967.28,3037,15,lithium-ion
BA9467,VoltPlus 2,39,200.41,Long-lasting battery.,battery,BrandA,17.11,3.48,"(0.46, 0.45, 0.38)","{'Lead': 55, 'Acid': 41}",high,19.9,127.7,2541.23,4683,34,nickel-cadmium
BA6788,EnergyCore 5,20,144.81,High-capacity battery.,battery,BrandC,17.56,4.69,"(0.39, 0.32, 0.34)","{'Lead': 61, 'Acid': 34}",undefined,20.8,141.9,2951.52,4328,34,alkaline
BA7182,AmpPro 5,6,227.57,Long-lasting battery.,battery,BrandD,17.49,4.24,"(0.4, 0.32, 0.34)","{'Lead': 51, 'Acid': 30}",high,14.2,151.1,2145.62,3586,17,nickel-cadmium
BA4266,AmpPro 2,39,221.66,Durable battery.,battery,BrandA,17.22,5.24,"(0.37, 0.38, 0.43)","{'Lead': 51, 'Acid': 45}",undefined,15.8,167.8,2651.24,4213,32,alkaline
BA8573,VoltPlus 7,34,143.21,High-capacity battery.,battery,BrandC,17.83,3.9,"(0.33, 0.32, 0.39)","{'Lead': 50, 'Acid': 30}",undefined,23.0,101.7,2339.1,4341,28,nickel-cadmium
BA9775,PowerMax 7,7,196.25,Long-lasting battery.,battery,BrandC,17.58,3.11,"(0.48, 0.34, 0.4)","{'Lead': 68, 'Acid': 37}",undefined,14.9,116.9,1741.81,4608,24,alkaline
BA4176,PowerMax 5,9,218.3,Long-lasting battery.,battery,BrandC,17.25,4.53,"(0.38, 0.5, 0.43)","{'Lead': 54, 'Acid': 48}",low,17.5,199.3,3487.75,3437,26,lithium-ion
BA6267,VoltPlus 6,1,119.39,Long-lasting battery.,battery,BrandB,17.74,4.18,"(0.45, 0.4, 0.39)","{'Lead': 60, 'Acid': 48}",high,16.9,184.8,3123.12,4839,36,alkaline
BA1383,VoltPlus 9,5,155.84,Durable battery.,battery,BrandA,17.85,4.68,"(0.49, 0.35, 0.33)","{'Lead': 57, 'Acid': 35}",medium,12.7,165.9,2106.93,3947,11,nickel-cadmium
BA4336,VoltPlus 9,35,116.97,High-capacity battery.,battery,BrandC,17.09,5.3,"(0.46, 0.35, 0.34)","{'Lead': 63, 'Acid': 40}",high,17.3,148.5,2569.05,4704,32,lithium-ion
BA4918,EnergyCore 6,46,242.3,Long-lasting battery.,battery,BrandB,17.32,3.47,"(0.49, 0.32, 0.31)","{'Lead': 55, 'Acid': 44}",high,19.9,144.9,2883.51,3859,10,nickel-cadmium
BA1812,PowerMax 5,17,190.51,Reliable battery.,battery,BrandC,17.38,5.45,"(0.37, 0.46, 0.41)","{'Lead': 65, 'Acid': 35}",medium,18.6,194.0,3608.4,4036,17,nickel-cadmium
BA1358,EnergyCore 8,4,112.71,Reliable battery.,battery,BrandD,17.2,5.39,"(0.39, 0.36, 0.49)","{'Lead': 68, 'Acid': 30}",undefined,13.6,100.8,1370.88,3439,6,nickel-cadmium
BA6468,PowerMax 1,11,197.85,Long-lasting battery.,battery,BrandC,17.94,5.78,"(0.42, 0.48, 0.42)","{'Lead': 53, 'Acid': 36}",medium,21.3,158.4,3373.92,3463,32,lead acid
BA2607,PowerMax 2,29,106.8,Durable battery.,battery,BrandD,17.39,5.52,"(0.31, 0.34, 0.48)","{'Lead': 52, 'Acid': 33}",high,22.5,111.4,2506.5,3888,-1,alkaline
BA8102,PowerMax 2,40,173.53,Durable battery.,battery,BrandD,17.97,5.42,"(0.32, 0.44, 0.34)","{'Lead': 58, 'Acid': 50}",low,20.3,123.3,2502.99,4967,29,nickel-cadmium
BA6264,EnergyCore 1,49,241.47,High-capacity battery.,battery,BrandC,17.95,3.79,"(0.48, 0.47, 0.4)","{'Lead': 65, 'Acid': 43}",undefined,19.9,112.8,2244.72,3255,3,lithium-ion
BA6034,PowerMax 8,15,121.06,Long-lasting battery.,battery,BrandB,17.21,3.78,"(0.4, 0.37, 0.49)","{'Lead': 66, 'Acid': 30}",high,22.0,123.7,2721.4,4889,49,alkaline
BA9703,EnergyCore 2,19,150.85,High-capacity battery.,battery,BrandD,17.71,5.13,"(0.41, 0.36, 0.37)","{'Lead': 63, 'Acid': 38}",medium,16.4,166.9,2737.16,4626,1,lithium-ion
BA6549,AmpPro 2,33,168.86,Reliable battery.,battery,BrandD,17.13,3.46,"(0.34, 0.5, 0.36)","{'Lead': 55, 'Acid': 36}",low,12.1,189.9,2297.79,4457,44,lead acid
BA5920,VoltPlus 4,37,147.75,Durable battery.,battery,BrandB,17.28,3.77,"(0.46, 0.5, 0.33)","{'Lead': 67, 'Acid': 45}",medium,12.9,148.4,1914.36,3511,10,alkaline
BA3333,EnergyCore 2,32,205.5,Long-lasting battery.,battery,BrandC,17.41,3.3,"(0.31, 0.45, 0.37)","{'Lead': 59, 'Acid': 33}",high,17.5,109.7,1919.75,4335,38,lithium-ion
BA8508,VoltPlus 6,9,114.31,High-capacity battery.,battery,BrandD,17.46,3.01,"(0.33, 0.3, 0.37)","{'Lead': 69, 'Acid': 49}",undefined,20.3,136.1,2762.83,3636,37,lead acid
BA1492,EnergyCore 3,7,203.38,Long-lasting battery.,battery,BrandB,17.88,4.23,"(0.38, 0.38, 0.49)","{'Lead': 69, 'Acid': 30}",undefined,16.5,107.7,1777.05,4968,36,lead acid
BA7765,AmpPro 3,16,205.08,Reliable battery.,battery,BrandB,17.65,5.93,"(0.44, 0.41, 0.36)","{'Lead': 52, 'Acid': 36}",high,20.2,184.2,3720.84,4396,6,lead acid
BA7171,PowerMax 3,16,106.17,High-capacity battery.,battery,BrandB,17.8,5.43,"(0.37, 0.31, 0.49)","{'Lead': 67, 'Acid': 47}",high,14.7,156.5,2300.55,4080,-6,nickel-cadmium
BA2260,EnergyCore 3,18,187.29,Durable battery.,battery,BrandB,17.84,5.37,"(0.49, 0.46, 0.47)","{'Lead': 60, 'Acid': 38}",low,19.7,154.4,3041.68,4143,24,nickel-cadmium
BA2673,PowerMax 3,36,146.59,Reliable battery.,battery,BrandC,17.51,5.49,"(0.4, 0.43, 0.39)","{'Lead': 52, 'Acid': 36}",low,16.9,120.1,2029.69,3902,34,alkaline
BA6041,AmpPro 7,34,193.65,Long-lasting battery.,battery,BrandD,17.41,3.35,"(0.33, 0.36, 0.39)","{'Lead': 50, 'Acid': 43}",medium,15.6,165.5,2581.8,4761,9,nickel-cadmium
BA7000,EnergyCore 9,41,137.33,Long-lasting battery.,battery,BrandA,17.29,3.29,"(0.35, 0.4, 0.42)","{'Lead': 61, 'Acid': 42}",medium,21.4,131.9,2822.66,3570,14,lithium-ion
BA3794,PowerMax 7,37,221.18,Reliable battery.,battery,BrandB,17.96,5.7,"(0.37, 0.39, 0.36)","{'Lead': 55, 'Acid': 48}",high,19.1,136.0,2597.6,3857,44,nickel-cadmium
BA2919,VoltPlus 6,5,173.48,Durable battery.,battery,BrandB,17.97,3.68,"(0.36, 0.31, 0.31)","{'Lead': 69, 'Acid': 43}",low,15.7,159.4,2502.58,4779,22,lithium-ion
BA1751,VoltPlus 2,42,105.89,Long-lasting battery.,battery,BrandB,17.19,3.57,"(0.5, 0.3, 0.34)","{'Lead': 64, 'Acid': 31}",undefined,13.4,149.9,2008.66,3200,-7,lithium-ion
BA5441,VoltPlus 5,38,103.09,High-capacity battery.,battery,BrandB,17.59,4.96,"(0.3, 0.33, 0.32)","{'Lead': 53, 'Acid': 39}",low,19.7,137.8,2714.66,4739,45,alkaline
BA1621,VoltPlus 6,16,144.96,Durable battery.,battery,BrandB,17.43,5.75,"(0.48, 0.46, 0.43)","{'Lead': 55, 'Acid': 30}",high,18.1,148.2,2682.42,4135,39,lithium-ion
BA6321,AmpPro 6,22,133.25,Long-lasting battery.,battery,BrandB,17.42,3.41,"(0.35, 0.43, 0.35)","{'Lead': 61, 'Acid': 32}",low,22.7,135.9,3084.93,4706,8,lithium-ion
BA6006,VoltPlus 1,36,125.3,Long-lasting battery.,battery,BrandA,17.95,5.63,"(0.46, 0.37, 0.5)","{'Lead': 54, 'Acid': 38}",undefined,21.7,102.8,2230.76,4269,15,lithium-ion
BA3881,AmpPro 4,1,190.06,Durable battery.,battery,BrandC,17.89,4.16,"(0.35, 0.42, 0.31)","{'Lead': 67, 'Acid': 32}",low,14.1,159.7,2251.77,3559,26,lead acid
BA8253,EnergyCore 8,42,107.44,High-capacity battery.,battery,BrandD,17.21,5.01,"(0.38, 0.43, 0.43)","{'Lead': 50, 'Acid': 46}",high,18.9,111.3,2103.57,3897,35,nickel-cadmium
BA3249,PowerMax 3,11,156.19,Long-lasting battery.,battery,BrandD,17.98,4.88,"(0.42, 0.41, 0.39)","{'Lead': 57, 'Acid': 42}",high,20.1,109.0,2190.9,3107,33,lithium-ion
BA4328,AmpPro 1,36,153.45,High-capacity battery.,battery,BrandC,17.49,5.23,"(0.38, 0.4, 0.43)","{'Lead': 56, 'Acid': 45}",undefined,14.5,189.5,2747.75,3987,26,lead acid
BA9589,AmpPro 6,20,105.43,Long-lasting battery.,battery,BrandC,17.58,3.87,"(0.39, 0.32, 0.44)","{'Lead': 60, 'Acid': 46}",low,15.3,121.1,1852.83,4109,26,nickel-cadmium
BA3664,AmpPro 3,29,178.52,High-capacity battery.,battery,BrandD,17.71,3.29,"(0.42, 0.39, 0.34)","{'Lead': 60, 'Acid': 45}",high,14.6,156.4,2283.44,4182,19,alkaline
BA1542,PowerMax 5,22,129.36,Durable battery.,battery,BrandD,17.4,3.08,"(0.43, 0.36, 0.31)","{'Lead': 68, 'Acid': 42}",medium,19.3,193.9,3742.27,4405,4,nickel-cadmium
BA8780,EnergyCore 7,24,156.72,High-capacity battery.,battery,BrandB,17.75,5.27,"(0.34, 0.36, 0.48)","{'Lead': 50, 'Acid': 33}",undefined,15.8,176.4,2787.12,4353,-4,alkaline
BA8718,EnergyCore 7,50,208.31,Reliable battery.,battery,BrandC,17.15,5.02,"(0.43, 0.31, 0.48)","{'Lead': 65, 'Acid': 33}",undefined,21.6,126.3,2728.08,3950,42,nickel-cadmium
BA4803,VoltPlus 6,15,211.06,Reliable battery.,battery,BrandB,17.53,4.62,"(0.46, 0.36, 0.48)","{'Lead': 64, 'Acid': 44}",high,13.9,130.5,1813.95,3821,14,alkaline
BA1783,AmpPro 3,14,148.32,High-capacity battery.,battery,BrandC,17.33,3.9,"(0.31, 0.37, 0.33)","{'Lead': 61, 'Acid': 31}",undefined,20.9,119.8,2503.82,3347,17,nickel-cadmium
BA1601,AmpPro 4,27,204.04,Durable battery.,battery,BrandA,17.48,3.29,"(0.48, 0.31, 0.44)","{'Lead': 70, 'Acid': 41}",medium,19.0,143.1,2718.9,4577,15,nickel-cadmium
BA4779,PowerMax 4,36,128.06,High-capacity battery.,battery,BrandA,17.01,4.89,"(0.45, 0.3, 0.32)","{'Lead': 64, 'Acid': 38}",undefined,23.9,123.7,2956.43,4004,40,nickel-cadmium
BA3657,VoltPlus 1,32,184.35,Durable battery.,battery,BrandA,17.02,4.25,"(0.37, 0.33, 0.31)","{'Lead': 61, 'Acid': 33}",undefined,16.7,118.9,1985.63,3561,-2,alkaline
BA9995,PowerMax 3,13,119.65,Durable battery.,battery,BrandD,17.14,4.71,"(0.34, 0.4, 0.32)","{'Lead': 55, 'Acid': 44}",medium,18.3,116.0,2122.8,4080,37,nickel-cadmium
BA9642,EnergyCore 7,25,204.7,Durable battery.,battery,BrandA,17.93,5.85,"(0.36, 0.41, 0.48)","{'Lead': 52, 'Acid': 43}",medium,12.7,183.0,2324.1,3695,33,lead acid
BA4870,AmpPro 4,12,148.95,Long-lasting battery.,battery,BrandA,17.09,3.99,"(0.38, 0.4, 0.34)","{'Lead': 63, 'Acid': 49}",high,17.2,140.6,2418.32,4617,-2,alkaline
BA1975,VoltPlus 7,9,206.58,Long-lasting battery.,battery,BrandB,17.84,5.75,"(0.35, 0.33, 0.4)","{'Lead': 53, 'Acid': 42}",medium,17.5,199.5,3491.25,3977,-2,lead acid
BA8972,EnergyCore 2,35,231.71,Long-lasting battery.,battery,BrandC,17.93,3.59,"(0.48, 0.41, 0.44)","{'Lead': 65, 'Acid': 31}",medium,13.7,132.8,1819.36,3054,16,lead acid
BA4102,VoltPlus 3,14,120.8,High-capacity battery.,battery,BrandD,17.94,5.43,"(0.37, 0.36, 0.41)","{'Lead': 53, 'Acid': 40}",low,16.5,107.0,1765.5,3223,25,lead acid
BA7618,EnergyCore 5,44,115.39,High-capacity battery.,battery,BrandB,17.48,3.23,"(0.4, 0.44, 0.4)","{'Lead': 52, 'Acid': 48}",medium,18.4,118.5,2180.4,4237,-8,nickel-cadmium
BA4981,AmpPro 1,4,136.88,Long-lasting battery.,battery,BrandA,17.34,4.91,"(0.4, 0.35, 0.37)","{'Lead': 64, 'Acid': 38}",undefined,15.6,182.3,2843.88,4804,46,lead acid
BA5018,VoltPlus 4,8,225.17,Reliable battery.,battery,BrandC,17.62,4.08,"(0.48, 0.35, 0.42)","{'Lead': 55, 'Acid': 43}",high,15.9,180.2,2865.18,4284,20,lead acid
BA8705,AmpPro 7,3,219.41,Long-lasting battery.,battery,BrandD,17.5,5.1,"(0.4, 0.48, 0.38)","{'Lead': 68, 'Acid': 49}",medium,12.1,178.8,2163.48,4553,44,alkaline
BA4978,EnergyCore 5,29,199.33,Reliable battery.,battery,BrandB,17.1,3.96,"(0.32, 0.32, 0.47)","{'Lead': 60, 'Acid': 38}",low,12.8,155.7,1992.96,4685,-2,alkaline
BA1013,VoltPlus 7,25,127.32,Long-lasting battery.,battery,BrandA,17.71,5.06,"(0.38, 0.42, 0.36)","{'Lead': 55, 'Acid': 50}",low,13.4,175.0,2345.0,3676,26,lithium-ion
BA3284,VoltPlus 1,21,175.71,Durable battery.,battery,BrandA,17.19,5.67,"(0.42, 0.37, 0.48)","{'Lead': 50, 'Acid': 40}",low,15.8,180.2,2847.16,4995,39,lithium-ion
BA6158,EnergyCore 8,16,190.06,High-capacity battery.,battery,BrandA,17.47,5.5,"(0.38, 0.5, 0.46)","{'Lead': 54, 'Acid': 31}",undefined,16.3,130.4,2125.52,3641,-7,lead acid
BA2740,EnergyCore 9,5,187.57,High-capacity battery.,battery,BrandD,17.89,3.47,"(0.46, 0.47, 0.49)","{'Lead': 59, 'Acid': 33}",high,15.0,115.9,1738.5,4622,18,lithium-ion
BA7448,PowerMax 9,4,249.16,High-capacity battery.,battery,BrandA,17.42,3.73,"(0.42, 0.39, 0.35)","{'Lead': 66, 'Acid': 36}",high,21.3,135.6,2888.28,3086,7,nickel-cadmium
BA2508,AmpPro 6,43,157.03,Durable battery.,battery,BrandD,17.24,3.39,"(0.44, 0.44, 0.35)","{'Lead': 56, 'Acid': 47}",high,12.8,186.5,2387.2,3112,28,alkaline
BA1396,PowerMax 5,1,234.32,High-capacity battery.,battery,BrandA,17.25,3.32,"(0.49, 0.43, 0.34)","{'Lead': 52, 'Acid': 43}",low,15.9,151.2,2404.08,3428,36,alkaline
BA6670,AmpPro 6,12,229.7,Long-lasting battery.,battery,BrandA,17.56,3.98,"(0.49, 0.48, 0.39)","{'Lead': 51, 'Acid': 44}",low,23.0,179.3,4123.9,4280,21,lithium-ion
BA7416,EnergyCore 2,24,174.26,Long-lasting battery.,battery,BrandB,17.27,3.12,"(0.48, 0.49, 0.39)","{'Lead': 67, 'Acid': 31}",low,20.8,151.4,3149.12,4674,3,lead acid
BA1280,VoltPlus 4,37,138.38,Durable battery.,battery,BrandD,17.33,4.54,"(0.39, 0.46, 0.4)","{'Lead': 53, 'Acid': 33}",undefined,22.9,186.9,4280.01,3263,31,lithium-ion
BA3832,VoltPlus 3,28,132.9,Long-lasting battery.,battery,BrandB,17.13,5.64,"(0.41, 0.36, 0.37)","{'Lead': 54, 'Acid': 47}",undefined,16.8,128.1,2152.08,4136,2,nickel-cadmium
BA4837,EnergyCore 2,9,181.54,Long-lasting battery.,battery,BrandA,17.02,5.22,"(0.39, 0.31, 0.47)","{'Lead': 55, 'Acid': 44}",low,21.2,112.7,2389.24,4823,-1,lithium-ion
BA3101,PowerMax 5,38,203.07,High-capacity battery.,battery,BrandC,17.87,4.28,"(0.47, 0.46, 0.35)","{'Lead': 62, 'Acid': 42}",high,16.7,190.0,3173.0,4544,20,alkaline
