id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,brake_type
BR7753,MetalGrip 6,44,84.61,Durable organic brake.,brake,BrandE,17.32,3.47,"(0.47, 0.48, 0.39)","{'Metal': 76, 'Ceramic': 25}",high,937.3,organic
BR3038,MetalGrip 3,47,91.16,Affordable semi_metallic brake.,brake,BrandB,17.37,4.14,"(0.48, 0.47, 0.46)","{'Metal': 70, 'Ceramic': 15}",medium,1328.8,semi_metallic
BR5189,QuickBrake 7,41,118.31,Reliable semi_metallic brake.,brake,BrandC,17.51,3.9,"(0.33, 0.39, 0.38)","{'Metal': 79, 'Ceramic': 30}",high,1338.1,semi_metallic
BR3594,RoadSafe 3,30,132.92,Advanced metal brake.,brake,BrandA,17.4,2.67,"(0.31, 0.47, 0.49)","{'Metal': 71, 'Ceramic': 17}",medium,1499.9,metal
BR1463,StopForce 4,33,81.67,Reliable metal brake.,brake,BrandE,17.36,2.66,"(0.44, 0.45, 0.34)","{'Metal': 71, 'Ceramic': 20}",medium,1393.3,metal
BR2329,PowerStop 1,39,136.44,Reliable ceramic brake.,brake,BrandD,17.39,3.56,"(0.4, 0.36, 0.34)","{'Metal': 84, 'Ceramic': 15}",high,1200.6,ceramic
BR6884,MetalGrip 9,26,137.0,Reliable metal brake.,brake,BrandC,17.57,4.27,"(0.31, 0.48, 0.33)","{'Metal': 83, 'Ceramic': 10}",low,979.7,metal
BR5273,QuickBrake 6,46,141.54,Advanced metal brake.,brake,BrandB,17.58,3.48,"(0.45, 0.34, 0.33)","{'Metal': 72, 'Ceramic': 25}",low,1010.4,metal
BR6608,RoadSafe 6,49,81.8,Affordable ceramic brake.,brake,BrandD,17.52,3.64,"(0.48, 0.45, 0.48)","{'Metal': 74, 'Ceramic': 22}",high,934.6,ceramic
BR1316,QuickBrake 6,21,99.09,Durable semi_metallic brake.,brake,BrandE,17.36,4.16,"(0.36, 0.45, 0.42)","{'Metal': 76, 'Ceramic': 13}",high,1043.9,semi_metallic
BR7845,RoadSafe 4,3,118.38,Affordable metal brake.,brake,BrandD,17.55,2.79,"(0.43, 0.33, 0.46)","{'Metal': 84, 'Ceramic': 28}",low,973.5,metal
BR6552,PowerStop 4,17,98.84,Advanced metal brake.,brake,BrandD,17.54,2.34,"(0.47, 0.39, 0.31)","{'Metal': 73, 'Ceramic': 12}",high,1432.4,metal
BR8266,PowerStop 5,26,125.49,Advanced ceramic brake.,brake,BrandE,17.49,3.81,"(0.32, 0.44, 0.41)","{'Metal': 76, 'Ceramic': 25}",high,1241.3,ceramic
BR9003,PowerStop 7,34,143.55,Affordable metal brake.,brake,BrandA,17.46,4.35,"(0.47, 0.45, 0.43)","{'Metal': 74, 'Ceramic': 10}",medium,1197.6,metal
BR1633,QuickBrake 4,35,95.49,Affordable semi_metallic brake.,brake,BrandA,17.34,3.44,"(0.39, 0.36, 0.44)","{'Metal': 76, 'Ceramic': 11}",medium,1118.8,semi_metallic
BR8098,QuickBrake 7,35,117.33,Reliable metal brake.,brake,BrandE,17.54,4.89,"(0.48, 0.33, 0.45)","{'Metal': 82, 'Ceramic': 29}",low,990.1,metal
BR1758,RoadSafe 1,22,81.02,Advanced organic brake.,brake,BrandD,17.58,2.29,"(0.42, 0.49, 0.39)","{'Metal': 75, 'Ceramic': 28}",high,1436.5,organic
BR9188,PowerStop 5,24,91.46,Affordable ceramic brake.,brake,BrandE,17.54,3.98,"(0.33, 0.46, 0.39)","{'Metal': 90, 'Ceramic': 18}",high,1256.2,ceramic
BR1613,QuickBrake 1,26,129.43,Reliable semi_metallic brake.,brake,BrandC,17.49,4.73,"(0.5, 0.44, 0.34)","{'Metal': 75, 'Ceramic': 27}",high,1053.7,semi_metallic
BR4179,StopForce 7,16,145.97,Durable organic brake.,brake,BrandD,17.36,2.78,"(0.48, 0.38, 0.44)","{'Metal': 80, 'Ceramic': 22}",high,1246.4,organic
BR1948,RoadSafe 2,18,100.9,Advanced ceramic brake.,brake,BrandD,17.35,4.08,"(0.37, 0.46, 0.33)","{'Metal': 84, 'Ceramic': 19}",low,1141.6,ceramic
BR4189,MetalGrip 3,24,140.36,Advanced organic brake.,brake,BrandE,17.49,4.59,"(0.31, 0.39, 0.31)","{'Metal': 72, 'Ceramic': 26}",high,1041.5,organic
BR6006,QuickBrake 9,28,98.2,Reliable organic brake.,brake,BrandB,17.48,3.72,"(0.47, 0.32, 0.48)","{'Metal': 81, 'Ceramic': 23}",low,1424.1,organic
BR9169,MetalGrip 8,19,121.29,Reliable organic brake.,brake,BrandB,17.35,2.13,"(0.49, 0.34, 0.32)","{'Metal': 73, 'Ceramic': 20}",high,1109.4,organic
BR4294,PowerStop 2,36,117.52,Reliable metal brake.,brake,BrandA,17.49,5.0,"(0.41, 0.4, 0.4)","{'Metal': 81, 'Ceramic': 27}",low,1239.0,metal
BR2075,PowerStop 5,46,107.69,Affordable semi_metallic brake.,brake,BrandA,17.47,2.44,"(0.4, 0.44, 0.44)","{'Metal': 84, 'Ceramic': 18}",high,908.5,semi_metallic
BR5854,PowerStop 4,45,107.49,Reliable organic brake.,brake,BrandB,17.49,2.1,"(0.43, 0.35, 0.43)","{'Metal': 74, 'Ceramic': 16}",low,914.3,organic
BR7681,PowerStop 5,46,82.05,Affordable semi_metallic brake.,brake,BrandB,17.54,2.87,"(0.41, 0.37, 0.38)","{'Metal': 90, 'Ceramic': 27}",low,1113.2,semi_metallic
BR2282,QuickBrake 5,45,137.54,Durable metal brake.,brake,BrandA,17.51,4.1,"(0.43, 0.45, 0.38)","{'Metal': 80, 'Ceramic': 28}",high,1085.1,metal
BR3728,PowerStop 4,3,107.47,Affordable semi_metallic brake.,brake,BrandA,17.56,4.97,"(0.38, 0.34, 0.34)","{'Metal': 77, 'Ceramic': 20}",medium,998.1,semi_metallic
BR2069,PowerStop 4,47,82.05,Advanced semi_metallic brake.,brake,BrandE,17.44,4.47,"(0.34, 0.43, 0.38)","{'Metal': 80, 'Ceramic': 29}",low,1072.6,semi_metallic
BR6878,PowerStop 9,32,127.75,Advanced ceramic brake.,brake,BrandC,17.56,2.95,"(0.32, 0.31, 0.46)","{'Metal': 76, 'Ceramic': 26}",medium,1043.2,ceramic
BR5301,MetalGrip 9,11,82.74,Reliable ceramic brake.,brake,BrandA,17.42,4.73,"(0.35, 0.42, 0.32)","{'Metal': 80, 'Ceramic': 10}",medium,1462.5,ceramic
BR5336,MetalGrip 8,22,105.54,Affordable ceramic brake.,brake,BrandA,17.37,2.42,"(0.42, 0.44, 0.37)","{'Metal': 76, 'Ceramic': 27}",high,1398.4,ceramic
BR6588,QuickBrake 3,14,111.61,Advanced metal brake.,brake,BrandD,17.54,2.09,"(0.43, 0.36, 0.36)","{'Metal': 77, 'Ceramic': 24}",high,1208.4,metal
BR2896,MetalGrip 9,8,91.21,Advanced metal brake.,brake,BrandE,17.38,4.28,"(0.36, 0.32, 0.42)","{'Metal': 80, 'Ceramic': 25}",low,1467.4,metal
BR9162,MetalGrip 7,2,126.85,Affordable organic brake.,brake,BrandB,17.33,4.18,"(0.37, 0.4, 0.31)","{'Metal': 74, 'Ceramic': 17}",high,1353.2,organic
BR7918,StopForce 1,22,105.44,Advanced semi_metallic brake.,brake,BrandD,17.47,2.08,"(0.37, 0.3, 0.43)","{'Metal': 85, 'Ceramic': 15}",high,1495.9,semi_metallic
BR6388,PowerStop 6,6,121.83,Durable organic brake.,brake,BrandE,17.38,4.13,"(0.44, 0.39, 0.34)","{'Metal': 70, 'Ceramic': 14}",medium,1363.0,organic
BR9428,MetalGrip 5,31,86.92,Durable organic brake.,brake,BrandC,17.58,2.9,"(0.34, 0.47, 0.32)","{'Metal': 76, 'Ceramic': 30}",high,1353.8,organic
BR7646,MetalGrip 8,40,130.86,Durable organic brake.,brake,BrandE,17.39,2.01,"(0.38, 0.42, 0.42)","{'Metal': 88, 'Ceramic': 22}",high,968.4,organic
BR2539,PowerStop 6,4,127.11,Advanced ceramic brake.,brake,BrandC,17.42,2.88,"(0.37, 0.48, 0.44)","{'Metal': 74, 'Ceramic': 20}",high,1438.8,ceramic
BR2180,MetalGrip 6,22,120.78,Durable metal brake.,brake,BrandC,17.4,4.77,"(0.47, 0.38, 0.49)","{'Metal': 83, 'Ceramic': 16}",low,1451.0,metal
BR5639,PowerStop 9,21,131.58,Advanced metal brake.,brake,BrandC,17.39,3.22,"(0.49, 0.33, 0.34)","{'Metal': 81, 'Ceramic': 19}",low,1177.9,metal
BR9180,PowerStop 3,2,94.43,Reliable semi_metallic brake.,brake,BrandA,17.4,3.52,"(0.31, 0.32, 0.34)","{'Metal': 84, 'Ceramic': 12}",medium,1327.5,semi_metallic
BR6778,MetalGrip 2,34,82.39,Advanced organic brake.,brake,BrandB,17.41,2.18,"(0.32, 0.5, 0.33)","{'Metal': 80, 'Ceramic': 12}",high,1089.8,organic
BR6972,StopForce 4,25,107.45,Durable semi_metallic brake.,brake,BrandE,17.6,5.0,"(0.49, 0.44, 0.44)","{'Metal': 82, 'Ceramic': 15}",high,1112.4,semi_metallic
BR4540,PowerStop 3,36,112.35,Affordable ceramic brake.,brake,BrandD,17.39,3.41,"(0.39, 0.32, 0.39)","{'Metal': 76, 'Ceramic': 24}",high,1118.5,ceramic
BR9022,StopForce 4,34,104.97,Affordable organic brake.,brake,BrandB,17.59,4.94,"(0.42, 0.49, 0.34)","{'Metal': 89, 'Ceramic': 13}",high,972.0,organic
BR1255,PowerStop 6,23,122.27,Advanced ceramic brake.,brake,BrandC,17.44,2.49,"(0.45, 0.42, 0.44)","{'Metal': 73, 'Ceramic': 23}",low,1291.2,ceramic
BR8598,RoadSafe 5,41,144.18,Durable semi_metallic brake.,brake,BrandA,17.59,3.12,"(0.41, 0.44, 0.32)","{'Metal': 90, 'Ceramic': 30}",low,934.7,semi_metallic
BR1248,MetalGrip 2,44,91.94,Affordable ceramic brake.,brake,BrandC,17.4,2.42,"(0.34, 0.35, 0.32)","{'Metal': 84, 'Ceramic': 15}",high,1301.3,ceramic
BR4681,MetalGrip 3,40,103.15,Advanced ceramic brake.,brake,BrandC,17.43,2.3,"(0.45, 0.33, 0.34)","{'Metal': 70, 'Ceramic': 29}",low,1205.3,ceramic
BR7270,MetalGrip 9,28,149.8,Affordable organic brake.,brake,BrandD,17.48,2.42,"(0.31, 0.43, 0.41)","{'Metal': 88, 'Ceramic': 30}",medium,1453.8,organic
BR5106,QuickBrake 3,24,142.51,Durable semi_metallic brake.,brake,BrandC,17.31,4.58,"(0.4, 0.47, 0.45)","{'Metal': 70, 'Ceramic': 13}",medium,1123.7,semi_metallic
BR2371,StopForce 4,24,111.47,Advanced ceramic brake.,brake,BrandE,17.38,4.14,"(0.33, 0.37, 0.44)","{'Metal': 82, 'Ceramic': 29}",medium,1240.4,ceramic
BR8066,StopForce 3,1,114.12,Affordable metal brake.,brake,BrandE,17.37,3.99,"(0.42, 0.48, 0.49)","{'Metal': 90, 'Ceramic': 16}",low,1072.9,metal
BR4425,MetalGrip 4,25,106.91,Affordable ceramic brake.,brake,BrandA,17.35,3.94,"(0.41, 0.36, 0.4)","{'Metal': 86, 'Ceramic': 14}",high,1067.3,ceramic
BR5719,StopForce 4,34,108.91,Durable semi_metallic brake.,brake,BrandC,17.42,3.2,"(0.37, 0.49, 0.48)","{'Metal': 90, 'Ceramic': 25}",medium,1497.5,semi_metallic
BR2350,MetalGrip 2,16,140.82,Advanced semi_metallic brake.,brake,BrandD,17.37,4.3,"(0.36, 0.46, 0.49)","{'Metal': 74, 'Ceramic': 10}",high,1323.0,semi_metallic
BR7787,QuickBrake 7,48,94.84,Reliable organic brake.,brake,BrandE,17.57,2.51,"(0.5, 0.41, 0.37)","{'Metal': 77, 'Ceramic': 23}",medium,1392.7,organic
BR6038,MetalGrip 3,26,106.25,Reliable ceramic brake.,brake,BrandB,17.39,4.77,"(0.44, 0.46, 0.41)","{'Metal': 75, 'Ceramic': 27}",low,1335.5,ceramic
BR4875,StopForce 9,40,112.08,Durable metal brake.,brake,BrandD,17.5,3.0,"(0.38, 0.37, 0.48)","{'Metal': 90, 'Ceramic': 20}",medium,1091.5,metal
BR2735,StopForce 2,15,133.12,Affordable metal brake.,brake,BrandC,17.41,3.68,"(0.49, 0.33, 0.35)","{'Metal': 90, 'Ceramic': 29}",high,1244.2,metal
BR6701,PowerStop 6,48,110.0,Reliable ceramic brake.,brake,BrandE,17.49,2.94,"(0.42, 0.31, 0.38)","{'Metal': 86, 'Ceramic': 12}",medium,1412.5,ceramic
BR9817,QuickBrake 6,42,91.63,Affordable organic brake.,brake,BrandE,17.5,4.21,"(0.32, 0.44, 0.49)","{'Metal': 84, 'Ceramic': 25}",medium,1143.2,organic
BR9605,PowerStop 8,17,130.32,Affordable organic brake.,brake,BrandE,17.38,2.79,"(0.37, 0.36, 0.36)","{'Metal': 79, 'Ceramic': 14}",medium,1096.3,organic
BR7833,PowerStop 9,25,118.65,Advanced organic brake.,brake,BrandE,17.52,3.24,"(0.39, 0.35, 0.34)","{'Metal': 72, 'Ceramic': 28}",high,1310.5,organic
BR6835,MetalGrip 1,38,103.73,Durable ceramic brake.,brake,BrandA,17.56,3.07,"(0.49, 0.5, 0.42)","{'Metal': 90, 'Ceramic': 17}",low,1037.5,ceramic
BR8464,StopForce 6,9,108.99,Durable ceramic brake.,brake,BrandC,17.35,2.32,"(0.39, 0.32, 0.47)","{'Metal': 71, 'Ceramic': 21}",medium,1383.7,ceramic
BR2754,MetalGrip 9,12,119.53,Advanced semi_metallic brake.,brake,BrandE,17.46,4.31,"(0.32, 0.49, 0.4)","{'Metal': 89, 'Ceramic': 22}",medium,990.9,semi_metallic
BR5628,PowerStop 3,48,146.99,Affordable metal brake.,brake,BrandC,17.43,2.22,"(0.43, 0.42, 0.37)","{'Metal': 88, 'Ceramic': 29}",low,1291.5,metal
BR7548,RoadSafe 6,19,134.16,Durable metal brake.,brake,BrandE,17.56,3.16,"(0.32, 0.43, 0.37)","{'Metal': 90, 'Ceramic': 15}",high,1202.0,metal
BR1458,StopForce 7,2,92.85,Reliable ceramic brake.,brake,BrandB,17.37,4.69,"(0.48, 0.42, 0.3)","{'Metal': 84, 'Ceramic': 20}",low,1479.6,ceramic
BR9320,MetalGrip 9,29,114.73,Reliable metal brake.,brake,BrandD,17.5,4.05,"(0.38, 0.5, 0.35)","{'Metal': 84, 'Ceramic': 22}",high,1420.6,metal
BR1628,MetalGrip 5,30,118.06,Reliable semi_metallic brake.,brake,BrandC,17.32,2.07,"(0.47, 0.38, 0.39)","{'Metal': 79, 'Ceramic': 17}",medium,1375.2,semi_metallic
BR9151,StopForce 6,35,145.57,Advanced organic brake.,brake,BrandC,17.58,4.38,"(0.37, 0.41, 0.48)","{'Metal': 71, 'Ceramic': 13}",medium,1195.9,organic
BR6798,PowerStop 6,18,135.12,Durable ceramic brake.,brake,BrandB,17.58,2.17,"(0.47, 0.42, 0.34)","{'Metal': 85, 'Ceramic': 17}",high,1062.1,ceramic
BR1011,QuickBrake 5,8,148.01,Reliable ceramic brake.,brake,BrandA,17.51,2.77,"(0.46, 0.49, 0.32)","{'Metal': 80, 'Ceramic': 26}",medium,1412.8,ceramic
BR3318,StopForce 1,42,145.11,Advanced metal brake.,brake,BrandB,17.57,2.78,"(0.44, 0.38, 0.34)","{'Metal': 81, 'Ceramic': 13}",medium,1008.9,metal
BR9270,MetalGrip 4,4,87.77,Durable organic brake.,brake,BrandE,17.36,3.06,"(0.35, 0.32, 0.41)","{'Metal': 78, 'Ceramic': 19}",medium,1358.8,organic
BR6632,QuickBrake 1,5,113.24,Advanced semi_metallic brake.,brake,BrandC,17.43,2.95,"(0.33, 0.36, 0.39)","{'Metal': 90, 'Ceramic': 11}",medium,1065.7,semi_metallic
BR5866,RoadSafe 3,41,120.29,Durable ceramic brake.,brake,BrandB,17.45,4.09,"(0.34, 0.48, 0.34)","{'Metal': 83, 'Ceramic': 22}",high,939.2,ceramic
BR8751,PowerStop 8,7,85.35,Durable semi_metallic brake.,brake,BrandE,17.51,4.45,"(0.35, 0.37, 0.48)","{'Metal': 78, 'Ceramic': 12}",high,1285.7,semi_metallic
BR4071,QuickBrake 4,33,145.92,Reliable semi_metallic brake.,brake,BrandA,17.49,3.57,"(0.5, 0.46, 0.43)","{'Metal': 82, 'Ceramic': 10}",medium,1075.1,semi_metallic
BR3139,MetalGrip 4,46,112.99,Durable metal brake.,brake,BrandB,17.45,3.66,"(0.36, 0.41, 0.35)","{'Metal': 82, 'Ceramic': 22}",low,1312.9,metal
BR5926,QuickBrake 1,44,116.85,Advanced semi_metallic brake.,brake,BrandA,17.58,2.7,"(0.47, 0.32, 0.41)","{'Metal': 85, 'Ceramic': 25}",medium,1192.8,semi_metallic
BR9571,StopForce 5,3,87.63,Advanced metal brake.,brake,BrandE,17.37,4.28,"(0.44, 0.42, 0.32)","{'Metal': 86, 'Ceramic': 19}",low,1018.4,metal
BR7227,QuickBrake 5,24,85.78,Reliable ceramic brake.,brake,BrandB,17.5,3.57,"(0.44, 0.36, 0.42)","{'Metal': 79, 'Ceramic': 16}",high,1438.3,ceramic
BR7055,RoadSafe 3,28,120.34,Reliable ceramic brake.,brake,BrandB,17.31,2.66,"(0.47, 0.41, 0.42)","{'Metal': 79, 'Ceramic': 27}",medium,1091.6,ceramic
BR7917,MetalGrip 5,9,88.97,Durable semi_metallic brake.,brake,BrandE,17.52,3.24,"(0.31, 0.37, 0.42)","{'Metal': 72, 'Ceramic': 12}",high,1232.3,semi_metallic
BR3828,PowerStop 5,34,93.35,Advanced semi_metallic brake.,brake,BrandE,17.55,4.71,"(0.39, 0.39, 0.38)","{'Metal': 73, 'Ceramic': 15}",low,1160.7,semi_metallic
BR6185,QuickBrake 8,10,126.58,Reliable ceramic brake.,brake,BrandA,17.32,2.12,"(0.3, 0.45, 0.38)","{'Metal': 89, 'Ceramic': 28}",low,1447.2,ceramic
BR8443,PowerStop 5,34,143.63,Durable semi_metallic brake.,brake,BrandA,17.54,3.36,"(0.48, 0.31, 0.5)","{'Metal': 76, 'Ceramic': 12}",high,927.2,semi_metallic
BR4108,PowerStop 3,6,144.86,Advanced organic brake.,brake,BrandB,17.42,3.47,"(0.41, 0.34, 0.41)","{'Metal': 76, 'Ceramic': 18}",high,1432.8,organic
BR9833,PowerStop 9,2,143.53,Affordable organic brake.,brake,BrandA,17.53,3.99,"(0.4, 0.44, 0.42)","{'Metal': 77, 'Ceramic': 14}",low,1385.2,organic
BR8483,PowerStop 5,45,133.31,Advanced metal brake.,brake,BrandB,17.51,2.37,"(0.4, 0.48, 0.36)","{'Metal': 78, 'Ceramic': 29}",low,950.8,metal
BR8941,RoadSafe 1,37,102.75,Advanced ceramic brake.,brake,BrandB,17.59,3.63,"(0.46, 0.36, 0.49)","{'Metal': 78, 'Ceramic': 18}",high,1455.8,ceramic
BR4107,QuickBrake 1,36,98.19,Reliable semi_metallic brake.,brake,BrandA,17.34,4.54,"(0.41, 0.3, 0.48)","{'Metal': 86, 'Ceramic': 15}",high,1284.0,semi_metallic
BR8730,StopForce 5,9,93.17,Reliable semi_metallic brake.,brake,BrandA,17.5,3.59,"(0.49, 0.46, 0.34)","{'Metal': 77, 'Ceramic': 27}",low,1433.6,semi_metallic
BR2672,RoadSafe 8,15,116.44,Reliable ceramic brake.,brake,BrandB,17.53,4.56,"(0.38, 0.47, 0.34)","{'Metal': 75, 'Ceramic': 24}",low,1360.8,ceramic
BR8996,MetalGrip 7,28,97.98,Affordable ceramic brake.,brake,BrandC,17.48,2.66,"(0.48, 0.49, 0.46)","{'Metal': 79, 'Ceramic': 18}",high,1086.0,ceramic
BR4707,StopForce 7,44,97.37,Advanced organic brake.,brake,BrandB,17.59,3.96,"(0.31, 0.44, 0.3)","{'Metal': 88, 'Ceramic': 12}",low,1264.4,organic
BR4160,PowerStop 2,36,111.24,Advanced ceramic brake.,brake,BrandD,17.35,3.61,"(0.48, 0.44, 0.36)","{'Metal': 82, 'Ceramic': 15}",low,1086.5,ceramic
BR9220,RoadSafe 4,31,107.17,Durable organic brake.,brake,BrandC,17.36,4.55,"(0.33, 0.49, 0.38)","{'Metal': 76, 'Ceramic': 27}",high,1368.9,organic
BR4479,PowerStop 8,5,121.77,Advanced semi_metallic brake.,brake,BrandC,17.37,3.36,"(0.3, 0.39, 0.48)","{'Metal': 81, 'Ceramic': 27}",medium,1114.4,semi_metallic
BR5806,MetalGrip 2,23,87.2,Reliable semi_metallic brake.,brake,BrandD,17.56,3.35,"(0.46, 0.31, 0.47)","{'Metal': 87, 'Ceramic': 27}",high,1195.8,semi_metallic
BR2185,PowerStop 4,18,132.26,Advanced ceramic brake.,brake,BrandC,17.6,2.79,"(0.48, 0.39, 0.5)","{'Metal': 79, 'Ceramic': 20}",medium,1354.6,ceramic
BR1760,QuickBrake 8,1,147.58,Durable semi_metallic brake.,brake,BrandE,17.5,2.49,"(0.36, 0.35, 0.45)","{'Metal': 76, 'Ceramic': 22}",high,964.1,semi_metallic
BR6746,MetalGrip 5,26,94.18,Durable metal brake.,brake,BrandA,17.48,4.2,"(0.33, 0.5, 0.39)","{'Metal': 85, 'Ceramic': 18}",low,916.6,metal
BR4212,RoadSafe 5,41,121.05,Advanced metal brake.,brake,BrandE,17.56,2.1,"(0.43, 0.39, 0.34)","{'Metal': 79, 'Ceramic': 16}",medium,1436.3,metal
BR1351,QuickBrake 5,7,135.75,Affordable metal brake.,brake,BrandB,17.46,2.26,"(0.45, 0.35, 0.31)","{'Metal': 85, 'Ceramic': 30}",low,1054.5,metal
BR7668,StopForce 8,24,146.78,Advanced organic brake.,brake,BrandD,17.48,2.54,"(0.5, 0.39, 0.31)","{'Metal': 78, 'Ceramic': 13}",low,1363.8,organic
BR7388,RoadSafe 1,41,91.61,Advanced metal brake.,brake,BrandB,17.48,4.05,"(0.42, 0.33, 0.49)","{'Metal': 89, 'Ceramic': 14}",low,1279.7,metal
BR5475,QuickBrake 9,15,112.64,Affordable metal brake.,brake,BrandE,17.51,4.25,"(0.36, 0.32, 0.33)","{'Metal': 89, 'Ceramic': 11}",low,1045.5,metal
BR9338,PowerStop 3,36,103.61,Affordable semi_metallic brake.,brake,BrandC,17.43,4.08,"(0.4, 0.34, 0.48)","{'Metal': 77, 'Ceramic': 12}",low,995.2,semi_metallic
BR6372,MetalGrip 9,36,82.59,Affordable semi_metallic brake.,brake,BrandA,17.32,3.95,"(0.5, 0.45, 0.42)","{'Metal': 89, 'Ceramic': 14}",low,1267.7,semi_metallic
BR7959,MetalGrip 7,5,140.83,Reliable semi_metallic brake.,brake,BrandA,17.5,2.32,"(0.32, 0.38, 0.49)","{'Metal': 76, 'Ceramic': 29}",high,1494.0,semi_metallic
BR1365,StopForce 3,23,102.73,Advanced ceramic brake.,brake,BrandB,17.34,3.73,"(0.45, 0.3, 0.38)","{'Metal': 77, 'Ceramic': 14}",high,1295.3,ceramic
BR3863,PowerStop 6,48,123.13,Reliable metal brake.,brake,BrandE,17.33,4.64,"(0.32, 0.43, 0.4)","{'Metal': 81, 'Ceramic': 27}",medium,1176.3,metal
BR1862,RoadSafe 8,22,85.98,Reliable ceramic brake.,brake,BrandB,17.46,4.57,"(0.38, 0.49, 0.47)","{'Metal': 77, 'Ceramic': 23}",high,1006.0,ceramic
BR5359,StopForce 5,15,91.9,Affordable metal brake.,brake,BrandC,17.36,4.67,"(0.35, 0.49, 0.43)","{'Metal': 79, 'Ceramic': 16}",medium,1343.4,metal
BR9770,PowerStop 8,40,98.08,Advanced metal brake.,brake,BrandD,17.59,4.63,"(0.32, 0.41, 0.41)","{'Metal': 80, 'Ceramic': 22}",low,1422.9,metal
BR4547,StopForce 6,43,134.53,Affordable organic brake.,brake,BrandB,17.4,2.85,"(0.37, 0.41, 0.4)","{'Metal': 86, 'Ceramic': 27}",low,1166.9,organic
BR3799,PowerStop 3,43,116.87,Durable semi_metallic brake.,brake,BrandE,17.6,4.65,"(0.39, 0.43, 0.4)","{'Metal': 86, 'Ceramic': 24}",high,1463.1,semi_metallic
BR4209,RoadSafe 5,17,97.17,Durable ceramic brake.,brake,BrandB,17.43,4.49,"(0.41, 0.38, 0.41)","{'Metal': 89, 'Ceramic': 11}",medium,1145.5,ceramic
BR5497,RoadSafe 3,47,136.56,Advanced semi_metallic brake.,brake,BrandD,17.6,4.33,"(0.45, 0.42, 0.42)","{'Metal': 85, 'Ceramic': 27}",low,919.9,semi_metallic
BR9136,QuickBrake 3,32,101.46,Advanced metal brake.,brake,BrandD,17.47,3.53,"(0.37, 0.47, 0.41)","{'Metal': 80, 'Ceramic': 12}",high,1328.8,metal
BR8625,MetalGrip 7,21,107.1,Advanced organic brake.,brake,BrandE,17.32,2.94,"(0.45, 0.42, 0.33)","{'Metal': 70, 'Ceramic': 21}",low,1450.8,organic
BR2572,PowerStop 2,41,95.88,Advanced semi_metallic brake.,brake,BrandA,17.53,2.35,"(0.38, 0.45, 0.37)","{'Metal': 86, 'Ceramic': 18}",low,971.4,semi_metallic
BR8825,PowerStop 6,48,99.92,Reliable organic brake.,brake,BrandD,17.49,4.47,"(0.46, 0.36, 0.49)","{'Metal': 77, 'Ceramic': 27}",medium,1464.8,organic
BR7415,PowerStop 8,18,105.56,Durable ceramic brake.,brake,BrandB,17.41,4.91,"(0.43, 0.44, 0.41)","{'Metal': 70, 'Ceramic': 30}",high,1301.3,ceramic
BR2162,StopForce 9,15,122.1,Reliable ceramic brake.,brake,BrandD,17.44,3.65,"(0.41, 0.47, 0.31)","{'Metal': 87, 'Ceramic': 22}",low,1214.6,ceramic
BR5542,PowerStop 6,6,147.23,Affordable ceramic brake.,brake,BrandC,17.5,3.72,"(0.44, 0.39, 0.49)","{'Metal': 82, 'Ceramic': 28}",high,1348.4,ceramic
BR6993,MetalGrip 9,33,132.71,Advanced metal brake.,brake,BrandE,17.55,2.8,"(0.47, 0.48, 0.5)","{'Metal': 70, 'Ceramic': 29}",medium,964.6,metal
BR1157,MetalGrip 7,9,95.43,Affordable metal brake.,brake,BrandD,17.57,4.42,"(0.31, 0.46, 0.31)","{'Metal': 85, 'Ceramic': 23}",medium,1404.0,metal
BR8756,StopForce 8,44,123.28,Reliable ceramic brake.,brake,BrandC,17.45,2.56,"(0.37, 0.34, 0.36)","{'Metal': 74, 'Ceramic': 16}",high,1161.6,ceramic
BR3510,StopForce 8,47,132.27,Advanced organic brake.,brake,BrandE,17.33,3.18,"(0.36, 0.47, 0.39)","{'Metal': 87, 'Ceramic': 12}",medium,1495.3,organic
BR2161,RoadSafe 6,7,99.53,Durable ceramic brake.,brake,BrandC,17.44,2.41,"(0.45, 0.42, 0.4)","{'Metal': 84, 'Ceramic': 25}",high,1271.0,ceramic
BR1543,StopForce 6,41,136.5,Advanced ceramic brake.,brake,BrandA,17.37,4.48,"(0.42, 0.46, 0.33)","{'Metal': 78, 'Ceramic': 25}",medium,1185.1,ceramic
BR7763,StopForce 7,9,141.46,Advanced semi_metallic brake.,brake,BrandA,17.35,2.68,"(0.32, 0.47, 0.48)","{'Metal': 73, 'Ceramic': 22}",medium,1048.5,semi_metallic
BR4314,MetalGrip 4,27,95.55,Reliable ceramic brake.,brake,BrandB,17.51,4.71,"(0.43, 0.44, 0.45)","{'Metal': 89, 'Ceramic': 11}",medium,901.7,ceramic
BR9488,MetalGrip 9,35,90.73,Advanced metal brake.,brake,BrandB,17.52,2.62,"(0.31, 0.35, 0.38)","{'Metal': 88, 'Ceramic': 13}",medium,1499.1,metal
BR7953,StopForce 4,37,89.69,Durable organic brake.,brake,BrandA,17.46,3.64,"(0.41, 0.32, 0.38)","{'Metal': 81, 'Ceramic': 24}",high,912.9,organic
