id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color
PA4605,Blackout 9,4,33.98,High-durability paint.,paint,BrandA,17.57,1.37,"(0.25, 0.26, 0.28)","{'Pigment': 50, 'Solvent': 20, 'Resin': 14}",medium,D4AF37
PA2934,Sunset 3,41,58.88,Matte paint.,paint,BrandA,17.56,1.24,"(0.28, 0.22, 0.25)","{'Pigment': 53, 'Solvent': 21, 'Resin': 14}",low,2F4F4F
PA2775,Ocean 7,19,31.1,Premium paint.,paint,BrandA,17.58,1.41,"(0.26, 0.3, 0.21)","{'Pigment': 51, 'Solvent': 27, 'Resin': 12}",low,708090
PA1995,Ocean 3,21,31.99,Premium paint.,paint,BrandC,17.53,1.15,"(0.29, 0.24, 0.29)","{'Pigment': 59, 'Solvent': 25, 'Resin': 12}",low,F5DEB3
PA1638,Sky 2,22,42.36,Glossy paint.,paint,BrandB,17.45,1.04,"(0.24, 0.2, 0.26)","{'Pigment': 53, 'Solvent': 27, 'Resin': 17}",undefined,DAA520
PA2643,Frost 9,6,46.75,High-durability paint.,paint,BrandC,17.5,1.24,"(0.29, 0.22, 0.3)","{'Pigment': 58, 'Solvent': 28, 'Resin': 19}",high,2F4F4F
PA6957,Sunset 9,15,52.77,High-durability paint.,paint,BrandC,17.44,1.45,"(0.2, 0.21, 0.27)","{'Pigment': 55, 'Solvent': 22, 'Resin': 17}",high,FF0000
PA8819,Frost 2,31,54.75,Glossy paint.,paint,BrandA,17.58,1.35,"(0.27, 0.24, 0.22)","{'Pigment': 55, 'Solvent': 22, 'Resin': 20}",medium,FF5733
PA2523,Sunset 3,9,40.66,Glossy paint.,paint,BrandA,17.5,1.4,"(0.25, 0.26, 0.28)","{'Pigment': 51, 'Solvent': 23, 'Resin': 16}",undefined,D4AF37
PA6832,Sky 7,17,39.35,Matte paint.,paint,BrandB,17.47,1.1,"(0.28, 0.25, 0.27)","{'Pigment': 53, 'Solvent': 24, 'Resin': 16}",undefined,2980B9
PA3248,Sunset 6,46,35.82,Matte paint.,paint,BrandC,17.46,1.47,"(0.29, 0.28, 0.28)","{'Pigment': 58, 'Solvent': 27, 'Resin': 18}",medium,DAA520
PA3346,Frost 1,19,59.1,Premium paint.,paint,BrandB,17.49,1.43,"(0.23, 0.29, 0.22)","{'Pigment': 55, 'Solvent': 24, 'Resin': 19}",high,FF0000
PA4513,Sky 7,40,40.72,Premium paint.,paint,BrandB,17.44,1.23,"(0.24, 0.22, 0.2)","{'Pigment': 59, 'Solvent': 30, 'Resin': 18}",undefined,2F4F4F
PA2574,Ocean 6,31,59.61,Glossy paint.,paint,BrandB,17.46,1.01,"(0.21, 0.28, 0.22)","{'Pigment': 53, 'Solvent': 30, 'Resin': 11}",high,2F4F4F
PA8848,Sky 4,16,33.66,Premium paint.,paint,BrandB,17.46,1.49,"(0.2, 0.24, 0.26)","{'Pigment': 54, 'Solvent': 27, 'Resin': 10}",high,DAA520
PA6947,Sunset 4,24,45.93,Matte paint.,paint,BrandB,17.58,1.38,"(0.23, 0.26, 0.29)","{'Pigment': 51, 'Solvent': 24, 'Resin': 14}",undefined,708090
PA1428,Blackout 5,14,51.61,Matte paint.,paint,BrandA,17.52,1.17,"(0.29, 0.22, 0.22)","{'Pigment': 60, 'Solvent': 24, 'Resin': 14}",undefined,FF5733
PA1301,Blackout 7,40,39.33,Premium paint.,paint,BrandA,17.47,1.46,"(0.24, 0.26, 0.26)","{'Pigment': 58, 'Solvent': 30, 'Resin': 16}",undefined,8B4513
PA1061,Ocean 1,46,51.05,Matte paint.,paint,BrandC,17.46,1.16,"(0.26, 0.27, 0.24)","{'Pigment': 50, 'Solvent': 26, 'Resin': 20}",high,FF0000
PA3678,Sky 6,40,36.25,Premium paint.,paint,BrandA,17.47,1.27,"(0.24, 0.24, 0.29)","{'Pigment': 51, 'Solvent': 24, 'Resin': 15}",undefined,2980B9
PA5654,Sky 7,46,40.07,Glossy paint.,paint,BrandB,17.47,1.17,"(0.25, 0.29, 0.21)","{'Pigment': 58, 'Solvent': 30, 'Resin': 20}",low,708090
PA9792,Sunset 9,7,39.92,Matte paint.,paint,BrandB,17.53,1.28,"(0.29, 0.29, 0.28)","{'Pigment': 52, 'Solvent': 30, 'Resin': 18}",medium,708090
PA7812,Ocean 6,13,53.11,Glossy paint.,paint,BrandC,17.57,1.08,"(0.28, 0.2, 0.25)","{'Pigment': 55, 'Solvent': 29, 'Resin': 12}",medium,708090
PA6442,Frost 4,7,40.32,Glossy paint.,paint,BrandC,17.52,1.28,"(0.27, 0.22, 0.29)","{'Pigment': 55, 'Solvent': 22, 'Resin': 16}",high,8B4513
PA9424,Frost 4,5,48.62,Matte paint.,paint,BrandC,17.54,1.28,"(0.27, 0.29, 0.29)","{'Pigment': 57, 'Solvent': 24, 'Resin': 17}",low,708090
PA1947,Sky 7,45,32.77,Premium paint.,paint,BrandC,17.52,1.22,"(0.23, 0.22, 0.22)","{'Pigment': 56, 'Solvent': 22, 'Resin': 18}",undefined,2980B9
PA3944,Sky 6,7,48.83,High-durability paint.,paint,BrandC,17.41,1.0,"(0.29, 0.29, 0.28)","{'Pigment': 50, 'Solvent': 21, 'Resin': 18}",medium,708090
PA7162,Blackout 6,43,41.32,Premium paint.,paint,BrandB,17.5,1.19,"(0.25, 0.21, 0.24)","{'Pigment': 53, 'Solvent': 30, 'Resin': 13}",undefined,2F4F4F
PA2345,Blackout 8,44,30.61,High-durability paint.,paint,BrandA,17.49,1.38,"(0.26, 0.3, 0.2)","{'Pigment': 51, 'Solvent': 21, 'Resin': 11}",undefined,DAA520
PA3023,Sunset 2,34,52.03,High-durability paint.,paint,BrandA,17.55,1.29,"(0.28, 0.24, 0.3)","{'Pigment': 53, 'Solvent': 23, 'Resin': 18}",high,F5F5F5
PA7253,Sunset 4,49,51.44,High-durability paint.,paint,BrandB,17.41,1.41,"(0.28, 0.29, 0.25)","{'Pigment': 53, 'Solvent': 21, 'Resin': 11}",medium,FF0000
PA5537,Blackout 6,29,44.57,Premium paint.,paint,BrandA,17.47,1.18,"(0.25, 0.21, 0.27)","{'Pigment': 54, 'Solvent': 21, 'Resin': 19}",medium,F5DEB3
PA2947,Blackout 3,10,48.81,High-durability paint.,paint,BrandB,17.42,1.28,"(0.24, 0.29, 0.28)","{'Pigment': 59, 'Solvent': 26, 'Resin': 20}",low,D4AF37
PA9355,Sky 9,49,49.65,High-durability paint.,paint,BrandC,17.6,1.12,"(0.21, 0.2, 0.21)","{'Pigment': 50, 'Solvent': 30, 'Resin': 19}",medium,2F4F4F
PA4480,Frost 4,50,56.01,Matte paint.,paint,BrandB,17.46,1.02,"(0.2, 0.24, 0.29)","{'Pigment': 59, 'Solvent': 30, 'Resin': 13}",low,FF5733
PA8176,Blackout 9,35,52.99,Matte paint.,paint,BrandA,17.59,1.19,"(0.2, 0.24, 0.21)","{'Pigment': 50, 'Solvent': 23, 'Resin': 20}",low,FF0000
PA3065,Sunset 9,11,44.44,High-durability paint.,paint,BrandB,17.5,1.22,"(0.29, 0.24, 0.24)","{'Pigment': 55, 'Solvent': 20, 'Resin': 11}",medium,FF5733
PA4176,Sunset 6,46,44.51,Matte paint.,paint,BrandB,17.48,1.08,"(0.28, 0.25, 0.23)","{'Pigment': 56, 'Solvent': 26, 'Resin': 19}",high,DAA520
PA8587,Blackout 1,20,31.25,High-durability paint.,paint,BrandB,17.49,1.11,"(0.25, 0.29, 0.21)","{'Pigment': 56, 'Solvent': 30, 'Resin': 12}",low,F5DEB3
PA8718,Blackout 5,3,36.2,Glossy paint.,paint,BrandA,17.55,1.33,"(0.27, 0.28, 0.26)","{'Pigment': 57, 'Solvent': 25, 'Resin': 17}",undefined,2F4F4F
PA2701,Sky 4,36,42.63,Premium paint.,paint,BrandA,17.57,1.39,"(0.27, 0.23, 0.3)","{'Pigment': 59, 'Solvent': 27, 'Resin': 15}",medium,D4AF37
PA9243,Ocean 7,13,39.59,Matte paint.,paint,BrandB,17.41,1.02,"(0.24, 0.28, 0.2)","{'Pigment': 51, 'Solvent': 25, 'Resin': 19}",low,8B4513
PA1461,Sunset 9,4,43.3,Premium paint.,paint,BrandB,17.55,1.11,"(0.23, 0.2, 0.29)","{'Pigment': 60, 'Solvent': 30, 'Resin': 12}",high,FF0000
PA4610,Ocean 2,48,32.79,Matte paint.,paint,BrandB,17.51,1.25,"(0.29, 0.2, 0.24)","{'Pigment': 59, 'Solvent': 20, 'Resin': 10}",low,2F4F4F
PA2598,Blackout 8,42,39.19,High-durability paint.,paint,BrandA,17.48,1.15,"(0.27, 0.27, 0.25)","{'Pigment': 56, 'Solvent': 30, 'Resin': 10}",medium,DAA520
PA8087,Sunset 2,40,49.08,Premium paint.,paint,BrandB,17.55,1.42,"(0.22, 0.25, 0.28)","{'Pigment': 51, 'Solvent': 25, 'Resin': 18}",undefined,DAA520
PA1377,Ocean 4,43,38.13,Matte paint.,paint,BrandA,17.57,1.03,"(0.21, 0.25, 0.23)","{'Pigment': 58, 'Solvent': 27, 'Resin': 20}",high,F5F5F5
PA4088,Blackout 8,40,58.67,Glossy paint.,paint,BrandC,17.57,1.42,"(0.26, 0.28, 0.22)","{'Pigment': 57, 'Solvent': 25, 'Resin': 13}",undefined,F5DEB3
PA5435,Blackout 1,10,43.57,Premium paint.,paint,BrandA,17.44,1.16,"(0.23, 0.22, 0.29)","{'Pigment': 55, 'Solvent': 21, 'Resin': 14}",undefined,F5F5F5
PA5885,Sky 7,46,51.28,Matte paint.,paint,BrandC,17.5,1.11,"(0.21, 0.23, 0.28)","{'Pigment': 60, 'Solvent': 20, 'Resin': 17}",high,2F4F4F
PA6161,Ocean 7,45,30.49,Premium paint.,paint,BrandB,17.51,1.08,"(0.26, 0.22, 0.28)","{'Pigment': 51, 'Solvent': 27, 'Resin': 14}",medium,FF0000
PA6888,Sunset 9,9,30.2,High-durability paint.,paint,BrandC,17.53,1.45,"(0.28, 0.2, 0.23)","{'Pigment': 50, 'Solvent': 22, 'Resin': 15}",low,2F4F4F
PA7616,Sunset 2,38,35.78,High-durability paint.,paint,BrandB,17.51,1.27,"(0.28, 0.3, 0.24)","{'Pigment': 52, 'Solvent': 26, 'Resin': 13}",undefined,FF5733
PA8975,Blackout 1,34,33.43,Premium paint.,paint,BrandA,17.42,1.16,"(0.25, 0.23, 0.22)","{'Pigment': 58, 'Solvent': 26, 'Resin': 20}",high,FF0000
PA9534,Ocean 9,16,56.37,High-durability paint.,paint,BrandC,17.45,1.4,"(0.21, 0.23, 0.2)","{'Pigment': 53, 'Solvent': 20, 'Resin': 18}",undefined,2980B9
PA5738,Frost 1,21,46.82,Glossy paint.,paint,BrandB,17.49,1.27,"(0.29, 0.24, 0.21)","{'Pigment': 52, 'Solvent': 22, 'Resin': 13}",low,DAA520
PA4965,Ocean 3,28,31.79,Glossy paint.,paint,BrandB,17.45,1.28,"(0.22, 0.25, 0.25)","{'Pigment': 55, 'Solvent': 24, 'Resin': 18}",undefined,FF0000
PA2396,Sunset 5,43,35.66,High-durability paint.,paint,BrandA,17.48,1.44,"(0.22, 0.28, 0.26)","{'Pigment': 56, 'Solvent': 28, 'Resin': 16}",medium,2F4F4F
PA2599,Ocean 6,40,34.25,Premium paint.,paint,BrandB,17.52,1.12,"(0.25, 0.26, 0.25)","{'Pigment': 59, 'Solvent': 30, 'Resin': 11}",high,2F4F4F
PA3503,Sunset 5,14,41.69,Matte paint.,paint,BrandC,17.56,1.2,"(0.28, 0.23, 0.23)","{'Pigment': 50, 'Solvent': 26, 'Resin': 20}",medium,F5F5F5
PA6354,Blackout 5,42,51.26,Matte paint.,paint,BrandA,17.44,1.22,"(0.24, 0.28, 0.24)","{'Pigment': 58, 'Solvent': 28, 'Resin': 16}",low,2F4F4F
PA1036,Ocean 8,26,49.63,Premium paint.,paint,BrandC,17.49,1.35,"(0.3, 0.28, 0.29)","{'Pigment': 60, 'Solvent': 23, 'Resin': 17}",undefined,2F4F4F
PA7767,Ocean 1,33,46.85,Matte paint.,paint,BrandC,17.58,1.0,"(0.22, 0.24, 0.22)","{'Pigment': 59, 'Solvent': 25, 'Resin': 20}",undefined,D4AF37
PA5188,Blackout 1,27,31.77,High-durability paint.,paint,BrandA,17.52,1.26,"(0.25, 0.27, 0.24)","{'Pigment': 54, 'Solvent': 25, 'Resin': 16}",high,8B4513
PA9957,Sunset 8,9,50.42,Matte paint.,paint,BrandA,17.43,1.15,"(0.22, 0.21, 0.21)","{'Pigment': 52, 'Solvent': 26, 'Resin': 11}",high,8B4513
PA9352,Frost 6,14,30.37,High-durability paint.,paint,BrandC,17.44,1.41,"(0.27, 0.24, 0.27)","{'Pigment': 54, 'Solvent': 26, 'Resin': 14}",undefined,F5F5F5
PA5419,Sunset 6,10,36.29,Premium paint.,paint,BrandA,17.56,1.08,"(0.26, 0.2, 0.24)","{'Pigment': 57, 'Solvent': 25, 'Resin': 17}",medium,FF5733
PA4772,Ocean 6,7,45.62,High-durability paint.,paint,BrandC,17.4,1.41,"(0.29, 0.27, 0.28)","{'Pigment': 56, 'Solvent': 22, 'Resin': 15}",low,FF5733
PA9528,Ocean 3,3,57.84,Premium paint.,paint,BrandB,17.51,1.25,"(0.21, 0.23, 0.26)","{'Pigment': 60, 'Solvent': 29, 'Resin': 16}",low,FF0000
PA6448,Sunset 8,49,42.55,High-durability paint.,paint,BrandA,17.46,1.18,"(0.29, 0.2, 0.2)","{'Pigment': 59, 'Solvent': 21, 'Resin': 10}",undefined,DAA520
PA4007,Sky 6,22,38.42,Glossy paint.,paint,BrandC,17.49,1.18,"(0.22, 0.27, 0.23)","{'Pigment': 50, 'Solvent': 30, 'Resin': 16}",undefined,2980B9
PA3275,Blackout 9,35,39.46,Premium paint.,paint,BrandC,17.42,1.26,"(0.29, 0.3, 0.2)","{'Pigment': 56, 'Solvent': 30, 'Resin': 14}",medium,DAA520
PA3835,Sunset 6,46,46.47,Glossy paint.,paint,BrandA,17.46,1.39,"(0.21, 0.25, 0.29)","{'Pigment': 55, 'Solvent': 24, 'Resin': 17}",low,D4AF37
PA1387,Sunset 3,21,50.23,Premium paint.,paint,BrandB,17.44,1.28,"(0.24, 0.29, 0.23)","{'Pigment': 50, 'Solvent': 30, 'Resin': 12}",medium,D4AF37
PA5651,Sky 4,50,58.22,Matte paint.,paint,BrandB,17.56,1.47,"(0.24, 0.22, 0.23)","{'Pigment': 51, 'Solvent': 30, 'Resin': 17}",medium,2980B9
PA7043,Sky 9,47,53.22,Glossy paint.,paint,BrandC,17.58,1.14,"(0.25, 0.21, 0.28)","{'Pigment': 51, 'Solvent': 20, 'Resin': 16}",undefined,FF5733
PA2100,Blackout 2,18,55.15,Premium paint.,paint,BrandA,17.48,1.07,"(0.27, 0.29, 0.28)","{'Pigment': 59, 'Solvent': 22, 'Resin': 19}",undefined,DAA520
PA3922,Sky 3,6,33.61,Premium paint.,paint,BrandB,17.47,1.18,"(0.29, 0.25, 0.21)","{'Pigment': 60, 'Solvent': 21, 'Resin': 17}",low,F5F5F5
PA8147,Frost 2,42,49.89,Premium paint.,paint,BrandA,17.41,1.0,"(0.22, 0.27, 0.21)","{'Pigment': 56, 'Solvent': 22, 'Resin': 14}",low,708090
PA3580,Blackout 3,7,53.3,Glossy paint.,paint,BrandA,17.54,1.38,"(0.3, 0.23, 0.29)","{'Pigment': 58, 'Solvent': 22, 'Resin': 13}",medium,8B4513
PA7012,Frost 6,45,35.53,High-durability paint.,paint,BrandC,17.57,1.19,"(0.25, 0.2, 0.29)","{'Pigment': 57, 'Solvent': 30, 'Resin': 15}",medium,F5F5F5
PA2909,Blackout 1,37,56.64,Glossy paint.,paint,BrandA,17.42,1.32,"(0.3, 0.26, 0.24)","{'Pigment': 59, 'Solvent': 28, 'Resin': 14}",high,2F4F4F
PA5260,Ocean 5,30,32.72,Premium paint.,paint,BrandC,17.58,1.49,"(0.24, 0.2, 0.23)","{'Pigment': 59, 'Solvent': 27, 'Resin': 15}",low,F5F5F5
PA6651,Sunset 3,26,36.75,High-durability paint.,paint,BrandB,17.58,1.06,"(0.21, 0.21, 0.29)","{'Pigment': 57, 'Solvent': 28, 'Resin': 20}",high,708090
PA9360,Sky 6,48,34.88,Premium paint.,paint,BrandA,17.4,1.46,"(0.3, 0.21, 0.29)","{'Pigment': 56, 'Solvent': 25, 'Resin': 16}",medium,2F4F4F
PA5713,Blackout 1,14,45.76,Glossy paint.,paint,BrandB,17.51,1.17,"(0.23, 0.3, 0.2)","{'Pigment': 56, 'Solvent': 30, 'Resin': 11}",high,DAA520
PA2252,Ocean 5,15,40.5,Matte paint.,paint,BrandC,17.44,1.01,"(0.24, 0.26, 0.23)","{'Pigment': 57, 'Solvent': 22, 'Resin': 15}",medium,2980B9
PA2730,Blackout 7,10,32.28,Premium paint.,paint,BrandA,17.42,1.41,"(0.24, 0.2, 0.23)","{'Pigment': 51, 'Solvent': 24, 'Resin': 16}",undefined,F5DEB3
PA5338,Blackout 1,13,48.89,Glossy paint.,paint,BrandC,17.46,1.17,"(0.27, 0.3, 0.22)","{'Pigment': 60, 'Solvent': 28, 'Resin': 18}",high,FF5733
PA2287,Blackout 6,7,40.33,High-durability paint.,paint,BrandC,17.6,1.2,"(0.24, 0.27, 0.24)","{'Pigment': 59, 'Solvent': 30, 'Resin': 16}",medium,8B4513
PA2814,Sunset 8,10,30.1,Premium paint.,paint,BrandC,17.51,1.03,"(0.27, 0.23, 0.26)","{'Pigment': 51, 'Solvent': 24, 'Resin': 20}",high,FF5733
PA1984,Blackout 5,48,59.65,Matte paint.,paint,BrandB,17.53,1.04,"(0.28, 0.28, 0.25)","{'Pigment': 54, 'Solvent': 28, 'Resin': 19}",medium,F5DEB3
PA4203,Ocean 2,6,35.01,Glossy paint.,paint,BrandB,17.4,1.15,"(0.3, 0.27, 0.26)","{'Pigment': 57, 'Solvent': 22, 'Resin': 14}",undefined,DAA520
PA6421,Blackout 4,20,55.22,Glossy paint.,paint,BrandC,17.42,1.5,"(0.21, 0.21, 0.29)","{'Pigment': 52, 'Solvent': 24, 'Resin': 17}",low,FF5733
PA6726,Blackout 3,21,58.65,Matte paint.,paint,BrandC,17.41,1.14,"(0.2, 0.22, 0.27)","{'Pigment': 53, 'Solvent': 24, 'Resin': 11}",medium,DAA520
PA1422,Sunset 5,1,56.17,Matte paint.,paint,BrandA,17.47,1.24,"(0.21, 0.26, 0.27)","{'Pigment': 54, 'Solvent': 30, 'Resin': 12}",low,D4AF37
PA7770,Sky 3,49,34.1,Matte paint.,paint,BrandB,17.55,1.43,"(0.24, 0.29, 0.27)","{'Pigment': 58, 'Solvent': 27, 'Resin': 16}",high,2F4F4F
PA6494,Ocean 8,40,45.74,High-durability paint.,paint,BrandA,17.57,1.22,"(0.23, 0.28, 0.22)","{'Pigment': 56, 'Solvent': 25, 'Resin': 15}",medium,DAA520
PA5731,Blackout 3,38,30.13,High-durability paint.,paint,BrandA,17.41,1.17,"(0.24, 0.25, 0.25)","{'Pigment': 59, 'Solvent': 26, 'Resin': 15}",high,2F4F4F
PA4102,Sky 2,46,51.61,Glossy paint.,paint,BrandC,17.47,1.04,"(0.21, 0.25, 0.26)","{'Pigment': 53, 'Solvent': 26, 'Resin': 17}",undefined,F5DEB3
PA9078,Blackout 3,38,31.17,Matte paint.,paint,BrandB,17.56,1.11,"(0.28, 0.23, 0.26)","{'Pigment': 51, 'Solvent': 21, 'Resin': 20}",high,D4AF37
PA4065,Sunset 4,26,32.97,Premium paint.,paint,BrandA,17.56,1.35,"(0.25, 0.24, 0.2)","{'Pigment': 52, 'Solvent': 26, 'Resin': 10}",medium,D4AF37
PA2686,Blackout 9,28,31.86,Matte paint.,paint,BrandA,17.49,1.15,"(0.22, 0.26, 0.21)","{'Pigment': 60, 'Solvent': 27, 'Resin': 16}",undefined,708090
PA2268,Ocean 4,29,38.97,High-durability paint.,paint,BrandC,17.42,1.27,"(0.28, 0.27, 0.28)","{'Pigment': 56, 'Solvent': 30, 'Resin': 20}",undefined,DAA520
PA7086,Sky 1,4,44.87,Premium paint.,paint,BrandC,17.57,1.29,"(0.22, 0.23, 0.2)","{'Pigment': 51, 'Solvent': 27, 'Resin': 16}",medium,F5DEB3
PA8307,Blackout 4,34,59.25,High-durability paint.,paint,BrandB,17.46,1.15,"(0.25, 0.23, 0.26)","{'Pigment': 57, 'Solvent': 23, 'Resin': 10}",high,2980B9
PA6140,Blackout 6,25,40.44,Glossy paint.,paint,BrandB,17.57,1.43,"(0.27, 0.27, 0.21)","{'Pigment': 58, 'Solvent': 25, 'Resin': 10}",undefined,FF0000
PA7137,Blackout 7,1,39.53,Matte paint.,paint,BrandA,17.55,1.11,"(0.26, 0.22, 0.24)","{'Pigment': 54, 'Solvent': 23, 'Resin': 10}",undefined,D4AF37
PA2179,Sunset 1,19,45.95,Premium paint.,paint,BrandC,17.57,1.29,"(0.25, 0.27, 0.27)","{'Pigment': 56, 'Solvent': 30, 'Resin': 14}",high,2980B9
PA7910,Ocean 3,39,52.14,High-durability paint.,paint,BrandC,17.58,1.16,"(0.24, 0.21, 0.26)","{'Pigment': 59, 'Solvent': 28, 'Resin': 18}",undefined,D4AF37
PA3003,Sunset 1,8,49.32,Matte paint.,paint,BrandA,17.46,1.14,"(0.26, 0.2, 0.28)","{'Pigment': 57, 'Solvent': 26, 'Resin': 13}",low,F5DEB3
PA8086,Ocean 9,11,47.42,High-durability paint.,paint,BrandC,17.47,1.17,"(0.3, 0.23, 0.24)","{'Pigment': 53, 'Solvent': 28, 'Resin': 18}",high,8B4513
PA2446,Sunset 6,38,48.27,Matte paint.,paint,BrandB,17.52,1.1,"(0.23, 0.25, 0.25)","{'Pigment': 54, 'Solvent': 29, 'Resin': 15}",low,2980B9
PA2052,Sunset 9,36,55.06,Matte paint.,paint,BrandC,17.47,1.49,"(0.21, 0.2, 0.28)","{'Pigment': 54, 'Solvent': 23, 'Resin': 13}",low,F5F5F5
PA3219,Sky 5,46,55.71,Premium paint.,paint,BrandA,17.53,1.4,"(0.25, 0.26, 0.22)","{'Pigment': 53, 'Solvent': 22, 'Resin': 12}",undefined,D4AF37
PA8522,Frost 1,17,35.2,Matte paint.,paint,BrandC,17.46,1.41,"(0.25, 0.2, 0.24)","{'Pigment': 51, 'Solvent': 23, 'Resin': 16}",high,F5F5F5
PA5093,Sunset 5,15,59.48,Matte paint.,paint,BrandC,17.51,1.03,"(0.29, 0.23, 0.3)","{'Pigment': 60, 'Solvent': 20, 'Resin': 16}",low,708090
PA1470,Frost 8,48,50.91,Matte paint.,paint,BrandA,17.41,1.02,"(0.27, 0.27, 0.26)","{'Pigment': 53, 'Solvent': 25, 'Resin': 13}",medium,2F4F4F
PA8826,Ocean 3,44,52.62,Matte paint.,paint,BrandC,17.42,1.24,"(0.24, 0.24, 0.28)","{'Pigment': 51, 'Solvent': 25, 'Resin': 20}",medium,FF5733
PA4836,Blackout 7,35,51.23,High-durability paint.,paint,BrandA,17.53,1.41,"(0.23, 0.24, 0.26)","{'Pigment': 54, 'Solvent': 25, 'Resin': 13}",undefined,D4AF37
PA2002,Sunset 8,2,47.12,Glossy paint.,paint,BrandC,17.48,1.43,"(0.24, 0.21, 0.25)","{'Pigment': 55, 'Solvent': 26, 'Resin': 17}",high,F5F5F5
PA1638,Frost 4,16,44.61,Glossy paint.,paint,BrandA,17.49,1.39,"(0.25, 0.28, 0.29)","{'Pigment': 51, 'Solvent': 25, 'Resin': 14}",low,708090
PA8303,Blackout 1,2,43.47,Matte paint.,paint,BrandB,17.52,1.3,"(0.27, 0.29, 0.23)","{'Pigment': 55, 'Solvent': 20, 'Resin': 17}",undefined,2F4F4F
PA7618,Sunset 6,4,58.09,Matte paint.,paint,BrandA,17.57,1.42,"(0.25, 0.21, 0.23)","{'Pigment': 51, 'Solvent': 25, 'Resin': 19}",undefined,FF5733
PA2434,Blackout 3,39,53.19,Premium paint.,paint,BrandA,17.41,1.45,"(0.29, 0.27, 0.27)","{'Pigment': 55, 'Solvent': 22, 'Resin': 20}",low,FF0000
PA7361,Ocean 1,23,59.27,High-durability paint.,paint,BrandC,17.6,1.07,"(0.24, 0.27, 0.28)","{'Pigment': 59, 'Solvent': 26, 'Resin': 13}",medium,2980B9
PA9034,Frost 2,39,35.07,High-durability paint.,paint,BrandC,17.44,1.41,"(0.23, 0.27, 0.23)","{'Pigment': 57, 'Solvent': 23, 'Resin': 13}",low,2980B9
PA4896,Ocean 2,39,48.48,Premium paint.,paint,BrandB,17.47,1.08,"(0.27, 0.24, 0.26)","{'Pigment': 60, 'Solvent': 29, 'Resin': 16}",medium,708090
PA2204,Sky 8,27,39.9,Premium paint.,paint,BrandA,17.58,1.16,"(0.26, 0.2, 0.25)","{'Pigment': 54, 'Solvent': 27, 'Resin': 13}",undefined,FF0000
PA8949,Ocean 5,49,43.38,High-durability paint.,paint,BrandC,17.5,1.41,"(0.23, 0.25, 0.2)","{'Pigment': 51, 'Solvent': 23, 'Resin': 13}",high,2F4F4F
PA7095,Frost 8,24,58.55,Matte paint.,paint,BrandC,17.54,1.36,"(0.21, 0.29, 0.25)","{'Pigment': 51, 'Solvent': 20, 'Resin': 13}",medium,D4AF37
PA3573,Frost 2,5,42.85,Premium paint.,paint,BrandC,17.45,1.31,"(0.29, 0.23, 0.22)","{'Pigment': 55, 'Solvent': 21, 'Resin': 11}",low,2980B9
PA7048,Frost 7,4,41.63,Glossy paint.,paint,BrandB,17.46,1.43,"(0.2, 0.28, 0.25)","{'Pigment': 54, 'Solvent': 20, 'Resin': 11}",medium,DAA520
PA1098,Ocean 8,39,42.09,Premium paint.,paint,BrandA,17.49,1.41,"(0.26, 0.25, 0.28)","{'Pigment': 50, 'Solvent': 20, 'Resin': 12}",medium,DAA520
PA1281,Frost 1,39,55.03,High-durability paint.,paint,BrandC,17.45,1.02,"(0.21, 0.24, 0.23)","{'Pigment': 55, 'Solvent': 26, 'Resin': 11}",undefined,708090
PA8697,Ocean 8,50,50.45,High-durability paint.,paint,BrandB,17.55,1.12,"(0.29, 0.28, 0.26)","{'Pigment': 57, 'Solvent': 25, 'Resin': 14}",high,8B4513
PA8540,Frost 3,33,45.51,High-durability paint.,paint,BrandA,17.52,1.31,"(0.23, 0.3, 0.26)","{'Pigment': 58, 'Solvent': 20, 'Resin': 14}",high,2980B9
PA2359,Sunset 7,6,40.46,Premium paint.,paint,BrandC,17.43,1.26,"(0.25, 0.27, 0.24)","{'Pigment': 59, 'Solvent': 30, 'Resin': 13}",high,2980B9
PA5110,Sunset 4,24,39.91,High-durability paint.,paint,BrandA,17.5,1.1,"(0.2, 0.2, 0.2)","{'Pigment': 59, 'Solvent': 21, 'Resin': 15}",low,708090
PA3665,Sunset 8,44,38.56,Glossy paint.,paint,BrandA,17.41,1.23,"(0.22, 0.27, 0.28)","{'Pigment': 60, 'Solvent': 30, 'Resin': 15}",undefined,D4AF37
PA1034,Blackout 9,45,47.92,High-durability paint.,paint,BrandA,17.49,1.31,"(0.29, 0.26, 0.28)","{'Pigment': 58, 'Solvent': 22, 'Resin': 11}",high,F5F5F5
PA9291,Blackout 9,32,55.34,Premium paint.,paint,BrandA,17.48,1.23,"(0.23, 0.2, 0.29)","{'Pigment': 59, 'Solvent': 26, 'Resin': 14}",undefined,8B4513
PA7594,Sky 8,5,48.44,High-durability paint.,paint,BrandC,17.59,1.45,"(0.26, 0.28, 0.25)","{'Pigment': 53, 'Solvent': 29, 'Resin': 14}",high,2980B9
PA5001,Sunset 4,5,33.74,Premium paint.,paint,BrandA,17.57,1.34,"(0.21, 0.27, 0.24)","{'Pigment': 59, 'Solvent': 29, 'Resin': 19}",medium,708090
