id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,load_capacity,max_stress,tire_type
TI6952,SpeedMaster 8,4,103.54,Durable summer tire.,tire,BrandA,17.39,14.22,"(0.79, 0.73, 0.63)","{'Rubber': 84, 'Steel': 15}",low,363.6,866.9,summer
TI2246,EcoTread 3,43,159.54,Optimized off_road tire.,tire,BrandC,17.58,12.2,"(0.79, 0.61, 0.68)","{'Rubber': 80, 'Steel': 12}",low,485.9,978.0,off_road
TI2454,TrailRider 3,39,160.86,Durable summer tire.,tire,BrandE,17.56,12.33,"(0.62, 0.68, 0.61)","{'Rubber': 89, 'Steel': 14}",high,301.8,911.2,summer
TI7550,SnowGrip 4,36,157.46,Durable performance tire.,tire,BrandA,17.31,12.8,"(0.6, 0.64, 0.75)","{'Rubber': 83, 'Steel': 18}",medium,313.9,991.6,performance
TI7897,EcoTread 5,2,176.04,High-performance winter tire.,tire,BrandA,17.57,10.23,"(0.72, 0.76, 0.72)","{'Rubber': 88, 'Steel': 17}",high,304.6,817.1,winter
TI3427,EcoTread 7,9,138.2,Durable winter tire.,tire,BrandB,17.47,10.21,"(0.76, 0.61, 0.7)","{'Rubber': 81, 'Steel': 11}",high,576.3,954.5,winter
TI9039,AllRoad 7,37,140.48,Reliable performance tire.,tire,BrandE,17.55,14.96,"(0.71, 0.78, 0.7)","{'Rubber': 89, 'Steel': 17}",low,578.0,888.8,performance
TI4170,TrailRider 7,24,192.16,Optimized performance tire.,tire,BrandB,17.46,12.84,"(0.69, 0.8, 0.69)","{'Rubber': 85, 'Steel': 10}",high,565.3,748.5,performance
TI6452,EcoTread 9,40,121.0,Optimized performance tire.,tire,BrandB,17.39,10.6,"(0.78, 0.65, 0.7)","{'Rubber': 89, 'Steel': 15}",high,318.2,803.1,performance
TI3896,SnowGrip 1,49,170.2,Durable performance tire.,tire,BrandC,17.53,13.0,"(0.71, 0.74, 0.72)","{'Rubber': 84, 'Steel': 10}",medium,596.0,986.8,performance
TI1284,EcoTread 5,7,132.6,Optimized off_road tire.,tire,BrandA,17.59,12.66,"(0.64, 0.75, 0.68)","{'Rubber': 90, 'Steel': 11}",low,371.6,976.1,off_road
TI7542,EcoTread 2,3,147.83,Optimized performance tire.,tire,BrandB,17.41,11.39,"(0.63, 0.69, 0.71)","{'Rubber': 89, 'Steel': 17}",low,488.2,916.1,performance
TI8319,EcoTread 4,25,103.51,High-performance performance tire.,tire,BrandC,17.4,12.65,"(0.62, 0.77, 0.79)","{'Rubber': 86, 'Steel': 15}",low,320.0,924.8,performance
TI5538,SpeedMaster 9,13,167.37,Optimized all_season tire.,tire,BrandC,17.4,10.43,"(0.66, 0.79, 0.8)","{'Rubber': 80, 'Steel': 13}",low,469.2,816.2,all_season
TI1496,SpeedMaster 1,27,149.01,Durable winter tire.,tire,BrandC,17.39,12.21,"(0.67, 0.64, 0.78)","{'Rubber': 80, 'Steel': 14}",medium,379.7,956.9,winter
TI3009,EcoTread 4,8,156.84,Durable winter tire.,tire,BrandA,17.58,11.81,"(0.76, 0.69, 0.64)","{'Rubber': 84, 'Steel': 15}",low,313.5,918.3,winter
TI5482,SnowGrip 8,9,192.3,Optimized all_season tire.,tire,BrandB,17.53,10.92,"(0.66, 0.69, 0.62)","{'Rubber': 83, 'Steel': 13}",high,486.4,888.4,all_season
TI3059,TrailRider 2,14,122.36,Reliable summer tire.,tire,BrandB,17.43,10.05,"(0.7, 0.61, 0.69)","{'Rubber': 81, 'Steel': 19}",high,431.1,970.6,summer
TI5298,TrailRider 9,28,117.46,High-performance off_road tire.,tire,BrandB,17.58,13.86,"(0.78, 0.66, 0.79)","{'Rubber': 82, 'Steel': 20}",medium,307.2,846.5,off_road
TI5805,SnowGrip 6,2,155.15,Optimized winter tire.,tire,BrandB,17.47,11.66,"(0.78, 0.63, 0.66)","{'Rubber': 89, 'Steel': 14}",medium,323.0,786.3,winter
TI3016,AllRoad 5,32,164.66,Optimized performance tire.,tire,BrandE,17.52,11.14,"(0.76, 0.73, 0.71)","{'Rubber': 86, 'Steel': 16}",medium,491.9,987.4,performance
TI4430,SpeedMaster 7,48,115.04,Reliable performance tire.,tire,BrandE,17.59,10.91,"(0.68, 0.71, 0.62)","{'Rubber': 85, 'Steel': 11}",medium,594.0,817.9,performance
TI6975,AllRoad 4,47,174.51,Reliable all_season tire.,tire,BrandD,17.5,14.12,"(0.66, 0.7, 0.62)","{'Rubber': 85, 'Steel': 14}",high,358.0,738.4,all_season
TI3785,SpeedMaster 5,29,165.57,Optimized off_road tire.,tire,BrandB,17.42,11.21,"(0.76, 0.68, 0.76)","{'Rubber': 84, 'Steel': 18}",medium,301.4,849.8,off_road
TI1357,SpeedMaster 3,11,160.69,Durable performance tire.,tire,BrandC,17.32,10.73,"(0.72, 0.71, 0.73)","{'Rubber': 84, 'Steel': 11}",low,487.9,977.9,performance
TI5259,SpeedMaster 3,24,180.94,Reliable off_road tire.,tire,BrandA,17.54,11.25,"(0.77, 0.77, 0.76)","{'Rubber': 90, 'Steel': 11}",medium,506.5,853.8,off_road
TI4941,EcoTread 9,18,120.92,High-performance winter tire.,tire,BrandE,17.52,14.66,"(0.63, 0.63, 0.75)","{'Rubber': 82, 'Steel': 17}",low,385.2,862.9,winter
TI2722,AllRoad 3,46,161.25,Reliable winter tire.,tire,BrandB,17.35,12.26,"(0.61, 0.69, 0.73)","{'Rubber': 80, 'Steel': 11}",medium,541.0,744.8,winter
TI3952,SnowGrip 8,47,170.08,High-performance all_season tire.,tire,BrandD,17.45,13.55,"(0.65, 0.6, 0.64)","{'Rubber': 85, 'Steel': 12}",high,327.6,990.6,all_season
TI2854,AllRoad 3,28,132.23,Durable performance tire.,tire,BrandA,17.32,13.47,"(0.71, 0.77, 0.62)","{'Rubber': 81, 'Steel': 18}",high,446.4,915.9,performance
TI8024,SpeedMaster 5,25,197.51,Reliable summer tire.,tire,BrandE,17.58,10.75,"(0.73, 0.65, 0.67)","{'Rubber': 89, 'Steel': 12}",high,558.8,980.9,summer
TI3942,TrailRider 1,29,100.96,Reliable performance tire.,tire,BrandD,17.6,10.61,"(0.74, 0.71, 0.71)","{'Rubber': 88, 'Steel': 11}",medium,407.2,918.0,performance
TI9694,TrailRider 9,44,134.12,Reliable summer tire.,tire,BrandC,17.46,12.63,"(0.64, 0.73, 0.71)","{'Rubber': 89, 'Steel': 11}",high,492.5,779.7,summer
TI4571,EcoTread 5,12,126.42,Durable summer tire.,tire,BrandB,17.4,13.21,"(0.76, 0.68, 0.62)","{'Rubber': 82, 'Steel': 20}",high,556.7,938.1,summer
TI1249,TrailRider 7,49,111.04,Optimized performance tire.,tire,BrandC,17.41,12.6,"(0.67, 0.65, 0.65)","{'Rubber': 87, 'Steel': 14}",low,363.7,891.1,performance
TI2482,SpeedMaster 9,28,164.93,Durable performance tire.,tire,BrandE,17.56,13.25,"(0.65, 0.66, 0.79)","{'Rubber': 85, 'Steel': 15}",low,458.5,746.0,performance
TI6094,EcoTread 7,4,147.78,Reliable off_road tire.,tire,BrandD,17.56,14.59,"(0.78, 0.74, 0.75)","{'Rubber': 90, 'Steel': 20}",medium,534.3,969.5,off_road
TI5552,TrailRider 9,48,125.82,Durable performance tire.,tire,BrandA,17.44,11.51,"(0.62, 0.7, 0.76)","{'Rubber': 85, 'Steel': 14}",medium,595.6,887.3,performance
TI5943,SnowGrip 8,1,159.46,Optimized all_season tire.,tire,BrandB,17.6,14.37,"(0.68, 0.79, 0.63)","{'Rubber': 86, 'Steel': 15}",high,427.9,989.2,all_season
TI1179,SnowGrip 2,10,116.06,Reliable winter tire.,tire,BrandE,17.58,11.59,"(0.66, 0.78, 0.7)","{'Rubber': 89, 'Steel': 16}",low,474.0,812.0,winter
TI7571,SnowGrip 1,18,122.51,Durable summer tire.,tire,BrandC,17.45,14.1,"(0.61, 0.76, 0.75)","{'Rubber': 83, 'Steel': 17}",low,326.7,865.8,summer
TI4693,SpeedMaster 2,1,192.89,High-performance winter tire.,tire,BrandC,17.52,10.59,"(0.77, 0.61, 0.73)","{'Rubber': 82, 'Steel': 20}",medium,578.7,992.4,winter
TI5628,EcoTread 1,29,114.55,Durable off_road tire.,tire,BrandC,17.42,11.68,"(0.78, 0.65, 0.76)","{'Rubber': 82, 'Steel': 16}",low,578.0,762.2,off_road
TI2131,SpeedMaster 8,42,185.12,Reliable performance tire.,tire,BrandB,17.52,13.47,"(0.73, 0.7, 0.71)","{'Rubber': 89, 'Steel': 18}",high,589.5,907.8,performance
TI4077,SpeedMaster 3,34,138.5,Optimized winter tire.,tire,BrandD,17.38,13.03,"(0.71, 0.67, 0.74)","{'Rubber': 86, 'Steel': 17}",low,414.7,807.5,winter
TI4742,EcoTread 3,4,104.62,Optimized summer tire.,tire,BrandB,17.59,12.22,"(0.69, 0.64, 0.77)","{'Rubber': 81, 'Steel': 17}",high,577.5,910.2,summer
TI8900,SnowGrip 1,31,112.36,Durable winter tire.,tire,BrandE,17.48,12.66,"(0.65, 0.64, 0.65)","{'Rubber': 88, 'Steel': 20}",low,539.2,789.6,winter
TI6583,EcoTread 9,30,195.67,Reliable winter tire.,tire,BrandD,17.37,12.31,"(0.74, 0.6, 0.64)","{'Rubber': 81, 'Steel': 20}",high,559.4,840.3,winter
TI2208,SnowGrip 9,49,158.74,Durable summer tire.,tire,BrandD,17.4,14.34,"(0.66, 0.75, 0.63)","{'Rubber': 89, 'Steel': 17}",low,410.7,728.5,summer
TI9269,SpeedMaster 4,9,167.61,Reliable all_season tire.,tire,BrandB,17.45,13.63,"(0.8, 0.64, 0.61)","{'Rubber': 83, 'Steel': 20}",high,448.1,976.0,all_season
TI7794,SpeedMaster 2,32,109.62,Reliable all_season tire.,tire,BrandE,17.47,13.18,"(0.74, 0.61, 0.71)","{'Rubber': 88, 'Steel': 13}",high,553.2,845.1,all_season
TI4356,AllRoad 6,31,139.52,Reliable performance tire.,tire,BrandC,17.35,12.51,"(0.69, 0.77, 0.64)","{'Rubber': 81, 'Steel': 19}",high,511.3,947.0,performance
TI7887,TrailRider 6,12,190.79,High-performance summer tire.,tire,BrandE,17.59,13.03,"(0.76, 0.77, 0.76)","{'Rubber': 85, 'Steel': 18}",medium,556.7,968.8,summer
TI3319,SpeedMaster 5,15,196.87,High-performance performance tire.,tire,BrandB,17.4,13.14,"(0.75, 0.65, 0.62)","{'Rubber': 82, 'Steel': 20}",high,328.0,750.2,performance
TI8490,TrailRider 2,26,194.72,Optimized all_season tire.,tire,BrandB,17.36,14.28,"(0.68, 0.73, 0.65)","{'Rubber': 80, 'Steel': 15}",medium,484.8,954.6,all_season
TI6928,TrailRider 1,9,149.64,Durable off_road tire.,tire,BrandA,17.49,11.73,"(0.62, 0.7, 0.69)","{'Rubber': 87, 'Steel': 11}",high,569.7,717.2,off_road
TI2653,AllRoad 4,1,176.04,Durable off_road tire.,tire,BrandC,17.54,14.59,"(0.62, 0.73, 0.73)","{'Rubber': 80, 'Steel': 10}",low,404.5,914.4,off_road
TI4769,EcoTread 8,4,148.98,Durable performance tire.,tire,BrandC,17.55,12.09,"(0.69, 0.66, 0.68)","{'Rubber': 89, 'Steel': 13}",medium,405.5,996.3,performance
TI1588,SnowGrip 1,4,140.56,Optimized off_road tire.,tire,BrandA,17.4,14.77,"(0.62, 0.72, 0.75)","{'Rubber': 87, 'Steel': 16}",low,436.0,727.6,off_road
TI5948,EcoTread 6,29,189.94,Durable summer tire.,tire,BrandE,17.31,13.01,"(0.75, 0.64, 0.68)","{'Rubber': 86, 'Steel': 13}",medium,495.0,967.6,summer
TI2245,SnowGrip 8,46,136.19,High-performance off_road tire.,tire,BrandA,17.52,10.0,"(0.73, 0.72, 0.74)","{'Rubber': 88, 'Steel': 13}",medium,354.8,880.1,off_road
TI7763,AllRoad 1,5,121.11,Reliable winter tire.,tire,BrandE,17.46,12.78,"(0.66, 0.68, 0.66)","{'Rubber': 90, 'Steel': 17}",low,560.8,867.4,winter
TI7718,AllRoad 8,26,197.64,Durable summer tire.,tire,BrandB,17.45,11.5,"(0.7, 0.65, 0.71)","{'Rubber': 89, 'Steel': 12}",high,495.3,902.0,summer
TI4658,EcoTread 5,23,114.14,Durable all_season tire.,tire,BrandD,17.45,10.27,"(0.63, 0.62, 0.66)","{'Rubber': 90, 'Steel': 11}",medium,349.2,727.0,all_season
TI4829,AllRoad 1,8,136.37,Durable off_road tire.,tire,BrandE,17.42,12.35,"(0.69, 0.73, 0.63)","{'Rubber': 83, 'Steel': 15}",high,361.6,976.2,off_road
TI8559,SnowGrip 4,33,100.9,Reliable all_season tire.,tire,BrandC,17.33,10.76,"(0.68, 0.6, 0.79)","{'Rubber': 88, 'Steel': 20}",low,420.7,944.7,all_season
TI7848,EcoTread 6,20,113.24,High-performance summer tire.,tire,BrandA,17.32,11.19,"(0.74, 0.61, 0.68)","{'Rubber': 86, 'Steel': 16}",medium,311.1,768.4,summer
TI6687,EcoTread 7,4,150.69,Durable off_road tire.,tire,BrandA,17.56,13.7,"(0.7, 0.68, 0.77)","{'Rubber': 82, 'Steel': 15}",medium,427.3,954.6,off_road
TI9767,SnowGrip 4,16,114.44,High-performance off_road tire.,tire,BrandD,17.57,11.04,"(0.6, 0.8, 0.66)","{'Rubber': 90, 'Steel': 11}",high,452.7,961.9,off_road
TI6878,TrailRider 4,17,183.95,High-performance summer tire.,tire,BrandC,17.58,10.02,"(0.66, 0.67, 0.79)","{'Rubber': 81, 'Steel': 15}",low,431.3,939.1,summer
TI5440,TrailRider 2,8,163.94,Optimized winter tire.,tire,BrandE,17.57,12.51,"(0.7, 0.65, 0.68)","{'Rubber': 84, 'Steel': 11}",high,476.8,717.2,winter
TI3311,SpeedMaster 5,25,140.43,Durable all_season tire.,tire,BrandA,17.41,13.17,"(0.7, 0.74, 0.61)","{'Rubber': 82, 'Steel': 11}",medium,433.6,958.4,all_season
TI3859,AllRoad 2,36,196.23,High-performance all_season tire.,tire,BrandB,17.49,13.92,"(0.7, 0.78, 0.75)","{'Rubber': 80, 'Steel': 19}",high,490.0,766.5,all_season
TI2137,SnowGrip 4,14,170.28,Optimized summer tire.,tire,BrandE,17.48,13.03,"(0.65, 0.62, 0.65)","{'Rubber': 90, 'Steel': 16}",low,361.4,756.8,summer
TI4512,TrailRider 2,48,108.38,Reliable winter tire.,tire,BrandB,17.32,13.05,"(0.78, 0.72, 0.72)","{'Rubber': 81, 'Steel': 17}",low,541.8,880.6,winter
TI2546,SnowGrip 2,47,166.77,High-performance winter tire.,tire,BrandC,17.46,14.12,"(0.63, 0.78, 0.63)","{'Rubber': 80, 'Steel': 18}",high,576.8,761.5,winter
TI4052,TrailRider 9,44,170.77,Durable summer tire.,tire,BrandE,17.43,14.9,"(0.69, 0.65, 0.74)","{'Rubber': 81, 'Steel': 11}",low,400.3,817.6,summer
TI7013,SnowGrip 4,37,176.4,Reliable all_season tire.,tire,BrandB,17.37,14.72,"(0.7, 0.69, 0.64)","{'Rubber': 86, 'Steel': 11}",high,510.7,920.2,all_season
TI2338,TrailRider 3,19,148.77,Optimized summer tire.,tire,BrandA,17.38,11.06,"(0.6, 0.69, 0.71)","{'Rubber': 86, 'Steel': 16}",high,363.6,813.6,summer
TI5022,TrailRider 4,39,177.19,Durable off_road tire.,tire,BrandE,17.47,12.84,"(0.62, 0.65, 0.61)","{'Rubber': 88, 'Steel': 18}",medium,525.9,886.0,off_road
TI9399,SnowGrip 4,46,114.22,High-performance off_road tire.,tire,BrandC,17.49,12.7,"(0.69, 0.62, 0.76)","{'Rubber': 85, 'Steel': 13}",high,561.6,848.0,off_road
TI1517,AllRoad 7,35,114.23,Optimized performance tire.,tire,BrandB,17.31,11.98,"(0.68, 0.69, 0.8)","{'Rubber': 81, 'Steel': 14}",low,559.0,713.8,performance
TI3014,EcoTread 2,50,199.28,High-performance off_road tire.,tire,BrandD,17.33,14.42,"(0.63, 0.69, 0.69)","{'Rubber': 80, 'Steel': 11}",low,599.2,713.6,off_road
TI4980,TrailRider 5,18,149.1,Optimized all_season tire.,tire,BrandB,17.53,11.9,"(0.6, 0.62, 0.7)","{'Rubber': 83, 'Steel': 13}",high,510.8,955.2,all_season
TI2452,AllRoad 6,24,101.61,High-performance performance tire.,tire,BrandE,17.38,10.68,"(0.68, 0.73, 0.61)","{'Rubber': 85, 'Steel': 13}",low,454.6,976.8,performance
TI5291,EcoTread 3,1,101.19,Reliable all_season tire.,tire,BrandB,17.36,14.47,"(0.69, 0.63, 0.63)","{'Rubber': 86, 'Steel': 11}",high,550.3,918.6,all_season
TI4518,AllRoad 7,21,108.23,Optimized winter tire.,tire,BrandE,17.35,11.34,"(0.61, 0.64, 0.63)","{'Rubber': 86, 'Steel': 11}",medium,560.6,757.0,winter
TI5056,AllRoad 6,43,171.16,Reliable winter tire.,tire,BrandB,17.47,11.54,"(0.61, 0.68, 0.62)","{'Rubber': 83, 'Steel': 14}",medium,401.0,902.1,winter
TI1636,AllRoad 4,13,168.48,Reliable performance tire.,tire,BrandC,17.31,10.81,"(0.7, 0.78, 0.61)","{'Rubber': 83, 'Steel': 15}",high,573.2,931.9,performance
TI1951,TrailRider 4,8,134.42,Durable winter tire.,tire,BrandA,17.54,13.46,"(0.77, 0.6, 0.68)","{'Rubber': 89, 'Steel': 11}",medium,563.7,978.7,winter
TI8095,SpeedMaster 4,20,182.47,High-performance summer tire.,tire,BrandC,17.33,14.59,"(0.8, 0.76, 0.69)","{'Rubber': 86, 'Steel': 20}",high,584.6,981.2,summer
TI9315,EcoTread 1,6,105.75,Durable winter tire.,tire,BrandC,17.36,13.16,"(0.79, 0.78, 0.68)","{'Rubber': 89, 'Steel': 19}",medium,517.3,732.6,winter
TI8830,EcoTread 8,42,143.86,Durable performance tire.,tire,BrandD,17.5,12.34,"(0.65, 0.7, 0.67)","{'Rubber': 83, 'Steel': 19}",medium,521.3,841.6,performance
TI8397,SpeedMaster 5,13,107.84,Optimized all_season tire.,tire,BrandC,17.38,12.68,"(0.66, 0.69, 0.74)","{'Rubber': 89, 'Steel': 12}",medium,595.0,955.9,all_season
TI4009,SnowGrip 9,7,155.34,Optimized summer tire.,tire,BrandD,17.51,13.71,"(0.64, 0.63, 0.74)","{'Rubber': 88, 'Steel': 19}",high,560.1,802.7,summer
TI3418,SnowGrip 9,26,151.65,Optimized all_season tire.,tire,BrandE,17.36,14.77,"(0.64, 0.7, 0.69)","{'Rubber': 81, 'Steel': 10}",high,479.3,923.6,all_season
TI8528,AllRoad 6,21,144.06,Durable off_road tire.,tire,BrandB,17.48,11.2,"(0.7, 0.63, 0.61)","{'Rubber': 88, 'Steel': 17}",medium,559.1,839.0,off_road
TI6766,TrailRider 1,23,145.71,Reliable off_road tire.,tire,BrandA,17.34,13.05,"(0.61, 0.65, 0.79)","{'Rubber': 80, 'Steel': 20}",low,474.9,871.2,off_road
TI6711,SpeedMaster 4,29,196.37,Reliable performance tire.,tire,BrandE,17.5,11.93,"(0.65, 0.67, 0.76)","{'Rubber': 85, 'Steel': 15}",low,566.7,724.9,performance
TI1378,AllRoad 6,17,162.01,Optimized winter tire.,tire,BrandA,17.49,10.1,"(0.76, 0.78, 0.69)","{'Rubber': 80, 'Steel': 15}",high,375.5,850.2,winter
TI3039,AllRoad 4,35,139.45,High-performance performance tire.,tire,BrandD,17.55,14.94,"(0.68, 0.74, 0.8)","{'Rubber': 87, 'Steel': 10}",high,333.2,950.4,performance
TI9410,SnowGrip 3,18,122.65,Reliable performance tire.,tire,BrandC,17.45,13.87,"(0.78, 0.67, 0.63)","{'Rubber': 84, 'Steel': 20}",high,361.7,712.9,performance
TI2051,EcoTread 8,34,113.75,Optimized winter tire.,tire,BrandB,17.6,11.34,"(0.75, 0.61, 0.61)","{'Rubber': 90, 'Steel': 16}",medium,355.0,798.1,winter
TI2378,AllRoad 6,35,103.14,High-performance summer tire.,tire,BrandD,17.52,14.65,"(0.74, 0.7, 0.67)","{'Rubber': 84, 'Steel': 12}",high,564.6,762.3,summer
TI1366,SnowGrip 2,44,181.11,Optimized winter tire.,tire,BrandB,17.58,14.89,"(0.74, 0.66, 0.76)","{'Rubber': 88, 'Steel': 17}",medium,537.8,902.6,winter
TI4064,SnowGrip 9,31,174.07,Reliable all_season tire.,tire,BrandA,17.51,12.31,"(0.67, 0.74, 0.74)","{'Rubber': 84, 'Steel': 13}",high,316.2,954.2,all_season
TI3564,EcoTread 7,47,147.82,Optimized off_road tire.,tire,BrandC,17.53,12.82,"(0.8, 0.66, 0.69)","{'Rubber': 85, 'Steel': 12}",medium,345.2,726.4,off_road
TI9258,EcoTread 2,34,154.67,Durable summer tire.,tire,BrandE,17.52,10.17,"(0.66, 0.79, 0.64)","{'Rubber': 88, 'Steel': 19}",low,566.2,942.5,summer
TI6517,SpeedMaster 3,42,179.07,Reliable all_season tire.,tire,BrandA,17.59,10.11,"(0.63, 0.65, 0.78)","{'Rubber': 83, 'Steel': 17}",medium,537.0,937.0,all_season
TI9122,TrailRider 9,13,159.27,Durable off_road tire.,tire,BrandC,17.52,11.36,"(0.62, 0.71, 0.7)","{'Rubber': 83, 'Steel': 12}",medium,336.0,915.6,off_road
TI3923,TrailRider 1,7,150.29,Optimized all_season tire.,tire,BrandC,17.46,11.44,"(0.61, 0.65, 0.71)","{'Rubber': 88, 'Steel': 16}",medium,464.8,964.8,all_season
TI7616,AllRoad 2,10,109.3,High-performance all_season tire.,tire,BrandB,17.33,11.17,"(0.73, 0.75, 0.73)","{'Rubber': 85, 'Steel': 16}",medium,594.8,998.4,all_season
TI7545,SnowGrip 9,50,140.67,Optimized performance tire.,tire,BrandC,17.47,13.91,"(0.75, 0.62, 0.66)","{'Rubber': 85, 'Steel': 15}",high,596.2,986.7,performance
TI7470,SnowGrip 1,48,107.95,Optimized all_season tire.,tire,BrandD,17.56,11.07,"(0.78, 0.65, 0.62)","{'Rubber': 85, 'Steel': 19}",low,564.5,834.3,all_season
TI8751,EcoTread 8,50,129.34,Optimized all_season tire.,tire,BrandB,17.34,11.2,"(0.66, 0.66, 0.7)","{'Rubber': 83, 'Steel': 11}",medium,574.1,724.8,all_season
TI7876,TrailRider 8,5,146.19,Reliable off_road tire.,tire,BrandE,17.42,12.75,"(0.64, 0.66, 0.65)","{'Rubber': 89, 'Steel': 14}",high,426.7,711.3,off_road
TI4692,TrailRider 2,31,113.15,High-performance off_road tire.,tire,BrandE,17.47,14.63,"(0.62, 0.69, 0.6)","{'Rubber': 85, 'Steel': 12}",low,328.6,882.9,off_road
TI2122,TrailRider 9,39,187.22,Reliable summer tire.,tire,BrandC,17.51,11.35,"(0.63, 0.73, 0.75)","{'Rubber': 81, 'Steel': 15}",low,581.5,941.3,summer
TI4550,SpeedMaster 2,7,171.1,Reliable winter tire.,tire,BrandC,17.56,10.61,"(0.72, 0.74, 0.7)","{'Rubber': 89, 'Steel': 17}",medium,540.3,830.9,winter
TI3603,EcoTread 6,5,119.36,Reliable summer tire.,tire,BrandE,17.38,11.1,"(0.73, 0.67, 0.69)","{'Rubber': 89, 'Steel': 15}",low,342.3,981.6,summer
TI3115,AllRoad 8,22,157.15,Reliable off_road tire.,tire,BrandD,17.58,12.28,"(0.75, 0.79, 0.65)","{'Rubber': 88, 'Steel': 14}",low,422.4,841.9,off_road
TI6363,AllRoad 8,24,116.74,High-performance winter tire.,tire,BrandC,17.39,14.08,"(0.75, 0.73, 0.63)","{'Rubber': 82, 'Steel': 19}",low,584.7,987.8,winter
TI9799,SnowGrip 7,16,125.75,Durable performance tire.,tire,BrandC,17.37,13.12,"(0.68, 0.68, 0.63)","{'Rubber': 87, 'Steel': 20}",high,459.2,891.5,performance
TI4171,SnowGrip 4,6,164.09,Optimized all_season tire.,tire,BrandC,17.36,13.14,"(0.62, 0.72, 0.76)","{'Rubber': 88, 'Steel': 16}",low,496.5,773.1,all_season
TI9490,SpeedMaster 9,2,135.21,Optimized all_season tire.,tire,BrandD,17.56,13.92,"(0.71, 0.77, 0.69)","{'Rubber': 88, 'Steel': 13}",medium,489.5,857.9,all_season
TI1243,AllRoad 2,8,153.5,High-performance all_season tire.,tire,BrandB,17.59,10.4,"(0.63, 0.7, 0.74)","{'Rubber': 81, 'Steel': 14}",low,506.8,927.4,all_season
TI3240,EcoTread 5,39,189.21,Durable performance tire.,tire,BrandD,17.33,13.5,"(0.65, 0.78, 0.71)","{'Rubber': 84, 'Steel': 20}",high,450.5,898.2,performance
TI1366,SnowGrip 7,39,183.28,Optimized all_season tire.,tire,BrandE,17.52,11.59,"(0.7, 0.74, 0.61)","{'Rubber': 80, 'Steel': 18}",high,337.9,750.4,all_season
TI9844,EcoTread 8,48,109.2,Optimized performance tire.,tire,BrandE,17.42,13.43,"(0.61, 0.73, 0.74)","{'Rubber': 82, 'Steel': 17}",medium,440.1,833.9,performance
TI9397,TrailRider 4,49,199.88,Optimized all_season tire.,tire,BrandE,17.51,13.45,"(0.78, 0.73, 0.66)","{'Rubber': 85, 'Steel': 16}",medium,497.0,983.1,all_season
TI7214,SpeedMaster 6,9,169.16,Optimized performance tire.,tire,BrandE,17.59,13.04,"(0.67, 0.68, 0.72)","{'Rubber': 83, 'Steel': 20}",high,404.6,843.6,performance
TI4997,SnowGrip 5,32,103.2,Reliable all_season tire.,tire,BrandC,17.36,10.79,"(0.74, 0.65, 0.65)","{'Rubber': 88, 'Steel': 10}",medium,459.1,714.2,all_season
TI6272,AllRoad 7,35,177.04,High-performance winter tire.,tire,BrandD,17.48,12.85,"(0.66, 0.78, 0.72)","{'Rubber': 82, 'Steel': 19}",low,392.6,702.0,winter
TI7468,EcoTread 4,10,188.38,Durable off_road tire.,tire,BrandA,17.33,12.34,"(0.78, 0.78, 0.78)","{'Rubber': 90, 'Steel': 11}",high,308.6,871.4,off_road
TI3212,SnowGrip 9,36,148.74,Reliable all_season tire.,tire,BrandE,17.52,10.94,"(0.62, 0.66, 0.64)","{'Rubber': 87, 'Steel': 13}",low,481.0,879.6,all_season
TI1357,SnowGrip 6,16,161.0,Optimized summer tire.,tire,BrandE,17.39,10.67,"(0.66, 0.7, 0.78)","{'Rubber': 88, 'Steel': 13}",medium,307.2,902.1,summer
TI2946,AllRoad 6,33,173.74,Durable performance tire.,tire,BrandC,17.35,11.15,"(0.75, 0.66, 0.66)","{'Rubber': 85, 'Steel': 11}",medium,539.7,864.7,performance
TI6177,SnowGrip 8,23,122.12,High-performance winter tire.,tire,BrandB,17.56,14.23,"(0.78, 0.79, 0.61)","{'Rubber': 83, 'Steel': 20}",medium,498.3,951.5,winter
TI7943,SnowGrip 1,18,145.55,Optimized winter tire.,tire,BrandB,17.55,10.29,"(0.64, 0.63, 0.7)","{'Rubber': 82, 'Steel': 13}",low,326.9,788.3,winter
TI4084,SnowGrip 9,40,166.42,Reliable performance tire.,tire,BrandB,17.54,14.4,"(0.64, 0.66, 0.63)","{'Rubber': 85, 'Steel': 19}",low,580.0,954.4,performance
TI5872,AllRoad 5,33,145.39,High-performance performance tire.,tire,BrandE,17.3,11.61,"(0.67, 0.65, 0.69)","{'Rubber': 82, 'Steel': 20}",high,552.0,825.9,performance
TI1531,SpeedMaster 6,49,130.59,Reliable winter tire.,tire,BrandA,17.33,11.1,"(0.75, 0.67, 0.79)","{'Rubber': 83, 'Steel': 11}",medium,350.6,862.1,winter
TI4413,SnowGrip 9,5,111.96,Optimized winter tire.,tire,BrandC,17.41,13.13,"(0.72, 0.68, 0.72)","{'Rubber': 90, 'Steel': 18}",low,585.3,931.4,winter
TI8960,SpeedMaster 9,30,140.85,High-performance summer tire.,tire,BrandA,17.53,14.53,"(0.73, 0.79, 0.73)","{'Rubber': 85, 'Steel': 12}",high,473.5,768.9,summer
