id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,suspension_type
SU3416,ShockMaster 5,41,253.32,Reliable spring suspension.,suspension,BrandC,17.59,9.91,"(0.59, 0.51, 0.71)","{'Steel': 60, 'Rubber': 26}",high,1705.3,spring
SU6073,AirRide 9,44,176.93,High-performance air suspension.,suspension,BrandE,17.37,8.19,"(0.58, 0.79, 0.76)","{'Steel': 76, 'Rubber': 27}",medium,1683.8,air
SU5722,TrailShock 2,22,208.92,Reliable leaf_spring suspension.,suspension,BrandB,17.6,9.34,"(0.74, 0.67, 0.56)","{'Steel': 68, 'Rubber': 40}",high,1373.2,leaf_spring
SU8400,SmoothDrive 3,17,284.01,Reliable coilover suspension.,suspension,BrandE,17.32,8.04,"(0.63, 0.51, 0.66)","{'Steel': 61, 'Rubber': 40}",low,1345.5,coilover
SU8970,AirRide 3,7,228.39,Advanced spring suspension.,suspension,BrandD,17.37,7.61,"(0.72, 0.55, 0.59)","{'Steel': 77, 'Rubber': 30}",low,1797.9,spring
SU4845,SpringFlex 9,27,194.55,Durable hydraulic suspension.,suspension,BrandD,17.55,9.8,"(0.5, 0.66, 0.71)","{'Steel': 77, 'Rubber': 35}",high,1672.8,hydraulic
SU4769,AirRide 9,48,282.95,Durable air suspension.,suspension,BrandA,17.33,9.29,"(0.69, 0.61, 0.77)","{'Steel': 66, 'Rubber': 29}",high,1432.8,air
SU9941,SpringFlex 8,26,257.9,Durable spring suspension.,suspension,BrandD,17.42,7.39,"(0.5, 0.73, 0.68)","{'Steel': 78, 'Rubber': 29}",medium,1246.3,spring
SU9516,TrailShock 5,3,246.29,Reliable air suspension.,suspension,BrandA,17.57,7.69,"(0.73, 0.77, 0.62)","{'Steel': 77, 'Rubber': 38}",low,1311.7,air
SU9662,TrailShock 2,15,235.23,Reliable spring suspension.,suspension,BrandB,17.48,8.77,"(0.56, 0.68, 0.71)","{'Steel': 67, 'Rubber': 25}",low,1574.1,spring
SU5176,SpringFlex 1,18,218.54,Durable air suspension.,suspension,BrandE,17.43,7.62,"(0.6, 0.65, 0.75)","{'Steel': 66, 'Rubber': 20}",high,1226.0,air
SU8361,SmoothDrive 3,10,232.06,High-performance hydraulic suspension.,suspension,BrandC,17.49,8.46,"(0.52, 0.76, 0.61)","{'Steel': 72, 'Rubber': 20}",high,1614.0,hydraulic
SU1608,AirRide 2,36,273.7,Reliable coilover suspension.,suspension,BrandE,17.48,9.43,"(0.74, 0.77, 0.62)","{'Steel': 61, 'Rubber': 35}",low,1394.5,coilover
SU9856,SmoothDrive 2,2,227.54,Durable coilover suspension.,suspension,BrandD,17.58,7.49,"(0.8, 0.73, 0.69)","{'Steel': 77, 'Rubber': 30}",high,1353.5,coilover
SU5497,AirRide 5,7,200.4,Advanced air suspension.,suspension,BrandE,17.32,8.57,"(0.54, 0.68, 0.54)","{'Steel': 72, 'Rubber': 24}",high,1597.4,air
SU7362,ShockMaster 5,25,261.49,Advanced leaf_spring suspension.,suspension,BrandE,17.51,8.18,"(0.68, 0.78, 0.61)","{'Steel': 61, 'Rubber': 25}",low,1262.8,leaf_spring
SU9528,SmoothDrive 6,1,185.15,High-performance coilover suspension.,suspension,BrandD,17.56,8.48,"(0.78, 0.64, 0.78)","{'Steel': 69, 'Rubber': 26}",medium,1418.9,coilover
SU3635,SmoothDrive 6,47,169.3,Durable leaf_spring suspension.,suspension,BrandD,17.36,9.72,"(0.52, 0.7, 0.63)","{'Steel': 66, 'Rubber': 28}",low,1609.6,leaf_spring
SU3893,TrailShock 3,40,265.86,Durable leaf_spring suspension.,suspension,BrandC,17.4,7.66,"(0.72, 0.64, 0.5)","{'Steel': 69, 'Rubber': 32}",medium,1298.3,leaf_spring
SU7846,SpringFlex 2,43,211.09,Advanced leaf_spring suspension.,suspension,BrandB,17.45,7.28,"(0.66, 0.66, 0.64)","{'Steel': 63, 'Rubber': 39}",medium,1585.9,leaf_spring
SU8643,SpringFlex 7,1,190.05,Reliable hydraulic suspension.,suspension,BrandD,17.37,9.36,"(0.73, 0.68, 0.59)","{'Steel': 66, 'Rubber': 38}",high,1488.1,hydraulic
SU6154,SpringFlex 4,7,251.07,High-performance spring suspension.,suspension,BrandD,17.37,7.02,"(0.74, 0.54, 0.68)","{'Steel': 61, 'Rubber': 26}",low,1329.9,spring
SU3720,TrailShock 9,36,181.79,Durable leaf_spring suspension.,suspension,BrandA,17.49,9.82,"(0.78, 0.78, 0.66)","{'Steel': 60, 'Rubber': 37}",high,1765.2,leaf_spring
SU7391,SpringFlex 8,35,180.21,High-performance hydraulic suspension.,suspension,BrandC,17.41,7.79,"(0.54, 0.72, 0.6)","{'Steel': 71, 'Rubber': 39}",low,1217.2,hydraulic
SU8337,ShockMaster 2,4,194.59,Advanced hydraulic suspension.,suspension,BrandB,17.31,8.93,"(0.6, 0.73, 0.71)","{'Steel': 73, 'Rubber': 29}",low,1655.6,hydraulic
SU8805,TrailShock 9,7,236.75,Advanced spring suspension.,suspension,BrandB,17.43,7.53,"(0.56, 0.56, 0.77)","{'Steel': 64, 'Rubber': 34}",medium,1768.6,spring
SU4726,ShockMaster 1,23,180.17,High-performance leaf_spring suspension.,suspension,BrandA,17.43,7.23,"(0.66, 0.67, 0.64)","{'Steel': 80, 'Rubber': 40}",medium,1748.7,leaf_spring
SU8588,ShockMaster 6,50,221.22,Durable spring suspension.,suspension,BrandB,17.33,8.87,"(0.71, 0.65, 0.62)","{'Steel': 69, 'Rubber': 20}",medium,1648.4,spring
SU1142,AirRide 1,41,209.68,Advanced hydraulic suspension.,suspension,BrandD,17.36,8.64,"(0.67, 0.72, 0.71)","{'Steel': 68, 'Rubber': 37}",medium,1236.7,hydraulic
SU4120,SpringFlex 2,4,157.96,Durable air suspension.,suspension,BrandD,17.56,9.82,"(0.71, 0.76, 0.74)","{'Steel': 68, 'Rubber': 33}",medium,1248.9,air
SU1243,ShockMaster 8,10,255.03,Advanced air suspension.,suspension,BrandE,17.34,7.95,"(0.79, 0.77, 0.62)","{'Steel': 78, 'Rubber': 24}",high,1546.6,air
SU7911,SpringFlex 2,39,218.59,Advanced hydraulic suspension.,suspension,BrandB,17.51,8.22,"(0.78, 0.78, 0.54)","{'Steel': 79, 'Rubber': 35}",low,1544.1,hydraulic
SU6724,TrailShock 4,46,178.45,Advanced spring suspension.,suspension,BrandC,17.37,7.09,"(0.58, 0.73, 0.6)","{'Steel': 80, 'Rubber': 26}",medium,1678.3,spring
SU3289,TrailShock 9,38,202.39,Advanced leaf_spring suspension.,suspension,BrandE,17.49,8.8,"(0.63, 0.74, 0.6)","{'Steel': 61, 'Rubber': 38}",low,1482.4,leaf_spring
SU1029,ShockMaster 2,18,235.17,Reliable spring suspension.,suspension,BrandD,17.55,7.34,"(0.61, 0.76, 0.62)","{'Steel': 60, 'Rubber': 24}",high,1318.0,spring
SU1011,TrailShock 4,47,204.14,Durable spring suspension.,suspension,BrandD,17.41,7.23,"(0.66, 0.7, 0.72)","{'Steel': 63, 'Rubber': 32}",low,1763.8,spring
SU7569,TrailShock 4,37,174.65,Reliable air suspension.,suspension,BrandA,17.49,9.14,"(0.51, 0.66, 0.76)","{'Steel': 62, 'Rubber': 22}",high,1404.5,air
SU3304,SpringFlex 5,45,183.44,High-performance coilover suspension.,suspension,BrandE,17.57,8.31,"(0.74, 0.65, 0.79)","{'Steel': 65, 'Rubber': 30}",high,1669.7,coilover
SU5752,SmoothDrive 4,41,247.64,High-performance spring suspension.,suspension,BrandE,17.55,9.7,"(0.6, 0.58, 0.64)","{'Steel': 80, 'Rubber': 36}",high,1445.7,spring
SU7526,TrailShock 6,38,272.25,High-performance leaf_spring suspension.,suspension,BrandB,17.43,7.03,"(0.51, 0.6, 0.69)","{'Steel': 66, 'Rubber': 39}",medium,1378.9,leaf_spring
SU4415,AirRide 7,27,185.98,Reliable air suspension.,suspension,BrandD,17.46,9.14,"(0.65, 0.52, 0.56)","{'Steel': 70, 'Rubber': 39}",medium,1722.9,air
SU8166,AirRide 9,2,244.09,High-performance air suspension.,suspension,BrandE,17.39,8.05,"(0.78, 0.72, 0.66)","{'Steel': 62, 'Rubber': 22}",high,1686.9,air
SU1441,SmoothDrive 6,1,174.17,Durable coilover suspension.,suspension,BrandA,17.52,9.54,"(0.69, 0.61, 0.55)","{'Steel': 67, 'Rubber': 30}",low,1712.7,coilover
SU3059,SpringFlex 8,29,153.97,High-performance hydraulic suspension.,suspension,BrandE,17.41,7.25,"(0.54, 0.66, 0.66)","{'Steel': 79, 'Rubber': 23}",high,1368.9,hydraulic
SU6188,AirRide 8,9,205.98,Reliable air suspension.,suspension,BrandB,17.56,7.61,"(0.58, 0.63, 0.6)","{'Steel': 61, 'Rubber': 35}",high,1761.4,air
SU4111,AirRide 4,43,226.03,Reliable spring suspension.,suspension,BrandB,17.32,9.55,"(0.73, 0.75, 0.66)","{'Steel': 71, 'Rubber': 37}",low,1554.6,spring
SU7414,SpringFlex 2,40,164.81,High-performance spring suspension.,suspension,BrandE,17.53,7.62,"(0.78, 0.77, 0.69)","{'Steel': 73, 'Rubber': 21}",medium,1445.6,spring
SU8429,SmoothDrive 2,14,200.81,Advanced hydraulic suspension.,suspension,BrandC,17.57,9.55,"(0.71, 0.8, 0.69)","{'Steel': 64, 'Rubber': 33}",medium,1389.5,hydraulic
SU4123,ShockMaster 2,10,190.72,Durable hydraulic suspension.,suspension,BrandD,17.55,7.47,"(0.55, 0.6, 0.5)","{'Steel': 62, 'Rubber': 30}",medium,1677.5,hydraulic
SU8594,SpringFlex 7,4,153.14,Durable air suspension.,suspension,BrandC,17.48,7.45,"(0.7, 0.61, 0.62)","{'Steel': 62, 'Rubber': 35}",low,1695.6,air
SU7283,SmoothDrive 6,1,216.12,Durable hydraulic suspension.,suspension,BrandC,17.52,8.49,"(0.64, 0.65, 0.5)","{'Steel': 79, 'Rubber': 28}",medium,1681.7,hydraulic
SU4144,SpringFlex 4,6,277.67,Reliable leaf_spring suspension.,suspension,BrandB,17.34,8.19,"(0.76, 0.69, 0.59)","{'Steel': 60, 'Rubber': 20}",high,1626.5,leaf_spring
SU5619,SpringFlex 4,44,250.7,Advanced leaf_spring suspension.,suspension,BrandB,17.55,9.73,"(0.54, 0.73, 0.74)","{'Steel': 78, 'Rubber': 38}",low,1759.8,leaf_spring
SU2954,ShockMaster 1,38,248.35,Reliable hydraulic suspension.,suspension,BrandC,17.37,8.39,"(0.57, 0.64, 0.68)","{'Steel': 66, 'Rubber': 39}",low,1265.3,hydraulic
SU8515,SmoothDrive 8,49,227.25,Durable hydraulic suspension.,suspension,BrandA,17.36,8.57,"(0.55, 0.62, 0.68)","{'Steel': 67, 'Rubber': 28}",medium,1341.9,hydraulic
SU1949,AirRide 1,5,175.54,Advanced coilover suspension.,suspension,BrandD,17.59,8.35,"(0.59, 0.57, 0.51)","{'Steel': 75, 'Rubber': 35}",high,1312.6,coilover
SU1191,ShockMaster 1,20,276.41,Advanced hydraulic suspension.,suspension,BrandB,17.49,8.71,"(0.56, 0.64, 0.71)","{'Steel': 75, 'Rubber': 25}",low,1232.7,hydraulic
SU8960,AirRide 2,14,226.76,High-performance hydraulic suspension.,suspension,BrandB,17.51,9.38,"(0.62, 0.74, 0.65)","{'Steel': 73, 'Rubber': 32}",high,1683.3,hydraulic
SU8506,AirRide 3,38,178.46,Advanced coilover suspension.,suspension,BrandA,17.49,9.7,"(0.56, 0.68, 0.68)","{'Steel': 72, 'Rubber': 32}",high,1482.8,coilover
SU8019,TrailShock 9,6,232.3,Advanced spring suspension.,suspension,BrandB,17.55,9.46,"(0.55, 0.64, 0.71)","{'Steel': 77, 'Rubber': 30}",high,1445.5,spring
SU2102,SpringFlex 6,32,262.45,High-performance spring suspension.,suspension,BrandD,17.44,7.03,"(0.73, 0.55, 0.64)","{'Steel': 79, 'Rubber': 22}",low,1644.3,spring
SU4536,SmoothDrive 5,32,206.95,High-performance spring suspension.,suspension,BrandD,17.54,8.72,"(0.53, 0.62, 0.67)","{'Steel': 64, 'Rubber': 40}",high,1273.7,spring
SU5703,AirRide 9,41,256.92,Reliable coilover suspension.,suspension,BrandB,17.59,8.33,"(0.73, 0.6, 0.5)","{'Steel': 61, 'Rubber': 38}",high,1268.0,coilover
SU9534,ShockMaster 5,33,270.12,Reliable leaf_spring suspension.,suspension,BrandB,17.45,9.17,"(0.57, 0.78, 0.78)","{'Steel': 64, 'Rubber': 26}",low,1343.3,leaf_spring
SU6159,AirRide 3,50,208.74,Advanced leaf_spring suspension.,suspension,BrandD,17.34,7.42,"(0.6, 0.66, 0.71)","{'Steel': 66, 'Rubber': 25}",medium,1360.4,leaf_spring
SU6531,TrailShock 1,25,228.29,Durable coilover suspension.,suspension,BrandC,17.43,8.67,"(0.58, 0.78, 0.54)","{'Steel': 76, 'Rubber': 40}",low,1246.8,coilover
SU6491,SmoothDrive 6,40,193.54,Reliable hydraulic suspension.,suspension,BrandD,17.34,9.08,"(0.62, 0.65, 0.65)","{'Steel': 67, 'Rubber': 25}",low,1650.9,hydraulic
SU9491,SpringFlex 1,9,151.5,Reliable coilover suspension.,suspension,BrandC,17.39,7.56,"(0.74, 0.68, 0.68)","{'Steel': 79, 'Rubber': 28}",medium,1394.5,coilover
SU4392,SpringFlex 4,4,244.75,High-performance coilover suspension.,suspension,BrandB,17.48,8.1,"(0.53, 0.57, 0.79)","{'Steel': 68, 'Rubber': 24}",medium,1560.5,coilover
SU9298,ShockMaster 4,39,210.78,Reliable hydraulic suspension.,suspension,BrandA,17.53,8.78,"(0.56, 0.79, 0.56)","{'Steel': 66, 'Rubber': 40}",high,1653.4,hydraulic
SU3154,ShockMaster 8,29,179.56,Durable leaf_spring suspension.,suspension,BrandD,17.31,9.18,"(0.68, 0.55, 0.72)","{'Steel': 62, 'Rubber': 24}",medium,1529.3,leaf_spring
SU5195,SpringFlex 3,8,199.37,High-performance hydraulic suspension.,suspension,BrandD,17.48,9.09,"(0.7, 0.65, 0.75)","{'Steel': 79, 'Rubber': 34}",low,1350.7,hydraulic
SU6297,SpringFlex 2,30,202.0,High-performance coilover suspension.,suspension,BrandA,17.31,9.4,"(0.63, 0.61, 0.51)","{'Steel': 71, 'Rubber': 22}",high,1333.7,coilover
SU6673,SmoothDrive 9,9,234.16,Reliable air suspension.,suspension,BrandC,17.6,9.26,"(0.61, 0.69, 0.65)","{'Steel': 79, 'Rubber': 23}",high,1622.8,air
SU6831,SpringFlex 6,46,249.96,Advanced hydraulic suspension.,suspension,BrandA,17.3,9.04,"(0.68, 0.69, 0.6)","{'Steel': 62, 'Rubber': 22}",low,1690.7,hydraulic
SU4041,SpringFlex 9,12,212.07,Durable air suspension.,suspension,BrandC,17.32,7.65,"(0.55, 0.75, 0.58)","{'Steel': 68, 'Rubber': 33}",low,1727.5,air
SU6019,AirRide 6,45,233.49,Durable air suspension.,suspension,BrandA,17.48,7.66,"(0.55, 0.7, 0.54)","{'Steel': 62, 'Rubber': 29}",medium,1609.8,air
SU3790,AirRide 4,44,240.59,Reliable hydraulic suspension.,suspension,BrandB,17.34,7.72,"(0.61, 0.57, 0.76)","{'Steel': 65, 'Rubber': 34}",low,1299.2,hydraulic
SU9053,SpringFlex 7,16,153.79,Advanced leaf_spring suspension.,suspension,BrandC,17.34,8.32,"(0.61, 0.6, 0.51)","{'Steel': 80, 'Rubber': 35}",high,1699.5,leaf_spring
SU6361,ShockMaster 9,29,244.87,Durable air suspension.,suspension,BrandD,17.58,8.94,"(0.63, 0.7, 0.72)","{'Steel': 73, 'Rubber': 37}",medium,1680.5,air
SU8592,SmoothDrive 5,48,259.85,Advanced leaf_spring suspension.,suspension,BrandD,17.49,7.09,"(0.64, 0.71, 0.61)","{'Steel': 74, 'Rubber': 40}",low,1563.8,leaf_spring
SU9523,SmoothDrive 4,22,230.8,High-performance hydraulic suspension.,suspension,BrandB,17.45,8.82,"(0.62, 0.63, 0.56)","{'Steel': 79, 'Rubber': 25}",high,1683.8,hydraulic
SU6606,ShockMaster 4,34,179.2,Advanced leaf_spring suspension.,suspension,BrandB,17.4,9.18,"(0.58, 0.78, 0.71)","{'Steel': 69, 'Rubber': 32}",low,1485.4,leaf_spring
SU6099,SpringFlex 3,25,234.23,Durable spring suspension.,suspension,BrandE,17.4,7.28,"(0.76, 0.5, 0.5)","{'Steel': 68, 'Rubber': 22}",high,1374.0,spring
SU5642,SpringFlex 6,30,262.62,Durable air suspension.,suspension,BrandE,17.32,7.14,"(0.5, 0.62, 0.59)","{'Steel': 65, 'Rubber': 26}",high,1575.1,air
SU8551,TrailShock 5,27,279.03,Durable hydraulic suspension.,suspension,BrandC,17.6,9.47,"(0.65, 0.66, 0.51)","{'Steel': 63, 'Rubber': 32}",high,1297.7,hydraulic
SU5974,TrailShock 2,36,193.43,Advanced air suspension.,suspension,BrandB,17.49,9.16,"(0.77, 0.71, 0.79)","{'Steel': 75, 'Rubber': 36}",low,1487.1,air
SU1133,SmoothDrive 1,32,227.5,High-performance air suspension.,suspension,BrandE,17.57,7.13,"(0.73, 0.65, 0.52)","{'Steel': 64, 'Rubber': 23}",low,1624.0,air
SU4615,SpringFlex 5,31,228.78,Durable coilover suspension.,suspension,BrandA,17.54,7.99,"(0.64, 0.6, 0.6)","{'Steel': 66, 'Rubber': 37}",low,1458.2,coilover
SU2415,AirRide 7,47,218.34,Durable leaf_spring suspension.,suspension,BrandC,17.43,9.63,"(0.74, 0.53, 0.64)","{'Steel': 62, 'Rubber': 38}",medium,1516.6,leaf_spring
SU8019,SpringFlex 7,34,272.75,Advanced spring suspension.,suspension,BrandD,17.38,8.98,"(0.54, 0.52, 0.64)","{'Steel': 71, 'Rubber': 22}",medium,1351.7,spring
SU8033,TrailShock 2,8,152.09,Advanced hydraulic suspension.,suspension,BrandC,17.39,8.64,"(0.51, 0.7, 0.63)","{'Steel': 80, 'Rubber': 24}",low,1730.4,hydraulic
SU2121,TrailShock 1,2,292.9,Advanced air suspension.,suspension,BrandA,17.57,9.72,"(0.61, 0.62, 0.58)","{'Steel': 75, 'Rubber': 26}",high,1473.8,air
SU6183,SmoothDrive 7,6,150.48,Durable coilover suspension.,suspension,BrandD,17.55,7.62,"(0.61, 0.72, 0.63)","{'Steel': 67, 'Rubber': 39}",high,1731.9,coilover
SU2624,AirRide 4,32,219.24,Advanced leaf_spring suspension.,suspension,BrandA,17.42,9.11,"(0.69, 0.74, 0.58)","{'Steel': 76, 'Rubber': 27}",low,1575.5,leaf_spring
SU7125,SpringFlex 5,37,277.13,Advanced hydraulic suspension.,suspension,BrandB,17.56,9.62,"(0.75, 0.8, 0.51)","{'Steel': 67, 'Rubber': 24}",medium,1511.0,hydraulic
SU4000,SmoothDrive 3,26,205.73,Advanced air suspension.,suspension,BrandD,17.5,7.96,"(0.68, 0.58, 0.59)","{'Steel': 63, 'Rubber': 35}",high,1520.5,air
SU7387,AirRide 4,11,281.87,High-performance coilover suspension.,suspension,BrandB,17.41,8.61,"(0.77, 0.55, 0.71)","{'Steel': 72, 'Rubber': 35}",medium,1778.3,coilover
SU3597,AirRide 7,12,227.71,Reliable spring suspension.,suspension,BrandA,17.46,9.5,"(0.76, 0.78, 0.69)","{'Steel': 70, 'Rubber': 28}",high,1226.2,spring
SU8024,SpringFlex 1,48,156.05,Advanced coilover suspension.,suspension,BrandA,17.45,8.09,"(0.61, 0.63, 0.71)","{'Steel': 70, 'Rubber': 33}",medium,1660.0,coilover
SU2772,SpringFlex 1,37,181.77,Reliable hydraulic suspension.,suspension,BrandA,17.36,9.36,"(0.74, 0.79, 0.79)","{'Steel': 64, 'Rubber': 26}",low,1225.3,hydraulic
SU4088,ShockMaster 2,30,204.04,Reliable leaf_spring suspension.,suspension,BrandA,17.46,7.89,"(0.71, 0.77, 0.71)","{'Steel': 79, 'Rubber': 24}",low,1346.5,leaf_spring
SU7526,SmoothDrive 1,36,213.7,Durable air suspension.,suspension,BrandA,17.4,9.62,"(0.54, 0.73, 0.58)","{'Steel': 61, 'Rubber': 25}",low,1206.7,air
SU4237,SmoothDrive 8,23,235.77,Reliable spring suspension.,suspension,BrandA,17.31,7.36,"(0.53, 0.75, 0.63)","{'Steel': 61, 'Rubber': 33}",low,1554.3,spring
SU1371,ShockMaster 3,10,192.21,Reliable leaf_spring suspension.,suspension,BrandA,17.47,7.42,"(0.77, 0.55, 0.64)","{'Steel': 60, 'Rubber': 22}",medium,1309.6,leaf_spring
SU7073,SpringFlex 9,15,249.55,Durable leaf_spring suspension.,suspension,BrandC,17.48,9.01,"(0.77, 0.75, 0.72)","{'Steel': 62, 'Rubber': 36}",medium,1354.3,leaf_spring
SU9322,ShockMaster 7,35,272.76,Reliable coilover suspension.,suspension,BrandD,17.58,7.05,"(0.64, 0.67, 0.51)","{'Steel': 65, 'Rubber': 31}",low,1502.0,coilover
SU6284,SpringFlex 1,46,158.5,Reliable hydraulic suspension.,suspension,BrandA,17.43,7.79,"(0.6, 0.66, 0.51)","{'Steel': 73, 'Rubber': 30}",medium,1336.1,hydraulic
SU1677,SpringFlex 3,33,240.0,Reliable coilover suspension.,suspension,BrandE,17.45,7.86,"(0.59, 0.51, 0.58)","{'Steel': 70, 'Rubber': 39}",high,1414.6,coilover
SU9093,SpringFlex 8,24,207.53,High-performance hydraulic suspension.,suspension,BrandA,17.47,8.66,"(0.61, 0.59, 0.63)","{'Steel': 70, 'Rubber': 25}",low,1480.0,hydraulic
SU3567,SpringFlex 9,26,192.96,Advanced leaf_spring suspension.,suspension,BrandA,17.38,7.51,"(0.62, 0.73, 0.69)","{'Steel': 74, 'Rubber': 23}",medium,1299.1,leaf_spring
SU3523,SmoothDrive 9,49,299.14,Reliable hydraulic suspension.,suspension,BrandE,17.48,9.81,"(0.69, 0.57, 0.78)","{'Steel': 74, 'Rubber': 37}",medium,1516.9,hydraulic
SU4837,SpringFlex 9,23,288.05,Advanced air suspension.,suspension,BrandA,17.39,8.17,"(0.52, 0.59, 0.71)","{'Steel': 74, 'Rubber': 25}",medium,1238.8,air
SU2445,TrailShock 9,42,204.92,Durable coilover suspension.,suspension,BrandC,17.35,9.39,"(0.64, 0.57, 0.68)","{'Steel': 69, 'Rubber': 40}",high,1234.3,coilover
SU3193,AirRide 7,24,284.89,High-performance hydraulic suspension.,suspension,BrandB,17.32,9.19,"(0.52, 0.75, 0.72)","{'Steel': 79, 'Rubber': 21}",medium,1550.1,hydraulic
SU3279,SmoothDrive 8,16,180.44,High-performance spring suspension.,suspension,BrandE,17.32,8.79,"(0.54, 0.55, 0.57)","{'Steel': 62, 'Rubber': 32}",high,1211.9,spring
SU9079,TrailShock 6,43,177.31,High-performance spring suspension.,suspension,BrandB,17.41,7.77,"(0.67, 0.69, 0.74)","{'Steel': 66, 'Rubber': 36}",low,1466.2,spring
SU3751,TrailShock 1,19,167.72,High-performance spring suspension.,suspension,BrandA,17.48,7.3,"(0.72, 0.64, 0.68)","{'Steel': 74, 'Rubber': 21}",high,1529.6,spring
SU4794,ShockMaster 1,35,177.48,High-performance spring suspension.,suspension,BrandD,17.58,7.05,"(0.57, 0.79, 0.6)","{'Steel': 65, 'Rubber': 21}",medium,1322.1,spring
SU2785,ShockMaster 3,46,202.8,Advanced leaf_spring suspension.,suspension,BrandA,17.45,8.69,"(0.69, 0.71, 0.63)","{'Steel': 80, 'Rubber': 34}",high,1696.2,leaf_spring
SU9194,ShockMaster 1,21,175.82,Reliable leaf_spring suspension.,suspension,BrandA,17.54,8.68,"(0.79, 0.57, 0.65)","{'Steel': 62, 'Rubber': 35}",low,1546.8,leaf_spring
SU4134,AirRide 7,41,265.91,High-performance leaf_spring suspension.,suspension,BrandA,17.4,8.8,"(0.51, 0.77, 0.73)","{'Steel': 72, 'Rubber': 28}",high,1356.0,leaf_spring
SU7235,ShockMaster 7,24,164.04,Advanced air suspension.,suspension,BrandD,17.46,9.6,"(0.54, 0.53, 0.74)","{'Steel': 68, 'Rubber': 30}",high,1678.8,air
SU8461,TrailShock 5,19,214.2,High-performance air suspension.,suspension,BrandD,17.43,8.92,"(0.65, 0.54, 0.5)","{'Steel': 79, 'Rubber': 31}",high,1500.2,air
SU9490,SpringFlex 4,14,259.66,Reliable spring suspension.,suspension,BrandC,17.46,7.0,"(0.72, 0.55, 0.6)","{'Steel': 70, 'Rubber': 27}",medium,1555.7,spring
SU5153,SpringFlex 1,3,208.21,Advanced spring suspension.,suspension,BrandE,17.48,8.58,"(0.65, 0.63, 0.56)","{'Steel': 62, 'Rubber': 40}",high,1638.6,spring
SU9542,AirRide 9,49,210.51,Durable leaf_spring suspension.,suspension,BrandC,17.43,9.49,"(0.66, 0.67, 0.62)","{'Steel': 61, 'Rubber': 21}",low,1701.9,leaf_spring
SU7529,SmoothDrive 8,47,209.66,High-performance spring suspension.,suspension,BrandA,17.33,8.69,"(0.55, 0.57, 0.58)","{'Steel': 69, 'Rubber': 25}",low,1341.7,spring
SU8204,ShockMaster 3,30,278.99,Advanced hydraulic suspension.,suspension,BrandC,17.57,7.1,"(0.64, 0.67, 0.79)","{'Steel': 79, 'Rubber': 34}",low,1791.8,hydraulic
SU1848,AirRide 7,44,286.34,Reliable air suspension.,suspension,BrandB,17.39,9.06,"(0.55, 0.8, 0.54)","{'Steel': 80, 'Rubber': 40}",low,1719.1,air
SU2537,AirRide 7,15,257.76,Advanced hydraulic suspension.,suspension,BrandE,17.41,8.33,"(0.51, 0.55, 0.66)","{'Steel': 69, 'Rubber': 35}",high,1231.0,hydraulic
SU5748,SmoothDrive 9,46,194.25,Reliable coilover suspension.,suspension,BrandA,17.58,8.08,"(0.73, 0.51, 0.58)","{'Steel': 74, 'Rubber': 39}",low,1502.4,coilover
SU4607,TrailShock 2,38,298.66,High-performance leaf_spring suspension.,suspension,BrandB,17.34,9.0,"(0.75, 0.58, 0.54)","{'Steel': 62, 'Rubber': 22}",medium,1383.7,leaf_spring
SU4734,AirRide 2,13,263.85,Advanced coilover suspension.,suspension,BrandE,17.59,7.89,"(0.65, 0.79, 0.63)","{'Steel': 66, 'Rubber': 40}",medium,1215.2,coilover
SU7203,ShockMaster 9,48,206.28,High-performance spring suspension.,suspension,BrandE,17.36,8.77,"(0.79, 0.6, 0.6)","{'Steel': 74, 'Rubber': 37}",medium,1229.6,spring
SU8080,ShockMaster 4,45,270.41,High-performance hydraulic suspension.,suspension,BrandB,17.54,9.56,"(0.63, 0.68, 0.6)","{'Steel': 61, 'Rubber': 40}",high,1799.7,hydraulic
SU7646,AirRide 4,40,225.35,Advanced coilover suspension.,suspension,BrandE,17.31,8.22,"(0.6, 0.7, 0.69)","{'Steel': 75, 'Rubber': 37}",medium,1629.5,coilover
SU3137,AirRide 5,43,171.9,Durable coilover suspension.,suspension,BrandC,17.43,9.33,"(0.51, 0.54, 0.74)","{'Steel': 74, 'Rubber': 23}",medium,1756.8,coilover
SU8872,ShockMaster 5,30,242.76,Advanced coilover suspension.,suspension,BrandE,17.4,8.95,"(0.78, 0.67, 0.5)","{'Steel': 62, 'Rubber': 38}",medium,1307.7,coilover
SU9857,TrailShock 4,21,288.58,Durable air suspension.,suspension,BrandB,17.32,8.79,"(0.76, 0.62, 0.79)","{'Steel': 80, 'Rubber': 28}",high,1393.4,air
SU7878,SmoothDrive 9,36,255.88,Durable coilover suspension.,suspension,BrandD,17.35,9.45,"(0.5, 0.6, 0.64)","{'Steel': 67, 'Rubber': 25}",medium,1301.2,coilover
SU6507,SmoothDrive 2,4,171.6,Durable leaf_spring suspension.,suspension,BrandC,17.42,7.07,"(0.65, 0.63, 0.64)","{'Steel': 69, 'Rubber': 29}",low,1504.7,leaf_spring
