id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,display_type
IN1359,AutoConnect 9,15,208.71,Feature-rich infotainment system.,infotainment,BrandA,17.08,2.41,"(0.86, 0.86, 0.79)","{'Glass': 53, 'Plastic': 52}",undefined,9.4,2.2,20.68,4217,4,oled
IN2686,SmartDash 7,13,216.74,Compact infotainment system.,infotainment,BrandC,17.83,2.61,"(0.82, 0.55, 0.73)","{'Glass': 45, 'Plastic': 45}",medium,5.8,1.2,6.96,3888,47,led
IN4391,InfoStar 5,27,303.59,Advanced infotainment system.,infotainment,BrandA,17.44,2.04,"(0.51, 0.87, 0.87)","{'Glass': 52, 'Plastic': 48}",low,9.7,1.3,12.61,2888,-7,oled
IN2617,InfoStar 2,15,356.42,Feature-rich infotainment system.,infotainment,BrandD,17.74,2.01,"(0.77, 0.54, 0.63)","{'Glass': 60, 'Plastic': 46}",medium,6.7,2.6,17.42,3285,22,oled
IN8904,DriveVision 8,44,429.56,Feature-rich infotainment system.,infotainment,BrandD,17.23,2.97,"(0.63, 0.74, 0.51)","{'Glass': 47, 'Plastic': 59}",undefined,8.2,1.8,14.76,3701,35,oled
IN8442,SmartDash 8,6,248.78,High-resolution infotainment system.,infotainment,BrandA,17.15,2.98,"(0.98, 0.89, 0.73)","{'Glass': 59, 'Plastic': 50}",low,9.2,2.3,21.16,2378,33,tft
IN6509,SmartDash 6,11,443.28,Advanced infotainment system.,infotainment,BrandD,17.85,2.78,"(0.84, 0.96, 0.86)","{'Glass': 42, 'Plastic': 53}",medium,5.5,1.2,6.6,2876,29,led
IN8150,SmartDash 2,17,256.91,Feature-rich infotainment system.,infotainment,BrandB,17.15,2.57,"(0.88, 0.6, 0.69)","{'Glass': 45, 'Plastic': 43}",medium,8.3,2.6,21.58,2138,21,oled
IN1281,AutoConnect 6,43,200.69,Feature-rich infotainment system.,infotainment,BrandD,17.42,2.92,"(0.59, 0.75, 0.97)","{'Glass': 41, 'Plastic': 56}",high,6.0,1.4,8.4,3116,-5,tft
IN2757,SmartDash 9,45,301.79,Advanced infotainment system.,infotainment,BrandA,17.75,2.67,"(0.95, 0.72, 0.76)","{'Glass': 54, 'Plastic': 55}",low,9.8,2.5,24.5,4919,50,led
IN5971,DriveVision 3,4,432.81,Compact infotainment system.,infotainment,BrandC,17.05,2.25,"(0.72, 0.97, 0.52)","{'Glass': 42, 'Plastic': 45}",undefined,7.3,1.7,12.41,2397,15,led
IN2676,SmartDash 1,3,459.42,Feature-rich infotainment system.,infotainment,BrandC,17.29,2.47,"(0.84, 0.79, 0.64)","{'Glass': 56, 'Plastic': 44}",medium,7.2,1.0,7.2,3650,32,oled
IN4629,SmartDash 5,30,377.65,High-resolution infotainment system.,infotainment,BrandB,17.62,2.45,"(0.74, 0.69, 0.92)","{'Glass': 54, 'Plastic': 52}",high,9.2,1.8,16.56,3152,59,oled
IN7706,SmartDash 2,40,273.32,High-resolution infotainment system.,infotainment,BrandB,17.99,2.95,"(0.74, 0.61, 0.73)","{'Glass': 57, 'Plastic': 50}",undefined,11.7,2.0,23.4,2317,33,lcd
IN8407,DriveVision 8,21,406.18,High-resolution infotainment system.,infotainment,BrandB,17.42,2.12,"(0.63, 0.58, 0.54)","{'Glass': 45, 'Plastic': 59}",medium,8.9,1.2,10.68,4132,35,tft
IN7106,DriveVision 7,27,408.69,High-resolution infotainment system.,infotainment,BrandA,17.02,2.57,"(0.98, 0.73, 0.86)","{'Glass': 53, 'Plastic': 42}",low,7.6,3.0,22.8,2831,-1,led
IN2938,DriveVision 6,24,318.38,Feature-rich infotainment system.,infotainment,BrandD,17.75,2.05,"(0.69, 0.65, 0.98)","{'Glass': 57, 'Plastic': 60}",undefined,11.8,1.2,14.16,3540,-3,lcd
IN7556,SmartDash 7,2,416.06,Feature-rich infotainment system.,infotainment,BrandB,17.25,2.79,"(0.59, 0.69, 0.96)","{'Glass': 40, 'Plastic': 45}",low,7.2,2.7,19.44,4386,15,lcd
IN3448,SmartDash 5,27,437.63,High-resolution infotainment system.,infotainment,BrandB,17.38,2.96,"(0.99, 1.0, 0.67)","{'Glass': 59, 'Plastic': 50}",low,7.0,2.2,15.4,4276,29,lcd
IN7680,AutoConnect 1,1,469.15,Compact infotainment system.,infotainment,BrandD,17.32,2.84,"(0.76, 0.69, 0.86)","{'Glass': 40, 'Plastic': 46}",low,9.1,2.1,19.11,2305,5,led
IN4200,DriveVision 4,49,281.04,Compact infotainment system.,infotainment,BrandD,17.9,2.9,"(1.0, 0.86, 0.75)","{'Glass': 41, 'Plastic': 55}",low,11.6,1.5,17.4,3522,7,tft
IN1946,DriveVision 3,20,490.86,Compact infotainment system.,infotainment,BrandB,17.29,2.3,"(0.64, 0.71, 0.88)","{'Glass': 45, 'Plastic': 40}",high,11.4,1.2,13.68,2984,-5,tft
IN6214,AutoConnect 7,42,408.48,High-resolution infotainment system.,infotainment,BrandB,17.24,2.74,"(0.93, 0.74, 0.55)","{'Glass': 42, 'Plastic': 40}",high,5.3,2.2,11.66,4440,26,lcd
IN5249,AutoConnect 4,24,241.97,Advanced infotainment system.,infotainment,BrandD,17.03,2.38,"(0.5, 0.83, 0.98)","{'Glass': 41, 'Plastic': 48}",low,9.8,1.9,18.62,2467,-6,lcd
IN8246,AutoConnect 9,9,447.64,Feature-rich infotainment system.,infotainment,BrandC,17.83,2.77,"(1.0, 0.65, 0.54)","{'Glass': 47, 'Plastic': 49}",low,11.9,2.0,23.8,4700,42,led
IN5282,DriveVision 4,37,370.69,Advanced infotainment system.,infotainment,BrandB,17.5,2.39,"(0.52, 0.65, 0.6)","{'Glass': 40, 'Plastic': 40}",high,6.7,2.9,19.43,3993,38,led
IN8333,AutoConnect 4,29,418.59,Compact infotainment system.,infotainment,BrandA,17.67,2.46,"(0.91, 0.5, 0.96)","{'Glass': 43, 'Plastic': 52}",undefined,9.4,2.7,25.38,2925,12,led
IN2374,AutoConnect 1,46,379.35,Advanced infotainment system.,infotainment,BrandA,17.01,2.75,"(0.66, 0.57, 0.92)","{'Glass': 51, 'Plastic': 52}",medium,11.4,1.6,18.24,3970,23,led
IN1269,SmartDash 6,20,380.53,Advanced infotainment system.,infotainment,BrandB,17.49,2.8,"(0.81, 0.92, 0.64)","{'Glass': 57, 'Plastic': 51}",undefined,7.5,1.0,7.5,3615,48,led
IN1742,DriveVision 6,46,316.65,Feature-rich infotainment system.,infotainment,BrandB,17.4,2.45,"(0.98, 0.85, 0.97)","{'Glass': 50, 'Plastic': 59}",low,10.3,2.7,27.81,4135,51,lcd
IN5137,InfoStar 7,33,246.25,Advanced infotainment system.,infotainment,BrandC,17.29,2.49,"(0.72, 0.76, 0.99)","{'Glass': 52, 'Plastic': 46}",low,8.6,1.1,9.46,4877,13,lcd
IN3405,AutoConnect 1,11,250.13,Compact infotainment system.,infotainment,BrandD,17.26,2.97,"(0.88, 0.57, 0.72)","{'Glass': 50, 'Plastic': 45}",high,9.0,1.6,14.4,3082,29,tft
IN5922,InfoStar 8,12,459.61,Compact infotainment system.,infotainment,BrandA,17.89,2.26,"(0.89, 0.59, 0.89)","{'Glass': 54, 'Plastic': 44}",high,5.5,1.3,7.15,3753,31,led
IN3969,AutoConnect 4,38,356.44,Advanced infotainment system.,infotainment,BrandA,17.01,2.82,"(0.72, 0.6, 0.95)","{'Glass': 58, 'Plastic': 55}",high,6.6,2.0,13.2,3371,11,tft
IN6940,DriveVision 2,35,313.57,Advanced infotainment system.,infotainment,BrandD,17.58,2.78,"(0.54, 0.51, 0.51)","{'Glass': 46, 'Plastic': 57}",undefined,5.2,1.8,9.36,4907,22,tft
IN9363,InfoStar 1,43,488.29,Feature-rich infotainment system.,infotainment,BrandC,17.58,2.14,"(0.59, 0.51, 0.79)","{'Glass': 60, 'Plastic': 59}",undefined,11.9,1.9,22.61,4260,33,oled
IN1771,InfoStar 5,49,340.97,Advanced infotainment system.,infotainment,BrandA,17.25,2.78,"(0.93, 0.93, 0.64)","{'Glass': 42, 'Plastic': 54}",undefined,10.2,1.9,19.38,3779,44,oled
IN4321,AutoConnect 7,35,422.77,Compact infotainment system.,infotainment,BrandD,17.86,2.91,"(0.78, 0.99, 0.94)","{'Glass': 53, 'Plastic': 53}",high,12.0,2.7,32.4,2736,28,oled
IN8520,DriveVision 3,40,485.07,Compact infotainment system.,infotainment,BrandB,17.54,2.36,"(0.76, 0.66, 0.74)","{'Glass': 47, 'Plastic': 59}",medium,5.0,1.3,6.5,2254,27,tft
IN3939,DriveVision 7,28,481.56,Feature-rich infotainment system.,infotainment,BrandB,17.1,2.46,"(0.73, 0.83, 0.5)","{'Glass': 54, 'Plastic': 57}",undefined,11.1,2.9,32.19,4064,16,tft
IN5454,AutoConnect 3,17,468.21,Feature-rich infotainment system.,infotainment,BrandD,17.07,2.85,"(0.52, 0.71, 0.94)","{'Glass': 59, 'Plastic': 55}",undefined,11.5,2.8,32.2,4684,58,tft
IN1704,InfoStar 8,30,499.85,Advanced infotainment system.,infotainment,BrandB,17.24,2.41,"(0.94, 0.69, 0.87)","{'Glass': 44, 'Plastic': 60}",low,11.2,1.6,17.92,2168,2,oled
IN9415,AutoConnect 9,39,390.98,High-resolution infotainment system.,infotainment,BrandA,17.81,2.95,"(0.57, 0.82, 0.99)","{'Glass': 54, 'Plastic': 53}",low,9.1,2.5,22.75,3589,5,oled
IN7210,AutoConnect 8,33,267.17,Advanced infotainment system.,infotainment,BrandD,17.39,2.38,"(0.6, 0.84, 0.85)","{'Glass': 58, 'Plastic': 54}",high,10.3,1.2,12.36,3239,53,oled
IN4294,InfoStar 3,8,210.25,Feature-rich infotainment system.,infotainment,BrandD,17.3,2.8,"(0.81, 0.96, 0.68)","{'Glass': 45, 'Plastic': 42}",low,8.2,1.5,12.3,3702,26,tft
IN9697,AutoConnect 7,48,340.88,Feature-rich infotainment system.,infotainment,BrandA,17.05,2.91,"(0.74, 0.9, 0.99)","{'Glass': 40, 'Plastic': 44}",medium,7.5,2.1,15.75,2862,54,lcd
IN9220,DriveVision 2,4,482.31,High-resolution infotainment system.,infotainment,BrandA,17.45,2.88,"(0.5, 0.78, 0.64)","{'Glass': 52, 'Plastic': 41}",high,6.6,2.7,17.82,3824,32,tft
IN2204,DriveVision 9,41,483.81,Feature-rich infotainment system.,infotainment,BrandC,17.64,2.41,"(0.97, 0.84, 0.77)","{'Glass': 55, 'Plastic': 59}",undefined,8.2,2.9,23.78,3423,38,led
IN4696,SmartDash 1,1,468.23,Advanced infotainment system.,infotainment,BrandD,17.19,2.55,"(0.85, 0.82, 0.73)","{'Glass': 48, 'Plastic': 48}",low,9.2,1.1,10.12,2946,38,lcd
IN8743,SmartDash 3,24,330.27,High-resolution infotainment system.,infotainment,BrandD,17.86,2.39,"(0.71, 0.66, 0.86)","{'Glass': 53, 'Plastic': 51}",low,7.5,1.4,10.5,3522,41,oled
IN3637,AutoConnect 9,14,481.58,High-resolution infotainment system.,infotainment,BrandA,17.07,2.86,"(0.53, 0.88, 0.86)","{'Glass': 56, 'Plastic': 56}",undefined,5.9,2.0,11.8,2498,-4,led
IN3382,SmartDash 5,36,304.94,Compact infotainment system.,infotainment,BrandC,17.2,2.35,"(0.79, 0.93, 0.51)","{'Glass': 45, 'Plastic': 46}",medium,7.7,2.7,20.79,2171,46,tft
IN5811,SmartDash 8,41,466.79,High-resolution infotainment system.,infotainment,BrandD,17.62,2.71,"(0.65, 0.88, 0.66)","{'Glass': 54, 'Plastic': 51}",high,10.2,1.7,17.34,2352,44,led
IN3668,InfoStar 7,38,308.35,Feature-rich infotainment system.,infotainment,BrandA,18.0,2.85,"(0.75, 0.83, 0.57)","{'Glass': 54, 'Plastic': 59}",high,8.3,1.3,10.79,3417,11,lcd
IN4619,AutoConnect 9,16,314.22,Compact infotainment system.,infotainment,BrandD,17.92,2.51,"(0.85, 0.85, 0.74)","{'Glass': 40, 'Plastic': 57}",low,8.6,2.2,18.92,4003,33,oled
IN4770,InfoStar 1,30,353.72,Advanced infotainment system.,infotainment,BrandD,17.49,2.73,"(0.62, 0.78, 0.71)","{'Glass': 43, 'Plastic': 58}",low,5.0,2.0,10.0,4157,46,oled
IN2291,SmartDash 3,29,342.45,Feature-rich infotainment system.,infotainment,BrandC,17.17,2.68,"(0.51, 0.92, 0.63)","{'Glass': 52, 'Plastic': 56}",low,5.1,1.8,9.18,3851,36,led
IN7153,SmartDash 7,46,257.33,High-resolution infotainment system.,infotainment,BrandD,17.56,2.69,"(0.55, 0.63, 0.52)","{'Glass': 58, 'Plastic': 47}",medium,5.0,2.5,12.5,2255,49,led
IN2684,InfoStar 8,45,297.1,Feature-rich infotainment system.,infotainment,BrandA,17.39,2.41,"(0.89, 0.75, 0.91)","{'Glass': 49, 'Plastic': 54}",undefined,9.2,2.1,19.32,2850,52,oled
IN4133,InfoStar 6,25,276.83,Feature-rich infotainment system.,infotainment,BrandA,17.63,2.74,"(0.66, 0.56, 0.93)","{'Glass': 47, 'Plastic': 56}",undefined,5.5,1.5,8.25,3994,-1,lcd
IN8605,DriveVision 4,35,221.07,Advanced infotainment system.,infotainment,BrandD,17.0,2.49,"(0.79, 0.6, 0.59)","{'Glass': 55, 'Plastic': 49}",medium,10.3,1.4,14.42,3071,7,lcd
IN4624,DriveVision 1,43,273.54,Compact infotainment system.,infotainment,BrandA,17.18,2.7,"(0.77, 0.59, 0.65)","{'Glass': 45, 'Plastic': 51}",medium,5.0,1.1,5.5,2176,16,tft
IN6222,DriveVision 4,18,258.58,Compact infotainment system.,infotainment,BrandA,17.07,2.25,"(0.73, 0.99, 0.65)","{'Glass': 52, 'Plastic': 50}",high,7.7,1.8,13.86,2657,4,tft
IN1296,SmartDash 1,46,242.97,Advanced infotainment system.,infotainment,BrandA,17.18,2.37,"(0.5, 0.8, 0.62)","{'Glass': 60, 'Plastic': 52}",medium,9.2,2.4,22.08,2611,26,lcd
IN2913,AutoConnect 9,43,349.53,High-resolution infotainment system.,infotainment,BrandC,17.82,2.3,"(0.71, 0.77, 0.88)","{'Glass': 50, 'Plastic': 41}",undefined,6.9,1.1,7.59,3160,30,lcd
IN4376,InfoStar 7,13,451.97,Advanced infotainment system.,infotainment,BrandB,17.46,2.62,"(0.54, 0.72, 0.54)","{'Glass': 57, 'Plastic': 46}",undefined,10.1,2.8,28.28,4588,-3,oled
IN2017,SmartDash 2,50,311.06,Feature-rich infotainment system.,infotainment,BrandC,17.12,2.47,"(0.82, 0.99, 0.6)","{'Glass': 41, 'Plastic': 53}",medium,9.4,2.8,26.32,2240,16,lcd
IN7393,InfoStar 1,32,332.42,High-resolution infotainment system.,infotainment,BrandA,17.51,2.82,"(0.89, 0.73, 0.76)","{'Glass': 56, 'Plastic': 54}",high,5.7,1.3,7.41,4636,-5,oled
IN7652,AutoConnect 7,39,241.07,Advanced infotainment system.,infotainment,BrandD,17.86,2.07,"(0.54, 0.87, 0.78)","{'Glass': 40, 'Plastic': 42}",undefined,9.5,1.4,13.3,4763,23,oled
IN6744,SmartDash 5,44,380.05,Compact infotainment system.,infotainment,BrandB,17.45,2.45,"(0.93, 0.95, 0.52)","{'Glass': 57, 'Plastic': 55}",low,8.0,2.9,23.2,2593,35,tft
IN5419,InfoStar 5,15,275.36,Compact infotainment system.,infotainment,BrandA,17.13,2.39,"(0.77, 0.96, 0.97)","{'Glass': 40, 'Plastic': 59}",high,9.6,1.6,15.36,4985,24,led
IN6599,DriveVision 6,18,469.52,Compact infotainment system.,infotainment,BrandD,17.74,2.26,"(0.88, 0.99, 0.59)","{'Glass': 52, 'Plastic': 50}",medium,8.8,2.9,25.52,3225,-7,led
IN5915,DriveVision 2,7,297.44,High-resolution infotainment system.,infotainment,BrandB,17.6,2.03,"(0.98, 0.76, 0.99)","{'Glass': 53, 'Plastic': 51}",undefined,10.7,3.0,32.1,2684,-4,led
IN6929,SmartDash 6,50,481.5,Feature-rich infotainment system.,infotainment,BrandB,17.77,2.55,"(0.75, 0.59, 0.91)","{'Glass': 42, 'Plastic': 55}",low,5.7,2.3,13.11,3140,52,lcd
IN2580,AutoConnect 1,27,322.97,Advanced infotainment system.,infotainment,BrandD,17.85,2.18,"(0.8, 0.69, 0.94)","{'Glass': 60, 'Plastic': 41}",medium,10.2,1.9,19.38,3940,5,oled
IN6258,DriveVision 5,43,361.16,Compact infotainment system.,infotainment,BrandD,17.96,2.38,"(0.74, 0.93, 0.86)","{'Glass': 58, 'Plastic': 41}",low,9.6,2.1,20.16,4485,19,lcd
IN2928,DriveVision 1,36,428.63,High-resolution infotainment system.,infotainment,BrandD,17.34,2.76,"(0.77, 0.69, 0.7)","{'Glass': 59, 'Plastic': 41}",undefined,8.5,2.6,22.1,2667,35,oled
IN9501,AutoConnect 7,35,393.99,Advanced infotainment system.,infotainment,BrandB,17.28,2.33,"(0.85, 0.65, 0.86)","{'Glass': 45, 'Plastic': 50}",undefined,6.6,2.1,13.86,3733,35,led
IN2008,DriveVision 3,4,493.18,Advanced infotainment system.,infotainment,BrandB,17.35,2.94,"(0.98, 0.71, 0.78)","{'Glass': 48, 'Plastic': 55}",undefined,9.7,1.6,15.52,2369,22,lcd
IN1644,SmartDash 9,40,376.9,High-resolution infotainment system.,infotainment,BrandD,17.28,2.58,"(0.81, 0.67, 0.85)","{'Glass': 52, 'Plastic': 60}",undefined,6.6,1.1,7.26,2527,52,lcd
IN5208,InfoStar 1,24,289.89,Advanced infotainment system.,infotainment,BrandC,17.26,2.01,"(0.64, 0.77, 0.96)","{'Glass': 51, 'Plastic': 60}",low,5.6,2.5,14.0,4529,54,tft
IN6454,InfoStar 5,14,382.81,Feature-rich infotainment system.,infotainment,BrandB,17.43,2.74,"(0.8, 0.71, 0.91)","{'Glass': 55, 'Plastic': 44}",undefined,10.9,1.7,18.53,2523,58,oled
IN3963,SmartDash 4,25,311.37,Feature-rich infotainment system.,infotainment,BrandB,17.64,2.28,"(0.57, 0.84, 0.72)","{'Glass': 53, 'Plastic': 48}",low,7.4,2.6,19.24,4526,28,oled
IN2105,DriveVision 3,40,497.57,Feature-rich infotainment system.,infotainment,BrandC,17.97,2.65,"(0.89, 0.58, 0.83)","{'Glass': 53, 'Plastic': 54}",undefined,7.2,2.9,20.88,2919,42,lcd
IN9024,DriveVision 8,3,318.4,Advanced infotainment system.,infotainment,BrandA,17.19,2.67,"(0.59, 0.54, 0.53)","{'Glass': 40, 'Plastic': 42}",low,12.0,2.3,27.6,4422,-5,lcd
IN4471,AutoConnect 6,10,230.12,Feature-rich infotainment system.,infotainment,BrandC,17.15,2.75,"(0.81, 0.92, 0.55)","{'Glass': 57, 'Plastic': 45}",low,7.4,2.1,15.54,2347,-8,led
IN9571,InfoStar 7,46,331.77,Advanced infotainment system.,infotainment,BrandD,17.84,2.99,"(0.69, 0.63, 0.64)","{'Glass': 58, 'Plastic': 52}",low,11.0,2.7,29.7,3103,14,oled
IN4074,AutoConnect 1,36,392.66,Feature-rich infotainment system.,infotainment,BrandC,17.05,2.44,"(0.83, 0.7, 0.83)","{'Glass': 51, 'Plastic': 47}",high,6.1,1.8,10.98,2907,52,tft
IN6982,DriveVision 5,3,328.9,High-resolution infotainment system.,infotainment,BrandA,17.95,2.88,"(0.79, 0.51, 0.62)","{'Glass': 45, 'Plastic': 51}",low,12.0,1.8,21.6,2944,13,oled
IN2867,DriveVision 9,5,297.01,High-resolution infotainment system.,infotainment,BrandB,17.54,2.86,"(0.64, 0.59, 0.53)","{'Glass': 51, 'Plastic': 55}",low,11.6,1.1,12.76,4112,37,tft
IN6975,InfoStar 4,44,319.95,Compact infotainment system.,infotainment,BrandD,17.99,2.24,"(0.92, 0.63, 0.6)","{'Glass': 46, 'Plastic': 56}",undefined,10.9,2.0,21.8,4497,11,lcd
IN8420,AutoConnect 2,7,219.97,Feature-rich infotainment system.,infotainment,BrandA,17.31,2.39,"(0.74, 0.66, 0.98)","{'Glass': 53, 'Plastic': 59}",low,7.1,1.0,7.1,3930,57,lcd
IN5335,InfoStar 7,14,353.75,Compact infotainment system.,infotainment,BrandD,17.56,2.84,"(0.96, 0.82, 0.76)","{'Glass': 41, 'Plastic': 42}",low,11.7,3.0,35.1,2944,16,led
IN9756,DriveVision 8,28,479.78,High-resolution infotainment system.,infotainment,BrandA,17.55,2.74,"(0.51, 0.86, 0.68)","{'Glass': 44, 'Plastic': 49}",low,8.4,1.4,11.76,3815,7,lcd
IN9984,InfoStar 6,41,263.49,Compact infotainment system.,infotainment,BrandC,17.32,2.05,"(0.82, 0.87, 0.65)","{'Glass': 58, 'Plastic': 54}",undefined,9.5,2.1,19.95,2963,0,oled
IN5430,InfoStar 7,27,381.83,Advanced infotainment system.,infotainment,BrandB,17.68,2.6,"(0.76, 0.51, 0.75)","{'Glass': 45, 'Plastic': 40}",high,9.6,1.8,17.28,3669,5,lcd
IN6195,InfoStar 9,17,487.59,Compact infotainment system.,infotainment,BrandD,17.81,2.63,"(0.52, 0.7, 0.89)","{'Glass': 43, 'Plastic': 43}",medium,11.8,2.4,28.32,3793,50,tft
IN7060,AutoConnect 6,26,497.56,Advanced infotainment system.,infotainment,BrandB,17.07,2.35,"(0.82, 0.76, 0.69)","{'Glass': 50, 'Plastic': 49}",undefined,10.2,2.2,22.44,4877,5,tft
IN9605,SmartDash 4,41,424.69,Advanced infotainment system.,infotainment,BrandB,17.17,2.98,"(0.7, 0.76, 0.7)","{'Glass': 58, 'Plastic': 46}",medium,5.4,2.3,12.42,4469,-10,led
IN4185,InfoStar 5,26,360.38,Advanced infotainment system.,infotainment,BrandA,17.97,2.1,"(0.92, 0.91, 0.77)","{'Glass': 58, 'Plastic': 56}",high,11.7,1.3,15.21,3928,-8,tft
IN2421,AutoConnect 2,13,315.61,Compact infotainment system.,infotainment,BrandB,17.1,2.26,"(0.73, 0.8, 0.52)","{'Glass': 55, 'Plastic': 51}",medium,10.8,1.4,15.12,4834,32,oled
IN4615,InfoStar 4,5,492.67,Feature-rich infotainment system.,infotainment,BrandD,17.67,2.33,"(0.51, 0.96, 0.72)","{'Glass': 45, 'Plastic': 56}",medium,5.9,2.8,16.52,2189,51,led
IN8158,InfoStar 8,35,486.21,Compact infotainment system.,infotainment,BrandD,17.04,2.2,"(0.96, 0.58, 0.51)","{'Glass': 50, 'Plastic': 46}",high,8.5,1.1,9.35,4422,46,tft
IN9166,InfoStar 5,49,256.3,Compact infotainment system.,infotainment,BrandD,17.01,2.26,"(0.58, 0.75, 0.55)","{'Glass': 53, 'Plastic': 50}",undefined,10.5,2.7,28.35,3375,58,tft
IN1090,AutoConnect 5,44,216.73,High-resolution infotainment system.,infotainment,BrandA,17.69,2.01,"(0.7, 0.77, 0.91)","{'Glass': 51, 'Plastic': 47}",undefined,7.1,1.8,12.78,4455,38,oled
IN7231,InfoStar 4,32,216.25,Advanced infotainment system.,infotainment,BrandA,17.94,2.95,"(0.84, 0.89, 0.76)","{'Glass': 53, 'Plastic': 58}",medium,10.6,2.8,29.68,2964,58,lcd
IN5021,InfoStar 1,40,327.87,Compact infotainment system.,infotainment,BrandB,17.02,2.42,"(0.77, 0.68, 0.77)","{'Glass': 41, 'Plastic': 59}",low,7.6,1.3,9.88,2473,-10,lcd
IN4047,DriveVision 6,3,434.24,Compact infotainment system.,infotainment,BrandD,17.93,2.38,"(0.7, 0.68, 0.59)","{'Glass': 42, 'Plastic': 55}",high,6.8,1.9,12.92,2381,5,lcd
IN8004,AutoConnect 8,46,284.34,Compact infotainment system.,infotainment,BrandB,17.62,2.51,"(0.58, 0.85, 0.61)","{'Glass': 45, 'Plastic': 55}",medium,8.4,2.9,24.36,2548,10,tft
IN3178,InfoStar 7,48,423.08,Feature-rich infotainment system.,infotainment,BrandD,17.77,2.49,"(0.84, 0.75, 0.86)","{'Glass': 53, 'Plastic': 43}",undefined,7.7,2.5,19.25,4725,-3,led
IN2883,AutoConnect 6,42,386.4,High-resolution infotainment system.,infotainment,BrandB,17.36,2.7,"(0.61, 0.78, 0.7)","{'Glass': 46, 'Plastic': 54}",undefined,10.5,2.7,28.35,3043,23,led
IN8036,AutoConnect 3,11,322.16,Advanced infotainment system.,infotainment,BrandD,17.07,2.35,"(0.71, 0.83, 0.55)","{'Glass': 42, 'Plastic': 41}",low,8.8,1.3,11.44,2310,-2,oled
IN8068,InfoStar 9,5,449.95,High-resolution infotainment system.,infotainment,BrandC,17.53,2.23,"(0.88, 0.54, 0.65)","{'Glass': 57, 'Plastic': 53}",medium,6.7,2.5,16.75,3131,13,led
IN1019,AutoConnect 6,40,200.38,High-resolution infotainment system.,infotainment,BrandB,17.16,2.66,"(0.74, 0.9, 0.77)","{'Glass': 56, 'Plastic': 51}",undefined,5.5,2.5,13.75,2505,4,led
IN1176,DriveVision 7,46,350.26,Feature-rich infotainment system.,infotainment,BrandB,17.87,2.63,"(0.78, 0.91, 0.91)","{'Glass': 55, 'Plastic': 43}",medium,11.5,1.5,17.25,4017,50,lcd
IN6348,DriveVision 1,12,377.95,Feature-rich infotainment system.,infotainment,BrandC,17.38,2.15,"(0.69, 0.79, 0.89)","{'Glass': 45, 'Plastic': 60}",low,10.6,1.3,13.78,2450,18,led
IN6007,AutoConnect 6,49,444.83,Compact infotainment system.,infotainment,BrandB,17.64,2.29,"(0.93, 0.58, 0.95)","{'Glass': 49, 'Plastic': 49}",high,9.8,2.7,26.46,2011,-8,lcd
IN5321,AutoConnect 1,45,316.94,Feature-rich infotainment system.,infotainment,BrandD,17.24,2.33,"(0.96, 0.92, 0.96)","{'Glass': 56, 'Plastic': 43}",medium,5.4,2.5,13.5,4715,-10,lcd
IN5860,SmartDash 5,32,354.86,Advanced infotainment system.,infotainment,BrandA,17.12,2.75,"(0.71, 0.92, 0.99)","{'Glass': 45, 'Plastic': 56}",high,6.3,1.5,9.45,3684,5,oled
IN3018,SmartDash 3,41,349.98,High-resolution infotainment system.,infotainment,BrandD,17.63,2.21,"(0.92, 0.66, 0.98)","{'Glass': 58, 'Plastic': 47}",low,7.6,2.9,22.04,3355,30,led
IN9581,AutoConnect 8,21,438.22,High-resolution infotainment system.,infotainment,BrandC,17.52,2.32,"(0.66, 0.94, 0.9)","{'Glass': 52, 'Plastic': 48}",undefined,11.7,2.8,32.76,3363,52,lcd
IN4278,SmartDash 1,32,292.73,High-resolution infotainment system.,infotainment,BrandC,17.07,2.6,"(0.66, 0.9, 0.89)","{'Glass': 58, 'Plastic': 45}",low,5.5,1.9,10.45,3930,47,lcd
IN3978,DriveVision 9,30,373.73,High-resolution infotainment system.,infotainment,BrandD,17.0,2.29,"(0.78, 0.89, 0.95)","{'Glass': 54, 'Plastic': 41}",undefined,7.1,1.6,11.36,3536,51,tft
IN1816,InfoStar 4,32,346.93,Advanced infotainment system.,infotainment,BrandA,17.71,2.08,"(1.0, 0.78, 0.88)","{'Glass': 50, 'Plastic': 44}",high,11.6,1.9,22.04,4793,10,led
IN2366,SmartDash 7,46,278.71,Compact infotainment system.,infotainment,BrandA,17.38,2.48,"(0.52, 0.56, 0.75)","{'Glass': 49, 'Plastic': 60}",undefined,5.4,1.2,6.48,3824,50,lcd
IN7181,AutoConnect 8,12,473.42,Feature-rich infotainment system.,infotainment,BrandC,17.26,2.47,"(0.87, 0.62, 0.92)","{'Glass': 53, 'Plastic': 48}",medium,6.3,2.9,18.27,2372,40,led
IN3388,SmartDash 4,19,424.34,Compact infotainment system.,infotainment,BrandD,17.02,2.37,"(0.9, 0.94, 0.91)","{'Glass': 41, 'Plastic': 45}",low,11.0,1.5,16.5,2691,5,led
IN7205,InfoStar 6,25,308.55,Advanced infotainment system.,infotainment,BrandB,17.93,2.36,"(0.65, 0.62, 0.87)","{'Glass': 56, 'Plastic': 46}",low,11.0,1.2,13.2,2826,40,oled
