id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
DT8830,Flame 6,46,108.18,Durable decal/tint.,decalandtint,BrandB,17.47,0.91,"(1.5, 1.35, 1.25)","{'Vinyl': 76, 'Adhesive': 13}",undefined,FF0000,708090,unfinished,uv
DT8930,Graphic 9,30,95.15,Custom decal/tint.,decalandtint,BrandA,17.53,0.7,"(1.15, 1.31, 1.46)","{'Vinyl': 87, 'Adhesive': 10}",medium,DAA520,F5DEB3,glossy,scratch
DT1641,Blackout 1,50,86.39,High-quality decal/tint.,decalandtint,BrandC,17.45,0.91,"(1.39, 1.41, 1.45)","{'Vinyl': 90, 'Adhesive': 22}",medium,FF0000,FF0000,glossy,uv
DT8480,Custom 5,13,130.86,Durable decal/tint.,decalandtint,BrandA,17.48,0.65,"(1.23, 1.04, 1.36)","{'Vinyl': 87, 'Adhesive': 24}",low,FF0000,D4AF37,glossy,dust
DT3049,Flame 4,11,105.89,Custom decal/tint.,decalandtint,BrandC,17.49,0.98,"(1.08, 1.32, 1.14)","{'Vinyl': 79, 'Adhesive': 27}",undefined,2980B9,FF0000,unfinished,uv
DT1992,Racing 7,23,122.88,Durable decal/tint.,decalandtint,BrandA,17.56,0.77,"(1.09, 1.31, 1.15)","{'Vinyl': 72, 'Adhesive': 14}",medium,DAA520,FF0000,matte,dust
DT3018,Racing 3,29,137.4,High-quality decal/tint.,decalandtint,BrandA,17.48,0.74,"(1.45, 1.11, 1.15)","{'Vinyl': 78, 'Adhesive': 29}",undefined,2F4F4F,F5F5F5,glossy,light
DT5986,Custom 5,6,102.92,Vibrant decal/tint.,decalandtint,BrandC,17.42,0.61,"(1.15, 1.3, 1.16)","{'Vinyl': 87, 'Adhesive': 29}",medium,FF0000,2980B9,unfinished,scratch
DT3419,Custom 5,20,144.63,Vibrant decal/tint.,decalandtint,BrandC,17.42,0.74,"(1.33, 1.35, 1.24)","{'Vinyl': 71, 'Adhesive': 24}",medium,F5DEB3,2F4F4F,unfinished,scratch
DT3985,Custom 5,12,146.79,Vibrant decal/tint.,decalandtint,BrandB,17.6,0.93,"(1.15, 1.27, 1.35)","{'Vinyl': 88, 'Adhesive': 29}",medium,8B4513,FF5733,glossy,uv
DT7482,Graphic 9,46,80.9,High-quality decal/tint.,decalandtint,BrandB,17.53,0.8,"(1.37, 1.16, 1.37)","{'Vinyl': 74, 'Adhesive': 30}",high,DAA520,8B4513,glossy,uv
DT5568,Custom 8,21,92.11,Vibrant decal/tint.,decalandtint,BrandA,17.6,0.97,"(1.15, 1.08, 1.39)","{'Vinyl': 90, 'Adhesive': 29}",undefined,F5F5F5,F5F5F5,unfinished,light
DT2143,Blackout 4,29,93.72,High-quality decal/tint.,decalandtint,BrandC,17.57,1.0,"(1.41, 1.39, 1.25)","{'Vinyl': 75, 'Adhesive': 17}",medium,8B4513,FF5733,unfinished,uv
DT8722,Racing 9,20,82.83,Custom decal/tint.,decalandtint,BrandB,17.53,0.72,"(1.18, 1.16, 1.43)","{'Vinyl': 77, 'Adhesive': 14}",undefined,DAA520,708090,unfinished,uv
DT7176,Blackout 7,36,94.66,Durable decal/tint.,decalandtint,BrandB,17.44,0.98,"(1.18, 1.0, 1.37)","{'Vinyl': 76, 'Adhesive': 11}",undefined,D4AF37,8B4513,matte,light
DT2459,Custom 9,12,94.64,Durable decal/tint.,decalandtint,BrandB,17.53,0.63,"(1.06, 1.49, 1.21)","{'Vinyl': 80, 'Adhesive': 22}",medium,F5DEB3,F5F5F5,glossy,light
DT2706,Blackout 1,26,127.21,High-quality decal/tint.,decalandtint,BrandB,17.47,0.59,"(1.13, 1.02, 1.05)","{'Vinyl': 74, 'Adhesive': 28}",low,FF5733,2F4F4F,glossy,light
DT3592,Blackout 4,28,117.48,Custom decal/tint.,decalandtint,BrandA,17.59,0.8,"(1.43, 1.29, 1.31)","{'Vinyl': 87, 'Adhesive': 28}",medium,8B4513,DAA520,matte,dust
DT3592,Graphic 3,20,102.37,Custom decal/tint.,decalandtint,BrandB,17.46,0.85,"(1.21, 1.2, 1.49)","{'Vinyl': 85, 'Adhesive': 23}",high,8B4513,F5DEB3,matte,uv
DT8411,Graphic 4,35,116.94,Vibrant decal/tint.,decalandtint,BrandC,17.56,0.93,"(1.48, 1.26, 1.02)","{'Vinyl': 86, 'Adhesive': 12}",undefined,708090,DAA520,glossy,light
DT3526,Racing 3,35,102.55,Vibrant decal/tint.,decalandtint,BrandC,17.59,0.54,"(1.18, 1.24, 1.04)","{'Vinyl': 85, 'Adhesive': 25}",high,708090,2980B9,glossy,light
DT7473,Custom 4,43,88.88,Custom decal/tint.,decalandtint,BrandA,17.41,0.69,"(1.46, 1.43, 1.12)","{'Vinyl': 89, 'Adhesive': 17}",medium,F5F5F5,F5F5F5,matte,uv
DT6533,Racing 9,29,136.33,Vibrant decal/tint.,decalandtint,BrandC,17.55,0.89,"(1.38, 1.33, 1.02)","{'Vinyl': 73, 'Adhesive': 16}",high,2980B9,F5DEB3,unfinished,dust
DT4626,Racing 3,10,105.22,Vibrant decal/tint.,decalandtint,BrandA,17.54,0.6,"(1.09, 1.11, 1.35)","{'Vinyl': 75, 'Adhesive': 11}",high,D4AF37,FF0000,unfinished,light
DT1828,Blackout 7,32,126.41,Durable decal/tint.,decalandtint,BrandA,17.43,0.73,"(1.28, 1.42, 1.42)","{'Vinyl': 84, 'Adhesive': 27}",medium,8B4513,2980B9,unfinished,uv
DT8083,Flame 9,50,91.23,High-quality decal/tint.,decalandtint,BrandA,17.44,0.91,"(1.26, 1.04, 1.32)","{'Vinyl': 78, 'Adhesive': 12}",high,F5DEB3,FF5733,matte,light
DT7310,Custom 3,43,118.89,Custom decal/tint.,decalandtint,BrandC,17.59,0.82,"(1.41, 1.2, 1.43)","{'Vinyl': 85, 'Adhesive': 30}",medium,FF0000,F5F5F5,unfinished,scratch
DT3386,Blackout 4,3,95.66,Custom decal/tint.,decalandtint,BrandC,17.51,0.57,"(1.15, 1.05, 1.46)","{'Vinyl': 80, 'Adhesive': 23}",high,FF0000,DAA520,glossy,light
DT5341,Graphic 2,31,127.89,Custom decal/tint.,decalandtint,BrandB,17.42,0.83,"(1.25, 1.32, 1.22)","{'Vinyl': 88, 'Adhesive': 30}",medium,DAA520,FF0000,matte,uv
DT5864,Blackout 7,7,106.47,Vibrant decal/tint.,decalandtint,BrandC,17.55,0.76,"(1.05, 1.4, 1.22)","{'Vinyl': 81, 'Adhesive': 21}",undefined,F5F5F5,FF5733,glossy,dust
DT9714,Flame 8,25,100.27,Durable decal/tint.,decalandtint,BrandA,17.54,0.92,"(1.22, 1.14, 1.36)","{'Vinyl': 83, 'Adhesive': 19}",high,F5F5F5,8B4513,matte,dust
DT5174,Custom 8,24,148.77,Custom decal/tint.,decalandtint,BrandB,17.56,0.51,"(1.45, 1.23, 1.02)","{'Vinyl': 80, 'Adhesive': 24}",high,FF0000,F5DEB3,glossy,uv
DT1979,Custom 4,9,142.28,Vibrant decal/tint.,decalandtint,BrandA,17.5,0.66,"(1.22, 1.02, 1.42)","{'Vinyl': 77, 'Adhesive': 26}",high,2F4F4F,D4AF37,glossy,scratch
DT8844,Racing 2,42,87.5,Durable decal/tint.,decalandtint,BrandA,17.54,0.91,"(1.22, 1.01, 1.13)","{'Vinyl': 87, 'Adhesive': 19}",high,F5F5F5,708090,glossy,uv
DT8015,Blackout 9,13,139.56,Vibrant decal/tint.,decalandtint,BrandC,17.49,0.55,"(1.12, 1.48, 1.08)","{'Vinyl': 76, 'Adhesive': 21}",high,F5DEB3,F5DEB3,unfinished,light
DT2355,Racing 3,25,91.98,Durable decal/tint.,decalandtint,BrandB,17.58,0.86,"(1.49, 1.27, 1.15)","{'Vinyl': 78, 'Adhesive': 12}",medium,708090,2F4F4F,glossy,light
DT8434,Custom 6,40,137.52,Vibrant decal/tint.,decalandtint,BrandB,17.59,0.77,"(1.31, 1.16, 1.2)","{'Vinyl': 71, 'Adhesive': 15}",high,D4AF37,FF0000,unfinished,light
DT4139,Blackout 3,24,123.96,Vibrant decal/tint.,decalandtint,BrandA,17.44,0.97,"(1.44, 1.35, 1.12)","{'Vinyl': 83, 'Adhesive': 24}",high,F5DEB3,F5DEB3,glossy,light
DT6882,Flame 6,7,133.09,Custom decal/tint.,decalandtint,BrandB,17.56,0.5,"(1.2, 1.08, 1.47)","{'Vinyl': 82, 'Adhesive': 15}",low,D4AF37,2980B9,unfinished,uv
DT9665,Custom 6,44,145.69,Custom decal/tint.,decalandtint,BrandC,17.4,0.97,"(1.24, 1.47, 1.46)","{'Vinyl': 75, 'Adhesive': 22}",medium,2980B9,DAA520,matte,uv
DT9500,Custom 4,5,85.32,Custom decal/tint.,decalandtint,BrandB,17.51,0.65,"(1.36, 1.48, 1.2)","{'Vinyl': 90, 'Adhesive': 17}",high,DAA520,F5DEB3,unfinished,uv
DT2859,Graphic 8,50,97.32,High-quality decal/tint.,decalandtint,BrandC,17.56,0.97,"(1.31, 1.35, 1.49)","{'Vinyl': 90, 'Adhesive': 22}",low,F5F5F5,F5F5F5,glossy,dust
DT2222,Flame 6,32,100.39,Custom decal/tint.,decalandtint,BrandC,17.59,0.66,"(1.16, 1.33, 1.01)","{'Vinyl': 73, 'Adhesive': 22}",low,F5DEB3,2F4F4F,matte,light
DT4156,Racing 1,35,92.06,Custom decal/tint.,decalandtint,BrandC,17.59,0.66,"(1.1, 1.18, 1.42)","{'Vinyl': 77, 'Adhesive': 29}",undefined,FF5733,F5DEB3,matte,light
DT2786,Flame 4,50,107.59,Custom decal/tint.,decalandtint,BrandB,17.4,0.52,"(1.1, 1.12, 1.35)","{'Vinyl': 74, 'Adhesive': 27}",medium,DAA520,F5F5F5,matte,dust
DT4348,Blackout 5,38,101.41,Custom decal/tint.,decalandtint,BrandC,17.57,0.66,"(1.24, 1.38, 1.46)","{'Vinyl': 70, 'Adhesive': 30}",undefined,708090,FF0000,glossy,light
DT4077,Blackout 8,43,111.04,Custom decal/tint.,decalandtint,BrandA,17.51,0.55,"(1.19, 1.13, 1.18)","{'Vinyl': 90, 'Adhesive': 14}",undefined,8B4513,2F4F4F,matte,light
DT4209,Blackout 2,41,98.23,Custom decal/tint.,decalandtint,BrandB,17.48,0.55,"(1.02, 1.38, 1.2)","{'Vinyl': 89, 'Adhesive': 27}",low,F5DEB3,DAA520,glossy,scratch
DT7594,Blackout 1,20,90.36,Durable decal/tint.,decalandtint,BrandC,17.55,0.74,"(1.44, 1.34, 1.26)","{'Vinyl': 74, 'Adhesive': 19}",medium,FF5733,DAA520,unfinished,dust
DT9538,Racing 3,24,146.97,Durable decal/tint.,decalandtint,BrandC,17.44,0.98,"(1.33, 1.14, 1.41)","{'Vinyl': 73, 'Adhesive': 28}",high,D4AF37,DAA520,matte,scratch
DT9676,Graphic 6,34,127.08,Vibrant decal/tint.,decalandtint,BrandC,17.48,0.86,"(1.16, 1.28, 1.46)","{'Vinyl': 86, 'Adhesive': 25}",low,8B4513,F5F5F5,matte,scratch
DT7326,Flame 8,15,113.34,Custom decal/tint.,decalandtint,BrandB,17.44,0.53,"(1.45, 1.21, 1.2)","{'Vinyl': 81, 'Adhesive': 24}",undefined,F5F5F5,2980B9,glossy,light
DT7185,Racing 9,7,83.75,Vibrant decal/tint.,decalandtint,BrandA,17.43,0.81,"(1.45, 1.26, 1.35)","{'Vinyl': 89, 'Adhesive': 16}",low,F5DEB3,2F4F4F,unfinished,light
DT7310,Blackout 3,3,132.6,Vibrant decal/tint.,decalandtint,BrandB,17.54,0.56,"(1.25, 1.02, 1.06)","{'Vinyl': 82, 'Adhesive': 19}",low,F5DEB3,D4AF37,matte,dust
DT1313,Racing 7,14,124.66,Custom decal/tint.,decalandtint,BrandB,17.52,0.68,"(1.3, 1.43, 1.32)","{'Vinyl': 78, 'Adhesive': 10}",medium,8B4513,2F4F4F,glossy,light
DT3115,Flame 2,27,102.61,Vibrant decal/tint.,decalandtint,BrandB,17.5,0.59,"(1.08, 1.19, 1.2)","{'Vinyl': 87, 'Adhesive': 27}",high,708090,2F4F4F,matte,light
DT1015,Racing 3,2,116.44,High-quality decal/tint.,decalandtint,BrandC,17.42,0.71,"(1.39, 1.11, 1.48)","{'Vinyl': 79, 'Adhesive': 22}",medium,F5F5F5,2980B9,matte,light
DT4779,Blackout 6,16,95.08,Vibrant decal/tint.,decalandtint,BrandC,17.46,0.94,"(1.17, 1.22, 1.06)","{'Vinyl': 85, 'Adhesive': 11}",medium,8B4513,8B4513,matte,light
DT4526,Flame 2,3,94.91,Custom decal/tint.,decalandtint,BrandB,17.54,0.78,"(1.04, 1.4, 1.5)","{'Vinyl': 82, 'Adhesive': 14}",medium,8B4513,DAA520,matte,dust
DT1140,Racing 5,33,104.73,High-quality decal/tint.,decalandtint,BrandC,17.4,0.86,"(1.49, 1.0, 1.19)","{'Vinyl': 83, 'Adhesive': 18}",medium,8B4513,2980B9,matte,uv
DT1976,Graphic 4,32,94.0,Custom decal/tint.,decalandtint,BrandC,17.48,0.85,"(1.12, 1.15, 1.13)","{'Vinyl': 85, 'Adhesive': 19}",low,D4AF37,8B4513,glossy,dust
DT2692,Racing 2,13,110.87,Vibrant decal/tint.,decalandtint,BrandB,17.49,0.79,"(1.35, 1.16, 1.26)","{'Vinyl': 85, 'Adhesive': 11}",medium,FF5733,2F4F4F,unfinished,scratch
DT9068,Custom 5,21,122.16,High-quality decal/tint.,decalandtint,BrandB,17.57,0.83,"(1.36, 1.11, 1.24)","{'Vinyl': 70, 'Adhesive': 18}",high,8B4513,2980B9,glossy,light
DT7091,Flame 9,33,141.78,Vibrant decal/tint.,decalandtint,BrandB,17.48,0.85,"(1.44, 1.47, 1.33)","{'Vinyl': 79, 'Adhesive': 13}",medium,D4AF37,DAA520,unfinished,light
DT1182,Racing 4,5,110.01,High-quality decal/tint.,decalandtint,BrandA,17.57,0.92,"(1.37, 1.47, 1.18)","{'Vinyl': 82, 'Adhesive': 20}",low,8B4513,FF5733,glossy,scratch
DT8394,Blackout 1,1,104.22,High-quality decal/tint.,decalandtint,BrandC,17.47,0.88,"(1.47, 1.17, 1.14)","{'Vinyl': 86, 'Adhesive': 15}",low,708090,F5DEB3,glossy,dust
DT4483,Custom 7,18,116.44,Custom decal/tint.,decalandtint,BrandB,17.52,0.77,"(1.5, 1.01, 1.18)","{'Vinyl': 86, 'Adhesive': 23}",low,2980B9,2F4F4F,unfinished,uv
DT6936,Custom 9,19,90.46,Vibrant decal/tint.,decalandtint,BrandC,17.56,0.72,"(1.14, 1.3, 1.31)","{'Vinyl': 72, 'Adhesive': 21}",low,DAA520,DAA520,unfinished,light
DT5167,Graphic 9,15,148.43,Custom decal/tint.,decalandtint,BrandA,17.47,0.62,"(1.06, 1.47, 1.05)","{'Vinyl': 87, 'Adhesive': 30}",low,8B4513,F5F5F5,glossy,light
DT7699,Flame 2,6,134.38,Vibrant decal/tint.,decalandtint,BrandB,17.43,0.93,"(1.03, 1.24, 1.37)","{'Vinyl': 89, 'Adhesive': 10}",medium,2980B9,708090,glossy,scratch
DT6409,Custom 3,26,86.76,Durable decal/tint.,decalandtint,BrandC,17.53,0.72,"(1.2, 1.0, 1.06)","{'Vinyl': 70, 'Adhesive': 26}",medium,F5F5F5,8B4513,unfinished,uv
DT5160,Racing 8,42,145.07,Custom decal/tint.,decalandtint,BrandC,17.47,0.88,"(1.48, 1.04, 1.4)","{'Vinyl': 79, 'Adhesive': 15}",high,F5DEB3,F5F5F5,unfinished,light
DT2125,Graphic 3,8,111.55,Durable decal/tint.,decalandtint,BrandA,17.42,0.64,"(1.26, 1.29, 1.04)","{'Vinyl': 80, 'Adhesive': 10}",undefined,FF0000,708090,unfinished,light
DT8598,Custom 6,43,135.98,High-quality decal/tint.,decalandtint,BrandC,17.46,0.69,"(1.22, 1.41, 1.18)","{'Vinyl': 87, 'Adhesive': 19}",low,2980B9,8B4513,unfinished,dust
DT9585,Flame 9,42,121.53,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.89,"(1.39, 1.33, 1.1)","{'Vinyl': 75, 'Adhesive': 29}",undefined,2F4F4F,F5F5F5,matte,scratch
DT4469,Blackout 8,23,140.44,Custom decal/tint.,decalandtint,BrandA,17.41,0.97,"(1.33, 1.13, 1.04)","{'Vinyl': 86, 'Adhesive': 30}",undefined,DAA520,FF5733,unfinished,light
DT6188,Graphic 8,44,106.58,Vibrant decal/tint.,decalandtint,BrandC,17.59,0.54,"(1.12, 1.11, 1.4)","{'Vinyl': 84, 'Adhesive': 15}",undefined,F5DEB3,F5F5F5,glossy,scratch
DT9459,Racing 1,27,85.93,Custom decal/tint.,decalandtint,BrandB,17.5,0.76,"(1.34, 1.14, 1.45)","{'Vinyl': 75, 'Adhesive': 28}",low,2F4F4F,2F4F4F,unfinished,dust
DT8490,Flame 2,23,105.13,High-quality decal/tint.,decalandtint,BrandC,17.57,0.57,"(1.02, 1.06, 1.3)","{'Vinyl': 80, 'Adhesive': 12}",undefined,FF0000,8B4513,glossy,scratch
DT4452,Graphic 9,13,115.33,Vibrant decal/tint.,decalandtint,BrandA,17.59,0.58,"(1.1, 1.33, 1.02)","{'Vinyl': 72, 'Adhesive': 27}",low,D4AF37,F5DEB3,glossy,light
DT3139,Custom 4,14,94.29,Durable decal/tint.,decalandtint,BrandB,17.49,0.95,"(1.23, 1.06, 1.0)","{'Vinyl': 74, 'Adhesive': 27}",high,FF0000,D4AF37,matte,dust
DT9226,Flame 6,26,115.9,Vibrant decal/tint.,decalandtint,BrandA,17.48,0.78,"(1.24, 1.15, 1.46)","{'Vinyl': 90, 'Adhesive': 23}",low,2980B9,FF0000,matte,dust
DT1956,Racing 6,19,99.01,High-quality decal/tint.,decalandtint,BrandA,17.51,0.72,"(1.4, 1.02, 1.1)","{'Vinyl': 81, 'Adhesive': 10}",undefined,D4AF37,F5F5F5,glossy,scratch
DT2410,Graphic 7,42,147.28,Custom decal/tint.,decalandtint,BrandA,17.56,0.9,"(1.43, 1.44, 1.19)","{'Vinyl': 82, 'Adhesive': 24}",undefined,2980B9,DAA520,glossy,scratch
DT6963,Racing 9,24,85.43,High-quality decal/tint.,decalandtint,BrandA,17.54,0.96,"(1.25, 1.06, 1.11)","{'Vinyl': 72, 'Adhesive': 16}",high,FF0000,F5DEB3,matte,dust
DT8802,Blackout 8,36,141.45,Vibrant decal/tint.,decalandtint,BrandB,17.47,0.95,"(1.14, 1.25, 1.01)","{'Vinyl': 73, 'Adhesive': 28}",medium,8B4513,FF5733,glossy,scratch
DT2885,Graphic 8,50,110.19,Custom decal/tint.,decalandtint,BrandB,17.48,0.77,"(1.14, 1.2, 1.25)","{'Vinyl': 82, 'Adhesive': 17}",low,F5DEB3,FF0000,matte,scratch
DT9695,Custom 7,30,110.41,Durable decal/tint.,decalandtint,BrandC,17.5,0.58,"(1.15, 1.08, 1.37)","{'Vinyl': 86, 'Adhesive': 15}",undefined,F5F5F5,8B4513,unfinished,uv
DT6204,Flame 5,27,123.2,Vibrant decal/tint.,decalandtint,BrandB,17.41,0.88,"(1.08, 1.21, 1.47)","{'Vinyl': 74, 'Adhesive': 16}",medium,FF0000,2F4F4F,unfinished,scratch
DT2591,Racing 9,35,140.34,Vibrant decal/tint.,decalandtint,BrandA,17.45,0.86,"(1.05, 1.45, 1.06)","{'Vinyl': 81, 'Adhesive': 14}",low,DAA520,2F4F4F,unfinished,light
DT2329,Racing 6,5,128.54,Custom decal/tint.,decalandtint,BrandC,17.43,0.72,"(1.37, 1.16, 1.31)","{'Vinyl': 80, 'Adhesive': 16}",low,D4AF37,FF0000,unfinished,dust
DT5821,Flame 8,35,111.12,Custom decal/tint.,decalandtint,BrandB,17.54,0.69,"(1.3, 1.06, 1.04)","{'Vinyl': 74, 'Adhesive': 23}",low,F5DEB3,2980B9,unfinished,scratch
DT4672,Racing 2,37,118.69,High-quality decal/tint.,decalandtint,BrandA,17.58,0.73,"(1.42, 1.1, 1.47)","{'Vinyl': 88, 'Adhesive': 30}",undefined,D4AF37,2980B9,glossy,dust
DT8957,Flame 1,28,98.78,Vibrant decal/tint.,decalandtint,BrandB,17.59,0.68,"(1.0, 1.19, 1.32)","{'Vinyl': 75, 'Adhesive': 26}",low,2F4F4F,D4AF37,matte,dust
DT9962,Custom 9,2,107.41,Durable decal/tint.,decalandtint,BrandB,17.42,0.92,"(1.27, 1.45, 1.13)","{'Vinyl': 85, 'Adhesive': 25}",medium,D4AF37,FF0000,glossy,dust
DT7149,Racing 5,7,81.36,High-quality decal/tint.,decalandtint,BrandA,17.54,1.0,"(1.02, 1.46, 1.23)","{'Vinyl': 76, 'Adhesive': 22}",undefined,8B4513,8B4513,matte,dust
DT7254,Racing 8,36,99.45,Custom decal/tint.,decalandtint,BrandA,17.42,0.94,"(1.02, 1.41, 1.22)","{'Vinyl': 76, 'Adhesive': 12}",medium,2F4F4F,F5DEB3,unfinished,dust
DT7916,Custom 5,40,136.66,Vibrant decal/tint.,decalandtint,BrandC,17.45,0.74,"(1.3, 1.03, 1.09)","{'Vinyl': 73, 'Adhesive': 30}",undefined,FF5733,2980B9,unfinished,dust
DT5213,Flame 5,20,86.93,Durable decal/tint.,decalandtint,BrandC,17.51,0.75,"(1.1, 1.11, 1.32)","{'Vinyl': 73, 'Adhesive': 11}",low,FF0000,FF5733,unfinished,light
DT7320,Graphic 6,12,136.17,Custom decal/tint.,decalandtint,BrandC,17.56,0.91,"(1.35, 1.13, 1.23)","{'Vinyl': 75, 'Adhesive': 26}",undefined,F5F5F5,2980B9,glossy,light
DT5447,Graphic 9,8,109.2,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.63,"(1.46, 1.12, 1.07)","{'Vinyl': 70, 'Adhesive': 19}",low,FF5733,D4AF37,glossy,scratch
DT7936,Custom 2,48,92.56,Durable decal/tint.,decalandtint,BrandB,17.51,0.71,"(1.09, 1.04, 1.2)","{'Vinyl': 85, 'Adhesive': 21}",undefined,708090,2980B9,matte,uv
DT6697,Flame 4,19,135.05,Vibrant decal/tint.,decalandtint,BrandB,17.49,0.87,"(1.22, 1.1, 1.15)","{'Vinyl': 84, 'Adhesive': 27}",medium,8B4513,F5F5F5,glossy,light
DT3401,Racing 2,39,130.77,Durable decal/tint.,decalandtint,BrandB,17.59,0.7,"(1.41, 1.06, 1.43)","{'Vinyl': 75, 'Adhesive': 11}",medium,2F4F4F,708090,unfinished,light
DT2127,Blackout 6,1,123.38,Durable decal/tint.,decalandtint,BrandC,17.5,0.73,"(1.06, 1.39, 1.47)","{'Vinyl': 76, 'Adhesive': 13}",medium,F5F5F5,FF5733,matte,scratch
DT2499,Flame 7,19,93.58,Custom decal/tint.,decalandtint,BrandC,17.58,0.75,"(1.11, 1.39, 1.24)","{'Vinyl': 75, 'Adhesive': 11}",high,8B4513,F5F5F5,matte,light
DT9351,Custom 6,8,136.84,Custom decal/tint.,decalandtint,BrandC,17.42,0.91,"(1.19, 1.49, 1.32)","{'Vinyl': 78, 'Adhesive': 16}",low,DAA520,FF5733,glossy,dust
DT3544,Blackout 1,34,120.5,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.86,"(1.06, 1.43, 1.12)","{'Vinyl': 77, 'Adhesive': 25}",undefined,2F4F4F,FF5733,glossy,uv
DT2760,Graphic 8,39,110.08,Vibrant decal/tint.,decalandtint,BrandA,17.41,0.98,"(1.08, 1.11, 1.03)","{'Vinyl': 84, 'Adhesive': 25}",undefined,FF5733,708090,matte,dust
DT5602,Flame 3,25,109.21,Custom decal/tint.,decalandtint,BrandA,17.44,0.81,"(1.26, 1.32, 1.39)","{'Vinyl': 89, 'Adhesive': 24}",high,FF5733,8B4513,matte,uv
DT8379,Custom 6,25,94.9,Vibrant decal/tint.,decalandtint,BrandB,17.42,0.92,"(1.37, 1.31, 1.17)","{'Vinyl': 90, 'Adhesive': 13}",undefined,D4AF37,F5DEB3,unfinished,scratch
DT4386,Graphic 6,15,84.44,High-quality decal/tint.,decalandtint,BrandC,17.55,0.64,"(1.29, 1.43, 1.14)","{'Vinyl': 76, 'Adhesive': 13}",low,708090,8B4513,matte,dust
DT1110,Graphic 5,4,116.02,Custom decal/tint.,decalandtint,BrandA,17.49,0.74,"(1.25, 1.28, 1.26)","{'Vinyl': 73, 'Adhesive': 26}",medium,8B4513,FF0000,matte,light
DT4923,Graphic 2,11,89.1,High-quality decal/tint.,decalandtint,BrandA,17.41,0.93,"(1.11, 1.19, 1.47)","{'Vinyl': 90, 'Adhesive': 12}",undefined,F5F5F5,708090,glossy,light
DT6285,Flame 4,18,88.04,Vibrant decal/tint.,decalandtint,BrandB,17.45,0.85,"(1.33, 1.09, 1.21)","{'Vinyl': 71, 'Adhesive': 27}",low,F5DEB3,FF5733,glossy,uv
DT6284,Blackout 6,35,129.25,Vibrant decal/tint.,decalandtint,BrandB,17.59,0.69,"(1.4, 1.44, 1.17)","{'Vinyl': 80, 'Adhesive': 24}",high,8B4513,708090,matte,uv
DT6873,Racing 2,12,147.74,Durable decal/tint.,decalandtint,BrandC,17.5,0.98,"(1.02, 1.1, 1.08)","{'Vinyl': 71, 'Adhesive': 21}",high,708090,8B4513,unfinished,uv
DT8834,Custom 8,39,106.97,Durable decal/tint.,decalandtint,BrandC,17.52,0.74,"(1.12, 1.4, 1.04)","{'Vinyl': 74, 'Adhesive': 23}",medium,708090,FF5733,unfinished,light
DT3615,Graphic 9,46,125.2,Custom decal/tint.,decalandtint,BrandA,17.42,0.73,"(1.44, 1.25, 1.13)","{'Vinyl': 82, 'Adhesive': 11}",medium,F5F5F5,708090,unfinished,light
DT5042,Flame 7,15,142.52,High-quality decal/tint.,decalandtint,BrandB,17.41,0.86,"(1.02, 1.3, 1.47)","{'Vinyl': 78, 'Adhesive': 23}",undefined,8B4513,DAA520,matte,dust
DT4403,Racing 7,26,104.92,Durable decal/tint.,decalandtint,BrandA,17.45,0.55,"(1.26, 1.3, 1.09)","{'Vinyl': 87, 'Adhesive': 16}",undefined,708090,8B4513,matte,dust
DT8694,Flame 8,10,135.38,Durable decal/tint.,decalandtint,BrandA,17.53,0.67,"(1.42, 1.18, 1.36)","{'Vinyl': 70, 'Adhesive': 15}",medium,FF0000,DAA520,unfinished,light
DT7740,Custom 4,30,105.87,Custom decal/tint.,decalandtint,BrandB,17.51,0.82,"(1.04, 1.42, 1.36)","{'Vinyl': 87, 'Adhesive': 20}",low,2F4F4F,708090,glossy,scratch
DT7566,Flame 8,20,122.79,Durable decal/tint.,decalandtint,BrandA,17.41,0.76,"(1.05, 1.37, 1.27)","{'Vinyl': 75, 'Adhesive': 26}",high,FF5733,FF0000,unfinished,uv
DT9146,Graphic 7,5,97.23,Custom decal/tint.,decalandtint,BrandC,17.59,0.72,"(1.01, 1.07, 1.26)","{'Vinyl': 78, 'Adhesive': 24}",undefined,F5DEB3,FF0000,matte,scratch
DT5013,Custom 6,48,116.6,Custom decal/tint.,decalandtint,BrandA,17.5,0.92,"(1.29, 1.07, 1.42)","{'Vinyl': 81, 'Adhesive': 13}",low,DAA520,8B4513,glossy,dust
DT4954,Flame 3,10,114.76,Durable decal/tint.,decalandtint,BrandB,17.56,0.83,"(1.07, 1.38, 1.04)","{'Vinyl': 86, 'Adhesive': 20}",undefined,D4AF37,F5DEB3,matte,dust
DT8543,Custom 2,21,110.59,High-quality decal/tint.,decalandtint,BrandA,17.47,0.82,"(1.46, 1.27, 1.14)","{'Vinyl': 80, 'Adhesive': 30}",medium,FF0000,DAA520,glossy,scratch
DT1016,Graphic 7,29,132.91,Durable decal/tint.,decalandtint,BrandA,17.55,0.99,"(1.4, 1.37, 1.07)","{'Vinyl': 86, 'Adhesive': 16}",high,FF5733,2F4F4F,unfinished,uv
