id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating
WH5342,SafeConnect 4,11,92.16,Durable wiring harness.,wiringharness,BrandA,17.86,0.88,"(0.24, 0.26, 0.27)","{'Copper': 86, 'Plastic': 15}",undefined,22.0,11.5,253.0,12154,22
WH9630,CablePro 3,46,91.12,Reliable wiring harness.,wiringharness,BrandB,17.98,0.89,"(0.22, 0.26, 0.22)","{'Copper': 85, 'Plastic': 24}",high,20.5,19.2,393.6,10022,18
WH1111,CablePro 5,39,76.76,Efficient wiring harness.,wiringharness,BrandA,17.8,0.77,"(0.23, 0.2, 0.26)","{'Copper': 81, 'Plastic': 20}",high,27.0,17.3,467.1,11065,35
WH8114,PowerLine 2,23,98.48,Reliable wiring harness.,wiringharness,BrandB,17.35,0.54,"(0.21, 0.24, 0.22)","{'Copper': 78, 'Plastic': 20}",medium,36.3,10.1,366.63,11454,71
WH6110,CablePro 6,5,53.54,Durable wiring harness.,wiringharness,BrandD,17.36,0.61,"(0.29, 0.28, 0.26)","{'Copper': 81, 'Plastic': 25}",low,27.3,13.4,365.82,13346,27
WH2009,SafeConnect 8,26,74.67,Flexible wiring harness.,wiringharness,BrandC,17.13,0.98,"(0.24, 0.23, 0.26)","{'Copper': 77, 'Plastic': 26}",low,34.6,16.1,557.06,12311,69
WH3137,SafeConnect 9,14,96.96,Efficient wiring harness.,wiringharness,BrandD,17.89,0.58,"(0.22, 0.26, 0.22)","{'Copper': 81, 'Plastic': 15}",low,37.8,12.2,461.16,14733,78
WH1572,SafeConnect 9,48,93.58,Flexible wiring harness.,wiringharness,BrandB,17.9,0.51,"(0.22, 0.28, 0.25)","{'Copper': 77, 'Plastic': 15}",high,46.9,18.1,848.89,14383,55
WH3821,PowerLine 6,28,83.81,Flexible wiring harness.,wiringharness,BrandD,17.25,0.77,"(0.28, 0.2, 0.27)","{'Copper': 87, 'Plastic': 15}",low,17.3,12.1,209.33,14771,23
WH7816,CablePro 7,37,79.45,Durable wiring harness.,wiringharness,BrandB,17.98,0.62,"(0.26, 0.21, 0.29)","{'Copper': 71, 'Plastic': 15}",undefined,27.0,11.6,313.2,14592,19
WH7729,WireFlex 5,47,59.27,Flexible wiring harness.,wiringharness,BrandB,17.02,0.58,"(0.23, 0.29, 0.27)","{'Copper': 80, 'Plastic': 22}",high,24.2,14.5,350.9,14080,25
WH9574,PowerLine 3,19,92.76,Reliable wiring harness.,wiringharness,BrandB,17.25,0.8,"(0.3, 0.24, 0.22)","{'Copper': 82, 'Plastic': 19}",medium,35.0,12.5,437.5,14903,11
WH1107,PowerLine 1,31,64.63,Reliable wiring harness.,wiringharness,BrandC,17.1,0.78,"(0.21, 0.29, 0.28)","{'Copper': 83, 'Plastic': 11}",low,44.4,16.4,728.16,10516,80
WH4473,PowerLine 4,20,63.61,Efficient wiring harness.,wiringharness,BrandA,17.22,0.91,"(0.22, 0.21, 0.25)","{'Copper': 88, 'Plastic': 30}",medium,46.8,18.2,851.76,12910,3
WH3261,SafeConnect 9,16,69.27,Reliable wiring harness.,wiringharness,BrandD,17.97,0.51,"(0.25, 0.26, 0.26)","{'Copper': 76, 'Plastic': 26}",low,30.8,11.6,357.28,14420,39
WH5247,PowerLine 9,29,59.47,Durable wiring harness.,wiringharness,BrandC,17.61,0.81,"(0.28, 0.21, 0.25)","{'Copper': 74, 'Plastic': 17}",high,39.1,17.1,668.61,10294,45
WH4691,SafeConnect 4,18,79.31,Reliable wiring harness.,wiringharness,BrandB,17.51,0.54,"(0.23, 0.24, 0.24)","{'Copper': 71, 'Plastic': 25}",undefined,39.7,17.5,694.75,12822,29
WH9156,PowerLine 1,42,70.08,Reliable wiring harness.,wiringharness,BrandC,17.92,0.61,"(0.2, 0.29, 0.25)","{'Copper': 84, 'Plastic': 22}",medium,38.6,14.8,571.28,11764,-12
WH8985,WireFlex 6,32,71.66,Efficient wiring harness.,wiringharness,BrandB,17.01,0.53,"(0.28, 0.27, 0.29)","{'Copper': 90, 'Plastic': 24}",medium,26.2,17.5,458.5,12352,-5
WH5352,SafeConnect 3,24,66.46,Efficient wiring harness.,wiringharness,BrandD,17.34,0.71,"(0.24, 0.26, 0.24)","{'Copper': 74, 'Plastic': 20}",undefined,34.4,19.5,670.8,14579,19
WH5287,SafeConnect 9,12,65.84,Efficient wiring harness.,wiringharness,BrandC,17.95,0.83,"(0.26, 0.23, 0.23)","{'Copper': 82, 'Plastic': 18}",low,37.0,12.0,444.0,12932,25
WH7698,PowerLine 6,7,59.56,Flexible wiring harness.,wiringharness,BrandA,17.37,0.7,"(0.22, 0.28, 0.22)","{'Copper': 71, 'Plastic': 12}",low,14.8,12.7,187.96,14723,5
WH5022,SafeConnect 4,26,95.06,Durable wiring harness.,wiringharness,BrandD,17.12,0.86,"(0.23, 0.22, 0.28)","{'Copper': 72, 'Plastic': 12}",low,12.3,15.2,186.96,14034,36
WH4360,WireFlex 5,45,66.34,Efficient wiring harness.,wiringharness,BrandC,17.7,0.63,"(0.22, 0.21, 0.2)","{'Copper': 71, 'Plastic': 21}",low,29.7,20.0,594.0,11864,76
WH7645,WireFlex 3,11,92.81,Efficient wiring harness.,wiringharness,BrandB,17.07,0.72,"(0.27, 0.26, 0.25)","{'Copper': 73, 'Plastic': 17}",low,24.2,15.9,384.78,13434,44
WH3210,SafeConnect 6,19,55.6,Efficient wiring harness.,wiringharness,BrandC,17.75,0.67,"(0.22, 0.24, 0.3)","{'Copper': 77, 'Plastic': 15}",low,40.4,11.7,472.68,14760,-12
WH3607,PowerLine 5,34,98.81,Reliable wiring harness.,wiringharness,BrandC,17.48,0.74,"(0.29, 0.27, 0.22)","{'Copper': 76, 'Plastic': 17}",undefined,34.5,11.6,400.2,11473,73
WH6814,CablePro 1,27,64.03,Efficient wiring harness.,wiringharness,BrandA,17.22,0.94,"(0.26, 0.29, 0.25)","{'Copper': 83, 'Plastic': 10}",medium,30.7,17.8,546.46,12361,1
WH9345,SafeConnect 4,12,78.88,Flexible wiring harness.,wiringharness,BrandB,17.27,0.73,"(0.21, 0.21, 0.3)","{'Copper': 77, 'Plastic': 13}",high,29.4,11.2,329.28,12744,-13
WH8861,PowerLine 3,50,53.11,Reliable wiring harness.,wiringharness,BrandD,17.52,0.78,"(0.2, 0.25, 0.26)","{'Copper': 80, 'Plastic': 21}",high,34.8,18.6,647.28,12621,16
WH6909,WireFlex 8,1,54.35,Efficient wiring harness.,wiringharness,BrandC,17.95,0.73,"(0.25, 0.28, 0.29)","{'Copper': 75, 'Plastic': 21}",medium,30.4,13.2,401.28,13664,37
WH4974,PowerLine 8,24,96.9,Efficient wiring harness.,wiringharness,BrandA,17.6,0.71,"(0.21, 0.25, 0.24)","{'Copper': 75, 'Plastic': 29}",low,15.4,13.8,212.52,11410,72
WH6524,PowerLine 9,2,95.19,Reliable wiring harness.,wiringharness,BrandC,17.32,0.78,"(0.26, 0.21, 0.27)","{'Copper': 78, 'Plastic': 13}",undefined,32.9,13.0,427.7,13848,52
WH5710,WireFlex 9,9,78.18,Reliable wiring harness.,wiringharness,BrandD,17.57,0.59,"(0.24, 0.21, 0.29)","{'Copper': 76, 'Plastic': 23}",high,40.7,13.8,561.66,12359,44
WH7771,WireFlex 6,10,94.1,Reliable wiring harness.,wiringharness,BrandD,17.97,0.62,"(0.21, 0.22, 0.24)","{'Copper': 85, 'Plastic': 16}",medium,24.8,15.6,386.88,10642,19
WH7867,WireFlex 2,13,85.19,Reliable wiring harness.,wiringharness,BrandD,17.52,0.5,"(0.21, 0.3, 0.26)","{'Copper': 87, 'Plastic': 28}",medium,43.8,16.9,740.22,12299,10
WH7914,WireFlex 2,43,90.2,Flexible wiring harness.,wiringharness,BrandA,17.51,0.88,"(0.27, 0.23, 0.23)","{'Copper': 73, 'Plastic': 26}",medium,22.9,15.4,352.66,12326,38
WH8002,SafeConnect 2,23,56.52,Flexible wiring harness.,wiringharness,BrandA,17.76,0.95,"(0.3, 0.29, 0.3)","{'Copper': 73, 'Plastic': 18}",low,42.5,15.1,641.75,12058,57
WH5699,PowerLine 6,24,60.65,Reliable wiring harness.,wiringharness,BrandD,17.83,0.99,"(0.26, 0.24, 0.21)","{'Copper': 88, 'Plastic': 25}",low,41.0,17.7,725.7,11498,39
WH6115,SafeConnect 5,8,55.91,Reliable wiring harness.,wiringharness,BrandB,17.48,0.95,"(0.21, 0.2, 0.2)","{'Copper': 71, 'Plastic': 13}",high,30.3,16.1,487.83,11397,30
WH2328,CablePro 8,23,52.34,Durable wiring harness.,wiringharness,BrandD,17.62,0.68,"(0.25, 0.21, 0.24)","{'Copper': 74, 'Plastic': 24}",high,27.0,18.0,486.0,12565,-14
WH7739,WireFlex 3,39,70.05,Flexible wiring harness.,wiringharness,BrandB,17.86,0.89,"(0.21, 0.24, 0.25)","{'Copper': 71, 'Plastic': 21}",undefined,18.4,15.1,277.84,13046,1
WH5219,WireFlex 9,35,64.65,Reliable wiring harness.,wiringharness,BrandA,17.22,0.87,"(0.22, 0.21, 0.2)","{'Copper': 77, 'Plastic': 19}",high,22.1,16.5,364.65,12865,33
WH2280,WireFlex 5,2,59.23,Efficient wiring harness.,wiringharness,BrandD,17.86,0.94,"(0.23, 0.21, 0.28)","{'Copper': 88, 'Plastic': 20}",low,16.4,19.8,324.72,11301,13
WH5581,WireFlex 3,23,68.63,Flexible wiring harness.,wiringharness,BrandB,17.95,0.61,"(0.23, 0.23, 0.21)","{'Copper': 74, 'Plastic': 12}",undefined,16.3,17.2,280.36,10554,19
WH3038,PowerLine 1,22,79.78,Durable wiring harness.,wiringharness,BrandB,17.07,0.5,"(0.28, 0.21, 0.27)","{'Copper': 71, 'Plastic': 24}",medium,18.0,11.9,214.2,10253,58
WH8630,WireFlex 6,14,98.49,Reliable wiring harness.,wiringharness,BrandB,17.55,0.99,"(0.29, 0.28, 0.28)","{'Copper': 76, 'Plastic': 21}",undefined,28.2,15.4,434.28,10891,15
WH6234,WireFlex 9,19,55.14,Flexible wiring harness.,wiringharness,BrandB,17.9,0.8,"(0.21, 0.26, 0.22)","{'Copper': 90, 'Plastic': 30}",high,28.1,18.7,525.47,14106,-13
WH3294,WireFlex 1,7,58.45,Reliable wiring harness.,wiringharness,BrandD,17.36,0.63,"(0.23, 0.21, 0.29)","{'Copper': 80, 'Plastic': 15}",high,23.0,13.7,315.1,14649,7
WH3219,SafeConnect 5,20,99.4,Durable wiring harness.,wiringharness,BrandA,17.85,0.83,"(0.29, 0.22, 0.22)","{'Copper': 71, 'Plastic': 15}",undefined,41.1,12.8,526.08,13579,11
WH5886,SafeConnect 2,47,64.9,Efficient wiring harness.,wiringharness,BrandC,17.07,0.53,"(0.26, 0.3, 0.22)","{'Copper': 80, 'Plastic': 30}",medium,35.2,14.6,513.92,13698,-5
WH6636,PowerLine 5,4,53.04,Efficient wiring harness.,wiringharness,BrandC,17.45,0.64,"(0.25, 0.22, 0.29)","{'Copper': 77, 'Plastic': 28}",low,40.5,17.4,704.7,12892,12
WH4264,SafeConnect 7,16,74.88,Durable wiring harness.,wiringharness,BrandB,17.93,0.73,"(0.3, 0.23, 0.26)","{'Copper': 74, 'Plastic': 24}",high,43.7,19.4,847.78,13899,69
WH1250,CablePro 5,38,85.79,Reliable wiring harness.,wiringharness,BrandD,17.76,0.58,"(0.25, 0.24, 0.23)","{'Copper': 79, 'Plastic': 28}",medium,36.6,17.1,625.86,10667,48
WH6633,CablePro 9,12,72.92,Flexible wiring harness.,wiringharness,BrandC,17.95,0.58,"(0.25, 0.25, 0.21)","{'Copper': 78, 'Plastic': 30}",medium,35.0,19.5,682.5,13945,-19
WH2130,CablePro 4,17,92.02,Reliable wiring harness.,wiringharness,BrandD,17.79,0.83,"(0.23, 0.3, 0.26)","{'Copper': 74, 'Plastic': 16}",low,26.1,19.0,495.9,12942,63
WH4525,PowerLine 7,42,90.55,Reliable wiring harness.,wiringharness,BrandA,17.3,0.65,"(0.21, 0.27, 0.22)","{'Copper': 89, 'Plastic': 23}",medium,38.9,17.3,672.97,14577,6
WH3576,CablePro 7,19,71.74,Flexible wiring harness.,wiringharness,BrandA,17.18,0.84,"(0.24, 0.26, 0.26)","{'Copper': 75, 'Plastic': 23}",high,17.7,18.0,318.6,12359,-1
WH4302,WireFlex 9,2,59.42,Flexible wiring harness.,wiringharness,BrandB,17.22,0.89,"(0.24, 0.23, 0.27)","{'Copper': 79, 'Plastic': 20}",high,34.2,15.2,519.84,10747,68
WH4300,PowerLine 9,26,90.72,Durable wiring harness.,wiringharness,BrandB,17.64,0.65,"(0.24, 0.25, 0.29)","{'Copper': 88, 'Plastic': 16}",low,17.3,17.0,294.1,14189,29
WH3757,WireFlex 1,21,96.21,Efficient wiring harness.,wiringharness,BrandB,17.94,0.61,"(0.27, 0.22, 0.21)","{'Copper': 87, 'Plastic': 18}",undefined,38.1,19.4,739.14,11029,45
WH9139,CablePro 5,24,86.41,Flexible wiring harness.,wiringharness,BrandD,17.24,0.8,"(0.25, 0.27, 0.24)","{'Copper': 87, 'Plastic': 29}",undefined,14.3,18.2,260.26,14501,53
WH4871,CablePro 1,34,79.57,Flexible wiring harness.,wiringharness,BrandD,17.98,0.53,"(0.2, 0.24, 0.26)","{'Copper': 84, 'Plastic': 25}",medium,22.7,12.5,283.75,12146,42
WH7281,CablePro 2,33,80.53,Efficient wiring harness.,wiringharness,BrandA,17.45,0.82,"(0.28, 0.25, 0.24)","{'Copper': 72, 'Plastic': 26}",medium,19.4,12.2,236.68,12662,34
WH6387,SafeConnect 9,9,65.52,Durable wiring harness.,wiringharness,BrandA,17.64,0.76,"(0.24, 0.21, 0.27)","{'Copper': 75, 'Plastic': 21}",low,34.2,11.5,393.3,13261,20
WH1338,PowerLine 4,11,81.76,Durable wiring harness.,wiringharness,BrandC,17.72,0.53,"(0.23, 0.26, 0.25)","{'Copper': 90, 'Plastic': 23}",low,37.9,16.6,629.14,11411,58
WH5418,WireFlex 8,41,85.09,Efficient wiring harness.,wiringharness,BrandC,17.59,0.63,"(0.22, 0.28, 0.25)","{'Copper': 73, 'Plastic': 14}",undefined,42.3,14.9,630.27,13375,21
WH7079,PowerLine 9,27,60.45,Efficient wiring harness.,wiringharness,BrandA,17.69,0.7,"(0.23, 0.3, 0.24)","{'Copper': 80, 'Plastic': 29}",high,28.5,11.6,330.6,14536,-9
WH9218,SafeConnect 4,8,93.74,Efficient wiring harness.,wiringharness,BrandB,17.32,0.72,"(0.28, 0.27, 0.28)","{'Copper': 85, 'Plastic': 20}",medium,35.8,11.2,400.96,11995,18
WH5552,PowerLine 6,38,98.46,Durable wiring harness.,wiringharness,BrandB,17.08,0.74,"(0.26, 0.28, 0.29)","{'Copper': 85, 'Plastic': 13}",high,20.2,12.4,250.48,14051,56
WH1196,WireFlex 4,45,82.99,Efficient wiring harness.,wiringharness,BrandB,17.48,0.83,"(0.25, 0.28, 0.21)","{'Copper': 85, 'Plastic': 27}",medium,24.4,14.5,353.8,11615,4
WH2846,SafeConnect 4,19,64.14,Reliable wiring harness.,wiringharness,BrandB,17.24,0.89,"(0.28, 0.27, 0.26)","{'Copper': 81, 'Plastic': 24}",medium,43.7,12.7,554.99,11608,43
WH3063,SafeConnect 5,19,67.95,Flexible wiring harness.,wiringharness,BrandB,17.67,0.54,"(0.21, 0.21, 0.25)","{'Copper': 86, 'Plastic': 22}",medium,34.3,13.1,449.33,14851,57
WH4326,PowerLine 6,3,97.51,Reliable wiring harness.,wiringharness,BrandB,17.13,0.99,"(0.24, 0.22, 0.24)","{'Copper': 83, 'Plastic': 23}",low,33.0,12.1,399.3,11866,66
WH8574,PowerLine 1,43,53.52,Efficient wiring harness.,wiringharness,BrandB,17.32,0.97,"(0.24, 0.23, 0.29)","{'Copper': 74, 'Plastic': 30}",medium,13.0,10.1,131.3,12920,2
WH9077,SafeConnect 6,23,94.34,Efficient wiring harness.,wiringharness,BrandC,17.77,0.71,"(0.25, 0.22, 0.26)","{'Copper': 71, 'Plastic': 15}",high,46.5,11.7,544.05,11176,63
WH8737,WireFlex 1,50,93.83,Durable wiring harness.,wiringharness,BrandA,17.2,0.96,"(0.3, 0.27, 0.23)","{'Copper': 80, 'Plastic': 23}",low,25.3,10.5,265.65,10233,-7
WH7930,SafeConnect 6,4,94.93,Efficient wiring harness.,wiringharness,BrandC,17.21,0.55,"(0.22, 0.27, 0.25)","{'Copper': 76, 'Plastic': 10}",low,13.0,18.3,237.9,14260,-18
WH2838,PowerLine 4,49,61.52,Durable wiring harness.,wiringharness,BrandA,17.65,0.54,"(0.29, 0.29, 0.26)","{'Copper': 74, 'Plastic': 17}",medium,17.2,18.4,316.48,14388,-2
WH7207,SafeConnect 6,50,87.83,Flexible wiring harness.,wiringharness,BrandA,17.14,0.88,"(0.24, 0.21, 0.3)","{'Copper': 74, 'Plastic': 13}",low,14.7,11.4,167.58,14271,4
WH4173,PowerLine 6,43,52.98,Durable wiring harness.,wiringharness,BrandD,17.66,0.68,"(0.26, 0.25, 0.21)","{'Copper': 82, 'Plastic': 30}",high,16.1,15.1,243.11,11127,74
WH7510,WireFlex 5,50,62.7,Efficient wiring harness.,wiringharness,BrandC,17.47,0.96,"(0.21, 0.28, 0.27)","{'Copper': 89, 'Plastic': 11}",undefined,33.3,18.9,629.37,11892,5
WH9408,CablePro 6,27,69.77,Efficient wiring harness.,wiringharness,BrandA,17.45,0.68,"(0.23, 0.27, 0.24)","{'Copper': 71, 'Plastic': 22}",medium,23.5,13.3,312.55,11068,-6
WH4355,CablePro 5,22,98.38,Efficient wiring harness.,wiringharness,BrandD,17.76,0.74,"(0.29, 0.21, 0.26)","{'Copper': 74, 'Plastic': 23}",medium,47.1,11.3,532.23,11985,42
WH2303,CablePro 2,8,79.67,Durable wiring harness.,wiringharness,BrandA,17.4,0.58,"(0.22, 0.24, 0.22)","{'Copper': 78, 'Plastic': 27}",high,39.7,18.2,722.54,14875,42
WH7831,CablePro 4,38,52.9,Durable wiring harness.,wiringharness,BrandD,17.9,0.64,"(0.24, 0.27, 0.26)","{'Copper': 84, 'Plastic': 17}",low,15.3,16.2,247.86,12134,-4
WH8709,PowerLine 1,30,91.65,Reliable wiring harness.,wiringharness,BrandB,17.17,0.51,"(0.2, 0.24, 0.29)","{'Copper': 73, 'Plastic': 28}",undefined,20.3,13.9,282.17,10280,1
WH7624,CablePro 9,31,90.92,Durable wiring harness.,wiringharness,BrandD,17.25,0.81,"(0.28, 0.2, 0.23)","{'Copper': 74, 'Plastic': 18}",undefined,29.7,11.7,347.49,10272,28
WH7071,SafeConnect 8,40,65.59,Reliable wiring harness.,wiringharness,BrandC,17.11,0.52,"(0.21, 0.24, 0.24)","{'Copper': 70, 'Plastic': 18}",low,22.3,17.2,383.56,10503,53
WH1208,SafeConnect 4,16,80.36,Flexible wiring harness.,wiringharness,BrandC,17.43,0.73,"(0.27, 0.2, 0.28)","{'Copper': 89, 'Plastic': 18}",undefined,33.1,16.3,539.53,14679,10
WH1963,SafeConnect 3,17,69.68,Reliable wiring harness.,wiringharness,BrandD,17.6,0.64,"(0.25, 0.26, 0.21)","{'Copper': 72, 'Plastic': 19}",low,47.3,12.2,577.06,13852,-14
WH5407,CablePro 8,22,53.31,Reliable wiring harness.,wiringharness,BrandA,17.46,0.5,"(0.3, 0.21, 0.28)","{'Copper': 83, 'Plastic': 22}",medium,39.4,10.0,394.0,11892,-9
WH7473,CablePro 7,47,76.24,Reliable wiring harness.,wiringharness,BrandC,17.34,0.81,"(0.21, 0.22, 0.22)","{'Copper': 87, 'Plastic': 14}",medium,44.2,16.1,711.62,10578,48
WH4323,SafeConnect 4,15,90.89,Reliable wiring harness.,wiringharness,BrandD,17.27,0.52,"(0.21, 0.24, 0.23)","{'Copper': 90, 'Plastic': 11}",medium,27.9,18.6,518.94,12567,80
WH6978,CablePro 5,3,98.19,Efficient wiring harness.,wiringharness,BrandB,17.39,0.69,"(0.28, 0.29, 0.27)","{'Copper': 70, 'Plastic': 30}",low,36.3,18.4,667.92,13685,53
WH2628,SafeConnect 8,3,69.32,Reliable wiring harness.,wiringharness,BrandB,17.97,0.67,"(0.29, 0.21, 0.26)","{'Copper': 78, 'Plastic': 21}",undefined,20.7,16.0,331.2,11447,-19
WH2299,SafeConnect 2,32,77.5,Reliable wiring harness.,wiringharness,BrandB,17.19,0.54,"(0.25, 0.29, 0.23)","{'Copper': 75, 'Plastic': 26}",low,39.4,16.0,630.4,12277,30
WH3399,PowerLine 4,22,88.25,Flexible wiring harness.,wiringharness,BrandC,17.43,0.81,"(0.22, 0.27, 0.27)","{'Copper': 85, 'Plastic': 14}",low,13.3,10.6,140.98,10087,30
WH4675,PowerLine 7,30,56.94,Efficient wiring harness.,wiringharness,BrandB,17.09,0.87,"(0.26, 0.22, 0.28)","{'Copper': 73, 'Plastic': 18}",undefined,40.2,13.8,554.76,14612,70
WH4526,PowerLine 6,39,51.41,Reliable wiring harness.,wiringharness,BrandD,17.22,0.91,"(0.21, 0.27, 0.26)","{'Copper': 82, 'Plastic': 27}",high,21.1,16.7,352.37,14599,57
WH5814,CablePro 1,35,55.75,Durable wiring harness.,wiringharness,BrandB,17.25,0.55,"(0.25, 0.23, 0.26)","{'Copper': 84, 'Plastic': 27}",medium,23.8,19.8,471.24,12645,37
WH2986,CablePro 3,15,85.35,Flexible wiring harness.,wiringharness,BrandC,17.56,0.68,"(0.3, 0.28, 0.23)","{'Copper': 88, 'Plastic': 16}",medium,43.6,19.1,832.76,10206,42
WH1109,CablePro 4,12,85.07,Efficient wiring harness.,wiringharness,BrandC,17.38,0.88,"(0.25, 0.24, 0.21)","{'Copper': 80, 'Plastic': 28}",low,47.2,16.2,764.64,11440,66
WH5699,SafeConnect 2,14,68.01,Flexible wiring harness.,wiringharness,BrandA,17.79,0.73,"(0.22, 0.26, 0.22)","{'Copper': 79, 'Plastic': 13}",high,35.7,19.5,696.15,13651,9
WH4728,PowerLine 3,9,51.21,Durable wiring harness.,wiringharness,BrandD,17.64,0.61,"(0.27, 0.2, 0.21)","{'Copper': 79, 'Plastic': 14}",low,24.4,15.2,370.88,13146,11
WH6007,SafeConnect 6,49,56.33,Reliable wiring harness.,wiringharness,BrandC,17.62,0.8,"(0.25, 0.22, 0.23)","{'Copper': 76, 'Plastic': 27}",low,24.9,13.7,341.13,12122,67
WH5647,SafeConnect 8,35,55.41,Efficient wiring harness.,wiringharness,BrandA,17.84,0.82,"(0.27, 0.26, 0.26)","{'Copper': 85, 'Plastic': 26}",undefined,21.8,14.8,322.64,10022,43
WH1728,PowerLine 3,1,92.73,Efficient wiring harness.,wiringharness,BrandC,17.93,0.57,"(0.2, 0.28, 0.22)","{'Copper': 71, 'Plastic': 24}",high,21.8,11.8,257.24,13431,-10
WH5608,SafeConnect 3,4,58.79,Flexible wiring harness.,wiringharness,BrandD,17.99,0.78,"(0.24, 0.28, 0.25)","{'Copper': 88, 'Plastic': 20}",high,27.7,19.2,531.84,12939,-10
WH7826,PowerLine 7,11,80.68,Durable wiring harness.,wiringharness,BrandD,17.71,0.6,"(0.3, 0.28, 0.25)","{'Copper': 89, 'Plastic': 23}",high,33.5,12.9,432.15,14126,-4
WH7754,SafeConnect 8,9,66.13,Reliable wiring harness.,wiringharness,BrandC,17.66,0.71,"(0.24, 0.2, 0.27)","{'Copper': 88, 'Plastic': 15}",low,36.6,16.6,607.56,12062,31
WH6319,WireFlex 2,32,67.25,Durable wiring harness.,wiringharness,BrandD,17.84,0.53,"(0.28, 0.26, 0.24)","{'Copper': 73, 'Plastic': 17}",undefined,20.5,11.4,233.7,11803,68
WH4989,PowerLine 8,5,72.03,Durable wiring harness.,wiringharness,BrandB,17.25,0.74,"(0.24, 0.29, 0.22)","{'Copper': 83, 'Plastic': 30}",low,34.2,12.8,437.76,10627,69
WH1544,PowerLine 3,32,88.55,Durable wiring harness.,wiringharness,BrandC,17.78,0.83,"(0.22, 0.21, 0.25)","{'Copper': 87, 'Plastic': 20}",undefined,14.9,17.3,257.77,11844,52
WH5388,SafeConnect 9,35,85.81,Flexible wiring harness.,wiringharness,BrandB,17.4,0.99,"(0.24, 0.26, 0.28)","{'Copper': 86, 'Plastic': 12}",undefined,20.3,13.2,267.96,13467,46
WH5913,WireFlex 4,43,63.52,Flexible wiring harness.,wiringharness,BrandA,17.89,0.63,"(0.2, 0.27, 0.22)","{'Copper': 78, 'Plastic': 19}",low,18.7,19.2,359.04,14135,15
WH8922,CablePro 3,15,52.84,Reliable wiring harness.,wiringharness,BrandD,17.91,0.72,"(0.29, 0.28, 0.24)","{'Copper': 83, 'Plastic': 30}",undefined,18.6,18.2,338.52,12509,34
WH6876,CablePro 8,3,77.95,Flexible wiring harness.,wiringharness,BrandC,17.18,0.75,"(0.28, 0.25, 0.26)","{'Copper': 81, 'Plastic': 15}",undefined,15.5,11.4,176.7,12594,30
WH2892,SafeConnect 1,7,92.13,Efficient wiring harness.,wiringharness,BrandA,17.73,0.91,"(0.26, 0.23, 0.21)","{'Copper': 76, 'Plastic': 28}",medium,31.9,13.2,421.08,10366,20
WH6175,WireFlex 7,14,86.23,Durable wiring harness.,wiringharness,BrandD,17.78,0.95,"(0.21, 0.24, 0.28)","{'Copper': 73, 'Plastic': 21}",medium,35.0,10.1,353.5,12721,5
WH8374,WireFlex 1,36,73.94,Reliable wiring harness.,wiringharness,BrandD,17.52,0.66,"(0.21, 0.24, 0.28)","{'Copper': 89, 'Plastic': 25}",undefined,38.7,17.4,673.38,14458,-8
WH4528,PowerLine 5,34,96.28,Durable wiring harness.,wiringharness,BrandB,17.93,0.87,"(0.23, 0.22, 0.25)","{'Copper': 81, 'Plastic': 11}",undefined,16.2,10.9,176.58,14936,-19
WH3784,CablePro 8,16,96.77,Efficient wiring harness.,wiringharness,BrandB,17.57,0.72,"(0.29, 0.24, 0.28)","{'Copper': 82, 'Plastic': 30}",high,14.6,19.0,277.4,10885,67
WH2125,PowerLine 4,18,51.66,Efficient wiring harness.,wiringharness,BrandA,17.22,0.93,"(0.21, 0.26, 0.25)","{'Copper': 76, 'Plastic': 27}",undefined,32.3,15.9,513.57,10072,-1
WH5939,CablePro 2,24,85.97,Reliable wiring harness.,wiringharness,BrandB,17.95,0.65,"(0.29, 0.22, 0.23)","{'Copper': 86, 'Plastic': 21}",medium,29.4,11.5,338.1,13035,-12
WH3333,PowerLine 7,8,78.95,Reliable wiring harness.,wiringharness,BrandD,17.06,0.85,"(0.29, 0.22, 0.2)","{'Copper': 87, 'Plastic': 15}",medium,47.4,12.4,587.76,10534,43
WH8024,SafeConnect 1,17,55.6,Efficient wiring harness.,wiringharness,BrandC,17.86,0.93,"(0.23, 0.26, 0.25)","{'Copper': 74, 'Plastic': 17}",high,21.1,16.4,346.04,12450,70
WH2770,PowerLine 4,20,83.24,Flexible wiring harness.,wiringharness,BrandA,17.81,0.63,"(0.26, 0.27, 0.22)","{'Copper': 70, 'Plastic': 22}",medium,47.9,19.0,910.1,12970,-14
WH3868,SafeConnect 1,33,73.3,Durable wiring harness.,wiringharness,BrandA,17.65,0.77,"(0.2, 0.27, 0.25)","{'Copper': 79, 'Plastic': 16}",high,42.2,11.9,502.18,13729,57
WH9185,WireFlex 6,32,93.07,Reliable wiring harness.,wiringharness,BrandA,17.02,0.85,"(0.25, 0.29, 0.22)","{'Copper': 75, 'Plastic': 30}",undefined,37.0,14.3,529.1,12880,13
WH3331,CablePro 5,29,81.96,Flexible wiring harness.,wiringharness,BrandA,17.03,0.62,"(0.26, 0.22, 0.3)","{'Copper': 76, 'Plastic': 28}",medium,39.4,18.7,736.78,13131,40
