id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,transmission_type
TR5488,DriveMax 7,1,2568.01,Efficient manual transmission.,transmission,BrandB,17.55,105.05,"(1.36, 1.1, 1.03)","{'Copper': 50, 'Steel': 50}",high,315.9,193.3,Manual
TR1682,SwiftShift 2,50,2687.42,Smooth manual transmission.,transmission,BrandD,17.38,124.71,"(0.69, 0.62, 0.7)","{'Steel': 70, 'Aluminum': 30}",medium,332.8,158.7,Manual
TR2351,DriveMax 1,50,1809.54,Durable automatic transmission.,transmission,BrandA,17.58,84.75,"(1.21, 1.06, 0.64)","{'Steel': 75, 'Iron': 25}",medium,440.3,109.8,Automatic
TR5030,SwiftShift 7,49,2198.5,Smooth dual-clutch transmission.,transmission,BrandD,17.46,98.83,"(0.8, 1.48, 0.79)","{'Steel': 70, 'Aluminum': 30}",high,523.4,239.8,Dual-Clutch
TR8886,TurboClutch 8,10,1671.25,Reliable dual-clutch transmission.,transmission,BrandB,17.32,117.13,"(0.78, 1.09, 1.04)","{'Copper': 50, 'Steel': 50}",medium,311.4,224.1,Dual-Clutch
TR6730,ShiftPro 2,31,2582.05,Efficient manual transmission.,transmission,BrandB,17.39,85.6,"(0.61, 1.45, 0.55)","{'Steel': 60, 'Aluminum': 40}",high,267.1,161.6,Manual
TR2340,DriveMax 8,7,2886.99,Reliable dual-clutch transmission.,transmission,BrandC,17.58,121.26,"(1.03, 0.76, 1.45)","{'Steel': 70, 'Aluminum': 30}",high,511.9,149.6,Dual-Clutch
TR1933,HeavyTorque 5,47,2604.72,Smooth automatic transmission.,transmission,BrandD,17.41,111.55,"(0.9, 1.22, 0.77)","{'Copper': 50, 'Steel': 50}",low,545.5,239.0,Automatic
TR3931,HeavyTorque 2,24,1844.12,Smooth manual transmission.,transmission,BrandC,17.4,85.29,"(1.06, 1.32, 0.77)","{'Steel': 60, 'Aluminum': 40}",low,292.3,133.5,Manual
TR1852,HeavyTorque 8,27,1352.38,Smooth dual-clutch transmission.,transmission,BrandB,17.46,115.51,"(1.26, 1.07, 0.91)","{'Steel': 75, 'Iron': 25}",low,242.9,171.3,Dual-Clutch
TR7250,DriveMax 2,25,2781.03,Efficient dual-clutch transmission.,transmission,BrandD,17.31,88.44,"(0.66, 0.74, 0.59)","{'Steel': 70, 'Aluminum': 30}",medium,504.5,117.9,Dual-Clutch
TR9329,SwiftShift 5,6,1499.91,Durable cvt transmission.,transmission,BrandA,17.31,77.35,"(0.82, 0.98, 1.43)","{'Steel': 60, 'Aluminum': 40}",low,524.6,240.7,CVT
TR6866,ShiftPro 2,26,2317.08,Durable automatic transmission.,transmission,BrandC,17.4,82.87,"(0.77, 0.9, 0.8)","{'Steel': 75, 'Iron': 25}",medium,245.0,208.8,Automatic
TR9677,DriveMax 1,30,1889.44,Reliable cvt transmission.,transmission,BrandC,17.42,112.56,"(0.65, 1.27, 1.41)","{'Copper': 50, 'Steel': 50}",high,280.7,224.2,CVT
TR6905,DriveMax 3,26,2990.83,Reliable dual-clutch transmission.,transmission,BrandA,17.44,106.86,"(1.39, 1.15, 0.94)","{'Steel': 60, 'Aluminum': 40}",high,217.1,105.7,Dual-Clutch
TR1071,ShiftPro 7,7,1756.24,Reliable manual transmission.,transmission,BrandA,17.56,96.77,"(1.21, 1.33, 1.31)","{'Steel': 70, 'Aluminum': 30}",low,582.6,135.7,Manual
TR6753,SwiftShift 8,40,1638.77,Smooth dual-clutch transmission.,transmission,BrandC,17.42,109.86,"(0.51, 1.14, 1.14)","{'Aluminum': 80, 'Titanium': 20}",high,506.6,114.9,Dual-Clutch
TR3166,DriveMax 5,6,2880.26,Reliable automatic transmission.,transmission,BrandB,17.41,110.39,"(1.41, 1.1, 0.94)","{'Steel': 70, 'Aluminum': 30}",low,468.2,126.0,Automatic
TR2205,ShiftPro 9,24,1709.84,Reliable automatic transmission.,transmission,BrandD,17.35,97.53,"(0.67, 0.52, 0.68)","{'Copper': 50, 'Steel': 50}",low,426.9,214.8,Automatic
TR1730,DriveMax 9,24,1229.33,Efficient manual transmission.,transmission,BrandB,17.47,116.73,"(0.93, 0.71, 0.87)","{'Steel': 75, 'Iron': 25}",low,253.0,232.3,Manual
TR4488,ShiftPro 5,42,1555.49,Reliable manual transmission.,transmission,BrandC,17.41,117.59,"(0.61, 0.72, 0.9)","{'Steel': 70, 'Aluminum': 30}",medium,247.2,229.9,Manual
TR6795,HeavyTorque 9,30,2359.5,Durable manual transmission.,transmission,BrandD,17.53,117.18,"(0.75, 1.04, 0.5)","{'Copper': 50, 'Steel': 50}",low,238.1,242.6,Manual
TR4645,TurboClutch 9,17,2592.24,Smooth dual-clutch transmission.,transmission,BrandC,17.47,70.34,"(0.79, 1.21, 1.5)","{'Steel': 60, 'Aluminum': 40}",medium,363.6,154.9,Dual-Clutch
TR5543,DriveMax 3,16,1334.17,Efficient cvt transmission.,transmission,BrandE,17.48,70.76,"(0.68, 0.96, 1.36)","{'Copper': 50, 'Steel': 50}",low,488.6,245.4,CVT
TR9761,SwiftShift 3,28,1253.34,Smooth dual-clutch transmission.,transmission,BrandE,17.37,126.22,"(1.47, 0.77, 1.08)","{'Steel': 70, 'Aluminum': 30}",low,221.5,185.8,Dual-Clutch
TR5253,HeavyTorque 3,7,2816.93,Durable dual-clutch transmission.,transmission,BrandE,17.36,85.5,"(1.42, 0.84, 1.09)","{'Copper': 50, 'Steel': 50}",medium,554.9,141.3,Dual-Clutch
TR4087,HeavyTorque 9,36,2929.08,Smooth dual-clutch transmission.,transmission,BrandA,17.58,97.74,"(0.5, 0.69, 1.2)","{'Copper': 50, 'Steel': 50}",high,338.1,175.9,Dual-Clutch
TR8338,TurboClutch 1,48,2307.5,Durable dual-clutch transmission.,transmission,BrandD,17.45,71.51,"(0.83, 1.3, 1.39)","{'Steel': 75, 'Iron': 25}",medium,274.9,108.3,Dual-Clutch
TR6176,HeavyTorque 7,20,2621.75,Smooth automatic transmission.,transmission,BrandC,17.43,74.82,"(1.27, 1.24, 0.84)","{'Steel': 60, 'Aluminum': 40}",low,348.1,190.7,Automatic
TR9742,DriveMax 9,38,2178.6,Reliable manual transmission.,transmission,BrandC,17.34,112.87,"(1.14, 0.56, 1.0)","{'Steel': 60, 'Aluminum': 40}",medium,462.3,100.2,Manual
TR6359,HeavyTorque 8,30,2584.07,Smooth manual transmission.,transmission,BrandB,17.38,74.89,"(0.87, 1.47, 0.6)","{'Steel': 75, 'Iron': 25}",medium,367.0,162.7,Manual
TR4284,ShiftPro 3,44,2948.61,Smooth cvt transmission.,transmission,BrandE,17.47,122.05,"(1.34, 1.22, 1.02)","{'Steel': 60, 'Aluminum': 40}",medium,273.9,223.7,CVT
TR2286,DriveMax 2,41,2225.23,Reliable manual transmission.,transmission,BrandC,17.45,82.7,"(1.49, 0.77, 1.27)","{'Steel': 75, 'Iron': 25}",low,479.8,137.4,Manual
TR4238,DriveMax 1,16,2301.16,Durable automatic transmission.,transmission,BrandB,17.46,114.31,"(0.8, 0.63, 0.97)","{'Copper': 50, 'Steel': 50}",low,322.9,104.9,Automatic
TR3840,HeavyTorque 7,33,1072.73,Smooth automatic transmission.,transmission,BrandA,17.46,121.35,"(1.0, 0.77, 0.87)","{'Steel': 60, 'Aluminum': 40}",low,536.4,175.3,Automatic
TR6202,DriveMax 5,37,2371.38,Efficient dual-clutch transmission.,transmission,BrandB,17.4,119.95,"(1.46, 1.45, 0.69)","{'Copper': 50, 'Steel': 50}",high,504.1,192.2,Dual-Clutch
TR3825,DriveMax 3,28,1554.44,Reliable dual-clutch transmission.,transmission,BrandB,17.4,109.69,"(0.98, 1.06, 1.15)","{'Aluminum': 80, 'Titanium': 20}",high,445.1,119.8,Dual-Clutch
TR7042,HeavyTorque 3,29,2724.24,Durable manual transmission.,transmission,BrandC,17.44,107.54,"(0.66, 0.53, 0.78)","{'Aluminum': 80, 'Titanium': 20}",low,308.3,181.3,Manual
TR1122,DriveMax 6,25,1864.1,Durable manual transmission.,transmission,BrandA,17.52,129.2,"(0.59, 0.7, 0.76)","{'Steel': 70, 'Aluminum': 30}",low,495.1,191.0,Manual
TR9624,HeavyTorque 3,12,2702.49,Smooth dual-clutch transmission.,transmission,BrandE,17.46,120.72,"(0.5, 0.85, 0.79)","{'Steel': 70, 'Aluminum': 30}",high,263.7,233.3,Dual-Clutch
TR7170,DriveMax 6,50,2229.33,Reliable automatic transmission.,transmission,BrandD,17.33,115.09,"(0.7, 1.25, 1.42)","{'Steel': 75, 'Iron': 25}",low,326.2,143.2,Automatic
TR5089,ShiftPro 6,1,1129.47,Durable cvt transmission.,transmission,BrandE,17.32,110.28,"(0.83, 0.93, 0.92)","{'Steel': 70, 'Aluminum': 30}",low,480.2,183.4,CVT
TR3094,SwiftShift 3,29,1297.95,Reliable automatic transmission.,transmission,BrandD,17.48,77.29,"(0.62, 0.55, 1.48)","{'Steel': 60, 'Aluminum': 40}",medium,273.6,156.5,Automatic
TR7792,TurboClutch 9,40,2953.08,Durable automatic transmission.,transmission,BrandE,17.54,104.47,"(0.78, 0.68, 1.24)","{'Steel': 70, 'Aluminum': 30}",low,397.9,236.4,Automatic
TR2515,TurboClutch 3,45,2766.27,Durable cvt transmission.,transmission,BrandB,17.34,116.24,"(1.21, 1.24, 1.34)","{'Copper': 50, 'Steel': 50}",medium,570.7,221.3,CVT
TR1332,DriveMax 4,42,2601.35,Smooth automatic transmission.,transmission,BrandD,17.46,74.58,"(0.78, 1.23, 1.36)","{'Aluminum': 80, 'Titanium': 20}",medium,398.1,225.4,Automatic
TR4410,TurboClutch 5,31,2712.67,Efficient dual-clutch transmission.,transmission,BrandE,17.39,84.16,"(0.65, 0.96, 1.2)","{'Steel': 60, 'Aluminum': 40}",high,241.8,190.8,Dual-Clutch
TR1425,SwiftShift 6,29,2308.1,Efficient dual-clutch transmission.,transmission,BrandB,17.32,81.52,"(1.18, 0.84, 1.22)","{'Steel': 70, 'Aluminum': 30}",high,483.7,147.9,Dual-Clutch
TR2108,DriveMax 4,21,1331.71,Efficient cvt transmission.,transmission,BrandB,17.38,75.03,"(0.99, 0.71, 1.49)","{'Steel': 60, 'Aluminum': 40}",low,211.4,135.6,CVT
TR3068,HeavyTorque 6,38,2967.52,Durable automatic transmission.,transmission,BrandA,17.49,129.7,"(1.27, 0.61, 1.47)","{'Copper': 50, 'Steel': 50}",medium,548.4,139.1,Automatic
TR8143,HeavyTorque 8,6,2618.58,Durable dual-clutch transmission.,transmission,BrandA,17.37,122.8,"(0.87, 0.68, 0.94)","{'Aluminum': 80, 'Titanium': 20}",high,533.5,227.0,Dual-Clutch
TR7032,ShiftPro 2,20,1666.14,Reliable manual transmission.,transmission,BrandA,17.48,85.43,"(1.48, 0.76, 1.26)","{'Steel': 70, 'Aluminum': 30}",high,407.1,152.5,Manual
TR5824,DriveMax 9,21,1202.27,Smooth dual-clutch transmission.,transmission,BrandD,17.53,92.12,"(1.0, 0.9, 1.13)","{'Steel': 75, 'Iron': 25}",medium,296.7,243.0,Dual-Clutch
TR9419,SwiftShift 3,6,1046.62,Smooth automatic transmission.,transmission,BrandA,17.51,72.34,"(1.33, 1.1, 1.23)","{'Copper': 50, 'Steel': 50}",high,584.8,144.6,Automatic
TR1825,DriveMax 1,10,1816.23,Efficient manual transmission.,transmission,BrandB,17.46,88.51,"(0.62, 1.25, 0.78)","{'Steel': 70, 'Aluminum': 30}",high,295.7,102.9,Manual
TR2221,TurboClutch 3,34,2542.03,Smooth dual-clutch transmission.,transmission,BrandB,17.56,76.47,"(1.37, 0.89, 1.37)","{'Steel': 75, 'Iron': 25}",high,433.0,193.2,Dual-Clutch
TR3894,DriveMax 8,31,1993.68,Reliable manual transmission.,transmission,BrandC,17.52,123.98,"(0.65, 1.02, 1.28)","{'Copper': 50, 'Steel': 50}",low,331.0,224.8,Manual
TR5486,TurboClutch 7,42,2289.67,Durable automatic transmission.,transmission,BrandC,17.51,107.52,"(0.7, 0.75, 0.76)","{'Steel': 75, 'Iron': 25}",high,328.9,152.4,Automatic
TR8557,DriveMax 3,31,2755.73,Reliable dual-clutch transmission.,transmission,BrandC,17.44,118.37,"(0.8, 0.74, 0.77)","{'Steel': 75, 'Iron': 25}",high,207.5,197.3,Dual-Clutch
TR9017,HeavyTorque 4,10,2231.83,Reliable manual transmission.,transmission,BrandD,17.4,82.8,"(0.72, 0.93, 0.85)","{'Copper': 50, 'Steel': 50}",high,205.1,146.5,Manual
TR6997,DriveMax 3,42,2438.93,Reliable cvt transmission.,transmission,BrandC,17.37,123.39,"(0.91, 0.85, 0.79)","{'Steel': 70, 'Aluminum': 30}",high,349.2,200.7,CVT
TR9315,SwiftShift 8,11,1132.02,Smooth cvt transmission.,transmission,BrandC,17.57,106.72,"(1.46, 1.46, 0.52)","{'Copper': 50, 'Steel': 50}",high,250.2,200.6,CVT
TR4075,DriveMax 8,25,2463.2,Durable dual-clutch transmission.,transmission,BrandB,17.5,100.61,"(0.89, 0.61, 0.68)","{'Steel': 60, 'Aluminum': 40}",low,261.3,150.2,Dual-Clutch
TR4772,TurboClutch 5,41,2623.46,Efficient cvt transmission.,transmission,BrandD,17.3,92.26,"(0.7, 0.96, 1.08)","{'Steel': 70, 'Aluminum': 30}",high,348.9,242.4,CVT
TR5236,HeavyTorque 5,16,2066.9,Smooth automatic transmission.,transmission,BrandC,17.39,113.72,"(1.26, 1.29, 1.12)","{'Aluminum': 80, 'Titanium': 20}",high,267.8,233.6,Automatic
TR3566,DriveMax 2,34,2380.85,Efficient dual-clutch transmission.,transmission,BrandD,17.35,106.13,"(1.28, 1.02, 0.6)","{'Steel': 70, 'Aluminum': 30}",high,214.4,153.8,Dual-Clutch
TR8005,DriveMax 4,17,2993.66,Reliable dual-clutch transmission.,transmission,BrandB,17.47,111.85,"(0.54, 0.72, 1.38)","{'Steel': 70, 'Aluminum': 30}",medium,592.0,113.5,Dual-Clutch
TR4997,SwiftShift 2,45,2504.31,Reliable automatic transmission.,transmission,BrandC,17.43,129.69,"(1.33, 0.69, 1.36)","{'Steel': 60, 'Aluminum': 40}",low,471.3,121.0,Automatic
TR1868,SwiftShift 8,48,2295.21,Smooth cvt transmission.,transmission,BrandA,17.46,90.7,"(1.02, 0.98, 1.22)","{'Copper': 50, 'Steel': 50}",medium,583.4,221.8,CVT
TR2659,SwiftShift 5,17,2403.58,Efficient automatic transmission.,transmission,BrandC,17.52,109.02,"(0.85, 0.6, 1.15)","{'Steel': 60, 'Aluminum': 40}",medium,443.8,112.0,Automatic
TR9330,SwiftShift 1,32,1152.95,Smooth automatic transmission.,transmission,BrandE,17.58,87.89,"(1.3, 1.44, 1.5)","{'Steel': 75, 'Iron': 25}",high,281.0,127.6,Automatic
TR6393,ShiftPro 6,37,1700.72,Reliable manual transmission.,transmission,BrandA,17.37,76.64,"(1.05, 1.24, 0.88)","{'Steel': 75, 'Iron': 25}",low,258.0,160.8,Manual
TR2072,ShiftPro 3,40,1930.35,Efficient automatic transmission.,transmission,BrandE,17.6,71.23,"(0.98, 0.55, 1.04)","{'Steel': 60, 'Aluminum': 40}",medium,319.5,184.2,Automatic
TR5520,ShiftPro 4,50,1361.53,Durable automatic transmission.,transmission,BrandC,17.54,88.95,"(1.34, 0.55, 1.32)","{'Steel': 60, 'Aluminum': 40}",low,409.0,191.6,Automatic
TR1147,TurboClutch 6,15,1466.26,Reliable manual transmission.,transmission,BrandB,17.55,70.03,"(0.9, 0.71, 1.1)","{'Copper': 50, 'Steel': 50}",high,302.2,118.7,Manual
TR5556,HeavyTorque 5,29,1699.32,Durable automatic transmission.,transmission,BrandE,17.53,115.62,"(0.91, 1.49, 0.8)","{'Steel': 60, 'Aluminum': 40}",medium,397.1,118.2,Automatic
TR7224,DriveMax 1,42,2042.78,Efficient cvt transmission.,transmission,BrandB,17.35,88.61,"(1.03, 0.64, 1.33)","{'Steel': 75, 'Iron': 25}",medium,239.4,174.9,CVT
TR3530,DriveMax 7,29,2168.04,Reliable cvt transmission.,transmission,BrandC,17.4,115.38,"(0.73, 1.12, 0.76)","{'Aluminum': 80, 'Titanium': 20}",high,284.3,158.4,CVT
TR8536,HeavyTorque 7,27,1036.44,Smooth automatic transmission.,transmission,BrandD,17.36,84.34,"(1.22, 0.62, 0.54)","{'Copper': 50, 'Steel': 50}",medium,395.3,211.0,Automatic
TR9713,HeavyTorque 5,34,2152.75,Durable manual transmission.,transmission,BrandC,17.48,117.67,"(1.44, 0.55, 1.31)","{'Steel': 60, 'Aluminum': 40}",low,596.9,229.4,Manual
TR9458,SwiftShift 4,36,2035.19,Smooth dual-clutch transmission.,transmission,BrandE,17.45,98.38,"(1.34, 1.32, 1.02)","{'Aluminum': 80, 'Titanium': 20}",low,495.2,213.4,Dual-Clutch
TR9110,HeavyTorque 7,35,2543.5,Efficient dual-clutch transmission.,transmission,BrandD,17.39,124.67,"(0.79, 1.06, 1.1)","{'Aluminum': 80, 'Titanium': 20}",low,533.3,243.5,Dual-Clutch
TR1406,DriveMax 7,11,2998.5,Durable cvt transmission.,transmission,BrandD,17.55,113.72,"(1.1, 0.63, 0.97)","{'Steel': 60, 'Aluminum': 40}",high,356.4,110.2,CVT
TR4402,SwiftShift 2,22,1238.5,Durable dual-clutch transmission.,transmission,BrandB,17.38,79.65,"(1.47, 1.29, 0.82)","{'Steel': 60, 'Aluminum': 40}",medium,259.8,199.3,Dual-Clutch
TR6988,SwiftShift 6,24,2996.61,Smooth automatic transmission.,transmission,BrandC,17.57,81.41,"(0.87, 0.7, 0.99)","{'Steel': 60, 'Aluminum': 40}",low,374.2,130.0,Automatic
TR9708,DriveMax 9,34,1151.01,Reliable cvt transmission.,transmission,BrandE,17.55,123.62,"(1.41, 1.49, 1.39)","{'Steel': 70, 'Aluminum': 30}",high,505.6,200.5,CVT
TR4211,ShiftPro 6,26,2570.64,Reliable cvt transmission.,transmission,BrandA,17.6,114.65,"(0.66, 0.56, 1.31)","{'Steel': 75, 'Iron': 25}",low,495.1,134.9,CVT
TR9239,TurboClutch 7,8,2612.77,Efficient automatic transmission.,transmission,BrandE,17.5,126.5,"(1.4, 0.76, 1.4)","{'Steel': 75, 'Iron': 25}",medium,478.0,214.3,Automatic
TR3279,DriveMax 5,36,2280.33,Durable manual transmission.,transmission,BrandC,17.43,79.63,"(0.72, 1.47, 0.55)","{'Steel': 70, 'Aluminum': 30}",medium,231.4,109.3,Manual
TR8680,ShiftPro 6,11,2830.29,Efficient manual transmission.,transmission,BrandD,17.49,95.53,"(1.44, 0.8, 0.97)","{'Steel': 70, 'Aluminum': 30}",low,383.9,128.0,Manual
TR6057,ShiftPro 9,14,2225.47,Efficient cvt transmission.,transmission,BrandA,17.47,83.66,"(1.26, 0.69, 0.97)","{'Steel': 70, 'Aluminum': 30}",medium,388.8,158.3,CVT
TR9773,TurboClutch 2,37,1522.73,Durable automatic transmission.,transmission,BrandC,17.39,99.4,"(0.5, 1.46, 0.54)","{'Steel': 60, 'Aluminum': 40}",low,236.4,100.3,Automatic
TR9646,TurboClutch 3,11,2815.38,Reliable dual-clutch transmission.,transmission,BrandD,17.35,89.25,"(1.0, 1.08, 0.9)","{'Copper': 50, 'Steel': 50}",low,202.3,214.4,Dual-Clutch
TR6277,DriveMax 2,15,2716.72,Reliable cvt transmission.,transmission,BrandA,17.38,84.12,"(1.16, 0.54, 0.95)","{'Steel': 75, 'Iron': 25}",medium,293.8,186.7,CVT
TR1641,TurboClutch 7,13,1196.71,Smooth dual-clutch transmission.,transmission,BrandE,17.53,122.33,"(1.31, 0.75, 0.97)","{'Aluminum': 80, 'Titanium': 20}",medium,204.5,149.8,Dual-Clutch
TR5649,SwiftShift 7,25,2541.45,Reliable manual transmission.,transmission,BrandB,17.3,85.95,"(1.29, 1.0, 0.7)","{'Copper': 50, 'Steel': 50}",medium,289.3,198.6,Manual
TR3644,TurboClutch 6,29,1263.96,Reliable manual transmission.,transmission,BrandE,17.58,88.11,"(0.64, 1.44, 1.4)","{'Steel': 60, 'Aluminum': 40}",high,270.2,112.1,Manual
TR6384,SwiftShift 1,26,2690.76,Efficient dual-clutch transmission.,transmission,BrandE,17.33,89.36,"(1.21, 1.49, 1.17)","{'Steel': 70, 'Aluminum': 30}",medium,300.6,218.6,Dual-Clutch
TR7905,HeavyTorque 3,27,2489.85,Efficient dual-clutch transmission.,transmission,BrandD,17.4,105.12,"(0.91, 0.9, 0.75)","{'Aluminum': 80, 'Titanium': 20}",medium,402.3,243.6,Dual-Clutch
TR4653,HeavyTorque 1,41,2539.31,Durable automatic transmission.,transmission,BrandB,17.46,101.2,"(0.73, 0.96, 1.07)","{'Steel': 70, 'Aluminum': 30}",high,441.9,231.6,Automatic
TR4062,ShiftPro 4,34,2099.13,Efficient manual transmission.,transmission,BrandA,17.53,97.83,"(0.7, 1.38, 0.81)","{'Steel': 70, 'Aluminum': 30}",medium,214.2,189.6,Manual
TR6692,ShiftPro 9,44,2806.9,Efficient manual transmission.,transmission,BrandC,17.51,123.92,"(1.41, 0.72, 1.29)","{'Steel': 75, 'Iron': 25}",medium,393.6,118.4,Manual
TR7498,HeavyTorque 8,13,1991.83,Durable cvt transmission.,transmission,BrandB,17.35,74.16,"(1.15, 1.21, 1.05)","{'Steel': 75, 'Iron': 25}",medium,279.0,122.9,CVT
TR5115,DriveMax 2,21,2713.42,Durable dual-clutch transmission.,transmission,BrandA,17.32,73.08,"(0.84, 0.76, 1.2)","{'Aluminum': 80, 'Titanium': 20}",medium,328.1,241.4,Dual-Clutch
TR9433,TurboClutch 3,45,2667.49,Reliable cvt transmission.,transmission,BrandE,17.59,84.53,"(1.29, 0.52, 1.21)","{'Steel': 75, 'Iron': 25}",low,464.2,241.1,CVT
TR5825,HeavyTorque 9,22,1500.97,Durable cvt transmission.,transmission,BrandA,17.44,96.86,"(0.84, 0.95, 0.52)","{'Steel': 75, 'Iron': 25}",low,391.3,162.8,CVT
TR3348,ShiftPro 5,19,2667.91,Durable dual-clutch transmission.,transmission,BrandA,17.52,110.81,"(1.34, 0.64, 1.0)","{'Steel': 75, 'Iron': 25}",low,474.5,207.6,Dual-Clutch
TR4877,ShiftPro 7,41,2094.94,Durable manual transmission.,transmission,BrandD,17.38,117.97,"(1.44, 1.48, 1.49)","{'Aluminum': 80, 'Titanium': 20}",high,379.0,170.1,Manual
TR7216,ShiftPro 2,11,1276.7,Efficient dual-clutch transmission.,transmission,BrandD,17.42,118.97,"(1.15, 0.77, 0.7)","{'Steel': 70, 'Aluminum': 30}",medium,266.7,100.4,Dual-Clutch
TR8484,DriveMax 8,6,2626.9,Smooth automatic transmission.,transmission,BrandA,17.4,107.09,"(1.16, 1.38, 1.05)","{'Steel': 70, 'Aluminum': 30}",low,503.8,100.8,Automatic
TR1463,HeavyTorque 1,38,1197.35,Smooth manual transmission.,transmission,BrandB,17.46,127.22,"(0.72, 1.29, 0.62)","{'Aluminum': 80, 'Titanium': 20}",low,261.4,123.7,Manual
TR6141,ShiftPro 9,19,1753.19,Durable automatic transmission.,transmission,BrandE,17.36,84.65,"(0.82, 1.09, 1.38)","{'Aluminum': 80, 'Titanium': 20}",low,492.8,126.2,Automatic
TR8332,DriveMax 6,16,1575.72,Smooth automatic transmission.,transmission,BrandA,17.32,121.35,"(1.05, 0.8, 1.3)","{'Steel': 60, 'Aluminum': 40}",medium,435.7,146.3,Automatic
TR6563,ShiftPro 8,19,2000.29,Smooth cvt transmission.,transmission,BrandC,17.42,71.59,"(0.98, 0.59, 1.21)","{'Steel': 70, 'Aluminum': 30}",high,274.2,158.5,CVT
TR2464,DriveMax 9,33,1692.92,Efficient cvt transmission.,transmission,BrandA,17.55,101.61,"(1.05, 0.82, 0.67)","{'Copper': 50, 'Steel': 50}",medium,235.0,157.3,CVT
TR7992,TurboClutch 6,27,1827.18,Durable automatic transmission.,transmission,BrandD,17.48,109.26,"(1.08, 0.79, 1.15)","{'Copper': 50, 'Steel': 50}",high,529.6,123.2,Automatic
TR7880,SwiftShift 8,22,2891.65,Smooth cvt transmission.,transmission,BrandE,17.57,103.56,"(0.93, 1.25, 1.01)","{'Steel': 60, 'Aluminum': 40}",low,204.6,161.4,CVT
TR2283,SwiftShift 5,48,1180.54,Efficient cvt transmission.,transmission,BrandA,17.58,123.61,"(1.28, 1.13, 1.49)","{'Copper': 50, 'Steel': 50}",high,543.8,246.3,CVT
TR4706,SwiftShift 1,11,2311.97,Reliable automatic transmission.,transmission,BrandB,17.44,86.48,"(1.11, 0.88, 1.08)","{'Steel': 75, 'Iron': 25}",medium,301.2,147.4,Automatic
TR5977,ShiftPro 9,44,2282.79,Efficient manual transmission.,transmission,BrandD,17.32,90.66,"(0.84, 1.45, 0.99)","{'Copper': 50, 'Steel': 50}",low,258.6,247.2,Manual
TR7694,TurboClutch 4,7,1435.75,Reliable manual transmission.,transmission,BrandA,17.42,112.03,"(0.87, 1.1, 1.39)","{'Steel': 60, 'Aluminum': 40}",low,381.4,236.4,Manual
TR2762,DriveMax 6,24,2193.59,Efficient automatic transmission.,transmission,BrandD,17.43,111.39,"(0.89, 0.71, 1.06)","{'Steel': 75, 'Iron': 25}",low,551.8,182.5,Automatic
TR8473,SwiftShift 1,40,2779.2,Reliable automatic transmission.,transmission,BrandB,17.4,92.02,"(1.14, 1.23, 0.7)","{'Copper': 50, 'Steel': 50}",high,380.0,119.9,Automatic
TR8718,SwiftShift 6,47,1418.29,Efficient dual-clutch transmission.,transmission,BrandD,17.54,80.63,"(0.88, 1.2, 0.8)","{'Aluminum': 80, 'Titanium': 20}",low,481.6,217.2,Dual-Clutch
TR6803,SwiftShift 5,24,1010.65,Smooth dual-clutch transmission.,transmission,BrandB,17.3,115.56,"(1.23, 0.69, 1.32)","{'Copper': 50, 'Steel': 50}",high,565.0,183.4,Dual-Clutch
TR3262,TurboClutch 2,13,1670.86,Efficient manual transmission.,transmission,BrandC,17.35,117.05,"(0.9, 1.49, 1.31)","{'Aluminum': 80, 'Titanium': 20}",high,357.5,216.3,Manual
TR3152,ShiftPro 5,25,2325.3,Smooth manual transmission.,transmission,BrandD,17.33,117.94,"(0.57, 1.01, 1.4)","{'Copper': 50, 'Steel': 50}",low,289.1,248.7,Manual
TR9580,TurboClutch 1,41,2890.98,Reliable manual transmission.,transmission,BrandC,17.41,96.35,"(1.39, 0.52, 0.81)","{'Steel': 70, 'Aluminum': 30}",high,497.8,123.4,Manual
TR1345,HeavyTorque 4,3,1431.66,Smooth automatic transmission.,transmission,BrandE,17.38,98.95,"(0.69, 0.8, 0.96)","{'Steel': 60, 'Aluminum': 40}",medium,432.8,244.3,Automatic
TR2153,TurboClutch 1,8,1143.46,Durable automatic transmission.,transmission,BrandE,17.59,110.61,"(1.07, 1.42, 0.67)","{'Aluminum': 80, 'Titanium': 20}",low,550.6,208.9,Automatic
TR7004,ShiftPro 9,49,2540.35,Smooth cvt transmission.,transmission,BrandD,17.51,91.72,"(0.62, 1.23, 1.2)","{'Aluminum': 80, 'Titanium': 20}",low,507.1,163.3,CVT
TR6923,HeavyTorque 6,7,1927.7,Efficient automatic transmission.,transmission,BrandD,17.4,74.7,"(0.63, 1.16, 1.35)","{'Steel': 60, 'Aluminum': 40}",low,508.3,108.8,Automatic
TR6284,DriveMax 9,49,1702.02,Durable manual transmission.,transmission,BrandC,17.54,79.73,"(1.18, 0.58, 1.15)","{'Copper': 50, 'Steel': 50}",low,531.8,115.6,Manual
TR8280,SwiftShift 7,4,2057.91,Efficient manual transmission.,transmission,BrandE,17.36,109.15,"(1.01, 0.99, 0.52)","{'Steel': 70, 'Aluminum': 30}",medium,566.9,185.9,Manual
